Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
36096,2023-02-13 00:00:00,2024-07-17 00:00:00,3.1,110.71,479.0,203.0,35.0,0.0,2765.0,613.0
36097,2023-02-13 01:00:00,2024-07-17 00:00:00,3.1,112.11,499.0,205.0,35.0,0.0,2802.0,645.0
36098,2023-02-13 02:00:00,2024-07-17 00:00:00,3.1,101.22,448.0,204.0,35.0,0.0,2877.0,686.0
36099,2023-02-13 03:00:00,2024-07-17 00:00:00,3.1,109.16,496.0,199.0,35.0,0.0,2873.0,655.0
36100,2023-02-13 04:00:00,2024-07-17 00:00:00,3.1,114.63,551.0,205.0,37.0,0.0,2931.0,722.0
36101,2023-02-13 05:00:00,2024-07-17 00:00:00,3.1,141.98,716.0,318.0,46.0,0.0,2835.0,878.0
36102,2023-02-13 06:00:00,2024-07-17 00:00:00,3.1,159.73,799.0,410.0,49.0,1.0,2627.0,990.0
36103,2023-02-13 07:00:00,2024-07-17 00:00:00,3.1,169.85,866.0,386.0,49.0,40.0,2480.0,1012.0
36104,2023-02-13 08:00:00,2024-07-17 00:00:00,3.1,161.72,848.0,442.0,50.0,171.0,2504.0,1107.0
36105,2023-02-13 09:00:00,2024-07-17 00:00:00,3.1,148.36,777.0,460.0,52.0,363.0,2535.0,1083.0
36106,2023-02-13 10:00:00,2024-07-17 00:00:00,3.1,133.06,731.0,346.0,48.0,540.0,2704.0,915.0
36107,2023-02-13 11:00:00,2024-07-17 00:00:00,3.1,133.08,709.0,343.0,48.0,569.0,2662.0,818.0
36108,2023-02-13 12:00:00,2024-07-17 00:00:00,3.1,135.04,654.0,358.0,48.0,467.0,2514.0,765.0
36109,2023-02-13 13:00:00,2024-07-17 00:00:00,3.1,153.31,730.0,427.0,49.0,384.0,2324.0,865.0
36110,2023-02-13 14:00:00,2024-07-17 00:00:00,3.1,166.63,712.0,496.0,51.0,239.0,2153.0,822.0
36111,2023-02-13 15:00:00,2024-07-17 00:00:00,3.1,201.74,879.0,597.0,52.0,79.0,1965.0,939.0
36112,2023-02-13 16:00:00,2024-07-17 00:00:00,3.1,214.07,892.0,642.0,53.0,4.0,1670.0,1116.0
36113,2023-02-13 17:00:00,2024-07-17 00:00:00,3.1,222.96,886.0,645.0,53.0,0.0,1459.0,1144.0
36114,2023-02-13 18:00:00,2024-07-17 00:00:00,3.1,230.1,828.0,643.0,54.0,0.0,1194.0,1145.0
36115,2023-02-13 19:00:00,2024-07-17 00:00:00,3.1,248.77,856.0,635.0,53.0,0.0,967.0,1135.0
36116,2023-02-13 20:00:00,2024-07-17 00:00:00,3.1,260.45,867.0,593.0,53.0,0.0,809.0,1133.0
36117,2023-02-13 21:00:00,2024-07-17 00:00:00,3.1,273.89,824.0,524.0,49.0,0.0,635.0,1035.0
36118,2023-02-13 22:00:00,2024-07-17 00:00:00,3.1,284.52,810.0,455.0,46.0,0.0,516.0,994.0
36119,2023-02-13 23:00:00,2024-07-17 00:00:00,3.1,266.01,745.0,313.0,42.0,0.0,445.0,1083.0
