Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
37368,2023-04-07 00:00:00,2024-07-17 00:00:00,3.1,81.12,321.0,248.0,37.0,0.0,3043.0,675.0
37369,2023-04-07 01:00:00,2024-07-17 00:00:00,3.1,79.43,310.0,239.0,34.0,0.0,2917.0,753.0
37370,2023-04-07 02:00:00,2024-07-17 00:00:00,3.1,86.08,335.0,244.0,37.0,0.0,2708.0,857.0
37371,2023-04-07 03:00:00,2024-07-17 00:00:00,3.1,98.37,372.0,284.0,45.0,0.0,2512.0,915.0
37372,2023-04-07 04:00:00,2024-07-17 00:00:00,3.1,104.84,383.0,330.0,47.0,6.0,2435.0,922.0
37373,2023-04-07 05:00:00,2024-07-17 00:00:00,3.1,103.64,370.0,343.0,47.0,151.0,2325.0,886.0
37374,2023-04-07 06:00:00,2024-07-17 00:00:00,3.1,92.5,357.0,309.0,46.0,584.0,2229.0,846.0
37375,2023-04-07 07:00:00,2024-07-17 00:00:00,3.1,79.7,348.0,281.0,45.0,1167.0,2140.0,871.0
37376,2023-04-07 08:00:00,2024-07-17 00:00:00,3.1,71.81,324.0,244.0,44.0,1588.0,1909.0,826.0
37377,2023-04-07 09:00:00,2024-07-17 00:00:00,3.1,64.17,320.0,180.0,44.0,1876.0,1802.0,884.0
37378,2023-04-07 10:00:00,2024-07-17 00:00:00,3.1,61.7,320.0,161.0,44.0,1938.0,2020.0,714.0
37379,2023-04-07 11:00:00,2024-07-17 00:00:00,3.1,63.66,323.0,164.0,44.0,1845.0,2200.0,514.0
37380,2023-04-07 12:00:00,2024-07-17 00:00:00,3.1,61.79,316.0,162.0,43.0,1726.0,2229.0,663.0
37381,2023-04-07 13:00:00,2024-07-17 00:00:00,3.1,64.11,320.0,163.0,44.0,1551.0,2323.0,612.0
37382,2023-04-07 14:00:00,2024-07-17 00:00:00,3.1,70.73,331.0,196.0,45.0,1241.0,2285.0,742.0
37383,2023-04-07 15:00:00,2024-07-17 00:00:00,3.1,89.0,371.0,266.0,45.0,806.0,2210.0,781.0
37384,2023-04-07 16:00:00,2024-07-17 00:00:00,3.1,124.13,443.0,318.0,47.0,337.0,1977.0,692.0
37385,2023-04-07 17:00:00,2024-07-17 00:00:00,3.1,145.48,509.0,365.0,49.0,82.0,1771.0,948.0
37386,2023-04-07 18:00:00,2024-07-17 00:00:00,3.1,161.14,512.0,347.0,49.0,4.0,1478.0,945.0
37387,2023-04-07 19:00:00,2024-07-17 00:00:00,3.1,164.98,502.0,312.0,47.0,0.0,1439.0,828.0
37388,2023-04-07 20:00:00,2024-07-17 00:00:00,3.1,162.5,485.0,299.0,46.0,0.0,1308.0,926.0
37389,2023-04-07 21:00:00,2024-07-17 00:00:00,3.1,138.16,372.0,281.0,45.0,0.0,1242.0,991.0
37390,2023-04-07 22:00:00,2024-07-17 00:00:00,3.1,116.12,305.0,279.0,42.0,0.0,1358.0,1048.0
37391,2023-04-07 23:00:00,2024-07-17 00:00:00,3.1,117.84,301.0,256.0,40.0,0.0,1268.0,1018.0
