Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
35688,2023-01-27 00:00:00,202.03,544.0,272.0,43.0,5.0,2340.0,501.0
35689,2023-01-27 01:00:00,224.14,594.0,290.0,40.0,5.0,2112.0,508.0
35690,2023-01-27 02:00:00,250.21,605.0,282.0,37.0,1.0,1740.0,529.0
35691,2023-01-27 03:00:00,276.56,640.0,291.0,37.0,0.0,1493.0,585.0
35692,2023-01-27 04:00:00,323.03,762.0,395.0,38.0,0.0,1254.0,707.0
35693,2023-01-27 05:00:00,365.4,924.0,453.0,39.0,0.0,1095.0,735.0
35694,2023-01-27 06:00:00,402.84,1075.0,606.0,49.0,0.0,956.0,803.0
35695,2023-01-27 07:00:00,424.91,1066.0,654.0,60.0,20.0,757.0,802.0
35696,2023-01-27 08:00:00,430.92,1078.0,670.0,65.0,159.0,590.0,817.0
35697,2023-01-27 09:00:00,418.85,1026.0,665.0,63.0,380.0,443.0,798.0
35698,2023-01-27 10:00:00,421.11,1011.0,654.0,61.0,588.0,225.0,779.0
35699,2023-01-27 11:00:00,423.11,1061.0,623.0,61.0,694.0,159.0,770.0
35700,2023-01-27 12:00:00,426.28,1028.0,609.0,61.0,651.0,136.0,777.0
35701,2023-01-27 13:00:00,453.83,1091.0,669.0,61.0,526.0,108.0,772.0
35702,2023-01-27 14:00:00,485.78,1032.0,649.0,61.0,246.0,108.0,774.0
35703,2023-01-27 15:00:00,524.66,1132.0,685.0,63.0,37.0,134.0,787.0
35704,2023-01-27 16:00:00,520.3,1128.0,691.0,63.0,0.0,181.0,803.0
35705,2023-01-27 17:00:00,499.31,1091.0,644.0,61.0,0.0,278.0,807.0
35706,2023-01-27 18:00:00,481.38,1062.0,626.0,60.0,0.0,386.0,770.0
35707,2023-01-27 19:00:00,464.42,1034.0,561.0,56.0,0.0,472.0,761.0
35708,2023-01-27 20:00:00,437.28,896.0,496.0,52.0,0.0,528.0,748.0
35709,2023-01-27 21:00:00,448.46,1025.0,463.0,50.0,0.0,585.0,706.0
35710,2023-01-27 22:00:00,429.1,997.0,446.0,52.0,0.0,686.0,711.0
35711,2023-01-27 23:00:00,405.17,883.0,469.0,54.0,0.0,750.0,706.0
