Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
43584,2023-12-22 00:00:00,2024-07-17 00:00:00,3.1,273.18,3726.0,2990.0,7375.0,337.0,0.0,11.0
43585,2023-12-22 01:00:00,2024-07-17 00:00:00,3.1,283.15,4058.0,2966.0,7371.0,385.0,0.0,12.0
43586,2023-12-22 02:00:00,2024-07-17 00:00:00,3.1,284.6,4112.0,3096.0,7374.0,436.0,0.0,12.0
43587,2023-12-22 03:00:00,2024-07-17 00:00:00,3.1,283.03,4134.0,3075.0,7373.0,550.0,0.0,11.0
43588,2023-12-22 04:00:00,2024-07-17 00:00:00,3.1,270.81,3793.0,2927.0,7373.0,563.0,0.0,11.0
43589,2023-12-22 05:00:00,2024-07-17 00:00:00,3.1,276.42,3680.0,2963.0,7374.0,79.0,0.0,11.0
43590,2023-12-22 06:00:00,2024-07-17 00:00:00,3.1,274.55,3586.0,2984.0,7373.0,17.0,0.0,11.0
43591,2023-12-22 07:00:00,2024-07-17 00:00:00,3.1,273.91,3576.0,2964.0,7380.0,18.0,0.0,11.0
43592,2023-12-22 08:00:00,2024-07-17 00:00:00,3.1,274.74,3585.0,3043.0,7375.0,24.0,0.0,11.0
43593,2023-12-22 09:00:00,2024-07-17 00:00:00,3.1,279.19,3698.0,3108.0,7377.0,13.0,0.0,10.0
43594,2023-12-22 10:00:00,2024-07-17 00:00:00,3.1,295.16,4205.0,3046.0,7374.0,31.0,0.0,11.0
43595,2023-12-22 11:00:00,2024-07-17 00:00:00,3.1,288.3,4357.0,3202.0,7377.0,670.0,0.0,11.0
43596,2023-12-22 12:00:00,2024-07-17 00:00:00,3.1,280.39,4361.0,3264.0,7374.0,1140.0,0.0,11.0
43597,2023-12-22 13:00:00,2024-07-17 00:00:00,3.1,270.94,4354.0,3261.0,7377.0,1685.0,2.0,11.0
43598,2023-12-22 14:00:00,2024-07-17 00:00:00,3.1,273.4,4353.0,3213.0,7378.0,1428.0,90.0,12.0
43599,2023-12-22 15:00:00,2024-07-17 00:00:00,3.1,280.03,4258.0,3147.0,7370.0,664.0,288.0,12.0
43600,2023-12-22 16:00:00,2024-07-17 00:00:00,3.1,265.95,3672.0,3010.0,7378.0,119.0,516.0,12.0
43601,2023-12-22 17:00:00,2024-07-17 00:00:00,3.1,234.37,2843.0,2713.0,7372.0,0.0,593.0,13.0
43602,2023-12-22 18:00:00,2024-07-17 00:00:00,3.1,213.64,2446.0,2367.0,7374.0,0.0,634.0,12.0
43603,2023-12-22 19:00:00,2024-07-17 00:00:00,3.1,204.29,2131.0,2672.0,7371.0,0.0,615.0,12.0
43604,2023-12-22 20:00:00,2024-07-17 00:00:00,3.1,200.53,2032.0,2677.0,7370.0,0.0,588.0,14.0
43605,2023-12-22 21:00:00,2024-07-17 00:00:00,3.1,197.81,1900.0,2687.0,7369.0,0.0,395.0,13.0
43606,2023-12-22 22:00:00,2024-07-17 00:00:00,3.1,209.05,2016.0,2755.0,7370.0,0.0,85.0,12.0
43607,2023-12-22 23:00:00,2024-07-17 00:00:00,3.1,229.18,2418.0,2905.0,7374.0,31.0,0.0,13.0
