Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
37296,2023-04-04 00:00:00,2024-07-17 00:00:00,3.1,249.73,2710.0,2625.0,6025.0,781.0,2.0,5.0
37297,2023-04-04 01:00:00,2024-07-17 00:00:00,3.1,242.02,2651.0,2612.0,6022.0,1041.0,0.0,6.0
37298,2023-04-04 02:00:00,2024-07-17 00:00:00,3.1,236.76,2378.0,2630.0,6024.0,720.0,0.0,6.0
37299,2023-04-04 03:00:00,2024-07-17 00:00:00,3.1,237.53,2192.0,2639.0,6024.0,278.0,0.0,6.0
37300,2023-04-04 04:00:00,2024-07-17 00:00:00,3.1,230.35,1976.0,2584.0,6019.0,100.0,0.0,6.0
37301,2023-04-04 05:00:00,2024-07-17 00:00:00,3.1,217.94,1709.0,2525.0,6022.0,0.0,0.0,6.0
37302,2023-04-04 06:00:00,2024-07-17 00:00:00,3.1,218.72,1723.0,2520.0,6017.0,0.0,0.0,6.0
37303,2023-04-04 07:00:00,2024-07-17 00:00:00,3.1,220.05,1751.0,2516.0,6019.0,0.0,0.0,5.0
37304,2023-04-04 08:00:00,2024-07-17 00:00:00,3.1,217.37,1700.0,2513.0,6018.0,0.0,0.0,6.0
37305,2023-04-04 09:00:00,2024-07-17 00:00:00,3.1,219.71,1743.0,2512.0,6014.0,0.0,0.0,6.0
37306,2023-04-04 10:00:00,2024-07-17 00:00:00,3.1,228.34,1898.0,2564.0,6019.0,0.0,0.0,6.0
37307,2023-04-04 11:00:00,2024-07-17 00:00:00,3.1,249.95,2379.0,2641.0,6016.0,115.0,0.0,6.0
37308,2023-04-04 12:00:00,2024-07-17 00:00:00,3.1,252.28,2640.0,2634.0,6024.0,492.0,34.0,6.0
37309,2023-04-04 13:00:00,2024-07-17 00:00:00,3.1,241.2,2382.0,2642.0,6017.0,249.0,278.0,7.0
37310,2023-04-04 14:00:00,2024-07-17 00:00:00,3.1,206.71,1729.0,2513.0,6018.0,0.0,611.0,9.0
37311,2023-04-04 15:00:00,2024-07-17 00:00:00,3.1,201.43,1710.0,2548.0,6057.0,0.0,830.0,7.0
37312,2023-04-04 16:00:00,2024-07-17 00:00:00,3.1,196.01,1683.0,2545.0,6165.0,0.0,950.0,7.0
37313,2023-04-04 17:00:00,2024-07-17 00:00:00,3.1,200.62,1797.0,2572.0,6211.0,0.0,986.0,8.0
37314,2023-04-04 18:00:00,2024-07-17 00:00:00,3.1,203.88,1893.0,2555.0,6281.0,0.0,977.0,7.0
37315,2023-04-04 19:00:00,2024-07-17 00:00:00,3.1,212.87,2087.0,2523.0,6288.0,0.0,952.0,8.0
37316,2023-04-04 20:00:00,2024-07-17 00:00:00,3.1,233.93,2511.0,2575.0,6282.0,0.0,873.0,7.0
37317,2023-04-04 21:00:00,2024-07-17 00:00:00,3.1,247.96,2713.0,2831.0,6284.0,0.0,721.0,7.0
37318,2023-04-04 22:00:00,2024-07-17 00:00:00,3.1,244.69,2717.0,3404.0,6285.0,697.0,491.0,6.0
37319,2023-04-04 23:00:00,2024-07-17 00:00:00,3.1,232.39,2717.0,3620.0,6286.0,1811.0,224.0,6.0
