Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
40800,2023-08-28 00:00:00,2024-07-17 00:00:00,3.1,288.38,4077.0,5559.0,7110.0,1134.0,11.0,14.0
40801,2023-08-28 01:00:00,2024-07-17 00:00:00,3.1,292.08,4065.0,5485.0,7120.0,869.0,0.0,14.0
40802,2023-08-28 02:00:00,2024-07-17 00:00:00,3.1,286.02,3809.0,4631.0,7125.0,561.0,0.0,14.0
40803,2023-08-28 03:00:00,2024-07-17 00:00:00,3.1,277.65,3584.0,3802.0,7135.0,371.0,0.0,14.0
40804,2023-08-28 04:00:00,2024-07-17 00:00:00,3.1,261.39,3183.0,2814.0,7133.0,126.0,0.0,15.0
40805,2023-08-28 05:00:00,2024-07-17 00:00:00,3.1,241.93,2627.0,2817.0,7136.0,0.0,0.0,14.0
40806,2023-08-28 06:00:00,2024-07-17 00:00:00,3.1,230.4,2370.0,2750.0,7135.0,0.0,0.0,14.0
40807,2023-08-28 07:00:00,2024-07-17 00:00:00,3.1,222.74,2203.0,2727.0,7139.0,0.0,0.0,14.0
40808,2023-08-28 08:00:00,2024-07-17 00:00:00,3.1,215.46,2084.0,2573.0,7136.0,0.0,0.0,14.0
40809,2023-08-28 09:00:00,2024-07-17 00:00:00,3.1,216.68,2113.0,2570.0,7140.0,0.0,0.0,14.0
40810,2023-08-28 10:00:00,2024-07-17 00:00:00,3.1,228.99,2351.0,2709.0,7141.0,0.0,0.0,14.0
40811,2023-08-28 11:00:00,2024-07-17 00:00:00,3.1,243.77,2685.0,2779.0,7144.0,0.0,0.0,14.0
40812,2023-08-28 12:00:00,2024-07-17 00:00:00,3.1,263.28,3147.0,2928.0,7137.0,0.0,5.0,15.0
40813,2023-08-28 13:00:00,2024-07-17 00:00:00,3.1,263.71,3202.0,2948.0,7139.0,28.0,64.0,14.0
40814,2023-08-28 14:00:00,2024-07-17 00:00:00,3.1,258.79,3174.0,2994.0,7134.0,149.0,168.0,14.0
40815,2023-08-28 15:00:00,2024-07-17 00:00:00,3.1,262.66,3334.0,3214.0,7130.0,180.0,334.0,15.0
40816,2023-08-28 16:00:00,2024-07-17 00:00:00,3.1,266.25,3407.0,3571.0,7130.0,223.0,373.0,14.0
40817,2023-08-28 17:00:00,2024-07-17 00:00:00,3.1,264.02,3421.0,3801.0,7130.0,457.0,383.0,15.0
40818,2023-08-28 18:00:00,2024-07-17 00:00:00,3.1,259.14,3426.0,3785.0,7128.0,762.0,369.0,15.0
40819,2023-08-28 19:00:00,2024-07-17 00:00:00,3.1,249.02,3436.0,3800.0,7126.0,1297.0,492.0,14.0
40820,2023-08-28 20:00:00,2024-07-17 00:00:00,3.1,250.92,3549.0,4049.0,7108.0,1523.0,510.0,15.0
40821,2023-08-28 21:00:00,2024-07-17 00:00:00,3.1,244.71,3542.0,4177.0,7104.0,2188.0,325.0,15.0
40822,2023-08-28 22:00:00,2024-07-17 00:00:00,3.1,244.79,3537.0,4557.0,7104.0,2415.0,275.0,14.0
40823,2023-08-28 23:00:00,2024-07-17 00:00:00,3.1,251.24,3639.0,4858.0,7100.0,2430.0,152.0,13.0
