Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
40272,2023-08-06 00:00:00,2024-07-17 00:00:00,3.1,191.67,0.0,0.0,8.0,14.0,11.0
40273,2023-08-06 01:00:00,2024-07-17 00:00:00,3.1,162.18,0.0,7.0,7.0,14.0,11.0
40274,2023-08-06 02:00:00,2024-07-17 00:00:00,3.1,170.95,0.0,0.0,12.0,14.0,11.0
40275,2023-08-06 03:00:00,2024-07-17 00:00:00,3.1,150.6,0.0,0.0,17.0,14.0,11.0
40276,2023-08-06 04:00:00,2024-07-17 00:00:00,3.1,147.09,0.0,0.0,18.0,14.0,11.0
40277,2023-08-06 05:00:00,2024-07-17 00:00:00,3.1,132.69,0.0,7.0,19.0,14.0,12.0
40278,2023-08-06 06:00:00,2024-07-17 00:00:00,3.1,147.09,0.0,0.0,18.0,14.0,11.0
40279,2023-08-06 07:00:00,2024-07-17 00:00:00,3.1,118.97,0.0,12.0,20.0,14.0,12.0
40280,2023-08-06 08:00:00,2024-07-17 00:00:00,3.1,152.01,0.0,1.0,40.0,23.0,23.0
40281,2023-08-06 09:00:00,2024-07-17 00:00:00,3.1,140.93,0.0,0.0,52.0,25.0,25.0
40282,2023-08-06 10:00:00,2024-07-17 00:00:00,3.1,72.63,0.0,0.0,68.0,15.0,12.0
40283,2023-08-06 11:00:00,2024-07-17 00:00:00,3.1,71.88,0.0,0.0,69.0,15.0,12.0
40284,2023-08-06 12:00:00,2024-07-17 00:00:00,3.1,71.88,0.0,0.0,69.0,15.0,12.0
40285,2023-08-06 13:00:00,2024-07-17 00:00:00,3.1,73.4,0.0,0.0,67.0,15.0,12.0
40286,2023-08-06 14:00:00,2024-07-17 00:00:00,3.1,80.23,0.0,0.0,59.0,15.0,12.0
40287,2023-08-06 15:00:00,2024-07-17 00:00:00,3.1,28.97,0.0,171.0,59.0,15.0,13.0
40288,2023-08-06 16:00:00,2024-07-17 00:00:00,3.1,18.16,0.0,294.0,60.0,14.0,12.0
40289,2023-08-06 17:00:00,2024-07-17 00:00:00,3.1,14.56,0.0,389.0,58.0,15.0,12.0
40290,2023-08-06 18:00:00,2024-07-17 00:00:00,3.1,17.51,0.0,326.0,73.0,15.0,13.0
40291,2023-08-06 19:00:00,2024-07-17 00:00:00,3.1,18.21,0.0,275.0,77.0,15.0,12.0
40292,2023-08-06 20:00:00,2024-07-17 00:00:00,3.1,29.49,0.0,127.0,81.0,14.0,12.0
40293,2023-08-06 21:00:00,2024-07-17 00:00:00,3.1,62.73,0.0,8.0,76.0,14.0,12.0
40294,2023-08-06 22:00:00,2024-07-17 00:00:00,3.1,87.34,0.0,0.0,52.0,15.0,12.0
40295,2023-08-06 23:00:00,2024-07-17 00:00:00,3.1,52.67,0.0,59.0,46.0,14.0,12.0
