Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
38592,2023-05-28 00:00:00,2024-07-17 00:00:00,3.1,65.36,0.0,243.0,27.0,16.0,14.0
38593,2023-05-28 01:00:00,2024-07-17 00:00:00,3.1,62.29,0.0,243.0,45.0,16.0,14.0
38594,2023-05-28 02:00:00,2024-07-17 00:00:00,3.1,61.56,0.0,259.0,41.0,17.0,14.0
38595,2023-05-28 03:00:00,2024-07-17 00:00:00,3.1,62.85,0.0,240.0,47.0,17.0,14.0
38596,2023-05-28 04:00:00,2024-07-17 00:00:00,3.1,78.77,0.0,175.0,34.0,17.0,15.0
38597,2023-05-28 05:00:00,2024-07-17 00:00:00,3.1,82.04,0.0,175.0,25.0,18.0,15.0
38598,2023-05-28 06:00:00,2024-07-17 00:00:00,3.1,77.83,0.0,173.0,39.0,17.0,15.0
38599,2023-05-28 07:00:00,2024-07-17 00:00:00,3.1,163.85,0.0,1.0,63.0,18.0,16.0
38600,2023-05-28 08:00:00,2024-07-17 00:00:00,3.1,175.46,0.0,0.0,57.0,18.0,16.0
38601,2023-05-28 09:00:00,2024-07-17 00:00:00,3.1,244.84,0.0,0.0,30.0,18.0,16.0
38602,2023-05-28 10:00:00,2024-07-17 00:00:00,3.1,241.46,0.0,0.0,29.0,17.0,15.0
38603,2023-05-28 11:00:00,2024-07-17 00:00:00,3.1,245.3,0.0,0.0,28.0,17.0,15.0
38604,2023-05-28 12:00:00,2024-07-17 00:00:00,3.1,257.63,0.0,0.0,25.0,17.0,15.0
38605,2023-05-28 13:00:00,2024-07-17 00:00:00,3.1,257.16,0.0,0.0,25.0,18.0,15.0
38606,2023-05-28 14:00:00,2024-07-17 00:00:00,3.1,265.95,0.0,0.0,23.0,18.0,15.0
38607,2023-05-28 15:00:00,2024-07-17 00:00:00,3.1,119.78,0.0,90.0,19.0,18.0,15.0
38608,2023-05-28 16:00:00,2024-07-17 00:00:00,3.1,54.49,0.0,401.0,29.0,18.0,16.0
38609,2023-05-28 17:00:00,2024-07-17 00:00:00,3.1,43.01,0.0,650.0,27.0,18.0,15.0
38610,2023-05-28 18:00:00,2024-07-17 00:00:00,3.1,47.03,0.0,578.0,12.0,18.0,16.0
38611,2023-05-28 19:00:00,2024-07-17 00:00:00,3.1,47.27,0.0,537.0,11.0,17.0,15.0
38612,2023-05-28 20:00:00,2024-07-17 00:00:00,3.1,46.94,0.0,517.0,11.0,17.0,14.0
38613,2023-05-28 21:00:00,2024-07-17 00:00:00,3.1,58.66,0.0,323.0,11.0,16.0,14.0
38614,2023-05-28 22:00:00,2024-07-17 00:00:00,3.1,84.62,0.0,176.0,16.0,18.0,15.0
38615,2023-05-28 23:00:00,2024-07-17 00:00:00,3.1,82.04,0.0,181.0,18.0,17.0,15.0
