Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
39528,2023-07-06 00:00:00,2024-07-17 00:00:00,3.1,253.0,0.0,3.0,2.0,9.0,11.0
39529,2023-07-06 01:00:00,2024-07-17 00:00:00,3.1,225.89,0.0,0.0,8.0,9.0,11.0
39530,2023-07-06 02:00:00,2024-07-17 00:00:00,3.1,176.92,0.0,0.0,17.0,10.0,12.0
39531,2023-07-06 03:00:00,2024-07-17 00:00:00,3.1,178.89,0.0,0.0,20.0,11.0,14.0
39532,2023-07-06 04:00:00,2024-07-17 00:00:00,3.1,178.89,0.0,0.0,19.0,12.0,14.0
39533,2023-07-06 05:00:00,2024-07-17 00:00:00,3.1,217.57,0.0,0.0,12.0,11.0,14.0
39534,2023-07-06 06:00:00,2024-07-17 00:00:00,3.1,236.76,0.0,0.0,9.0,11.0,14.0
39535,2023-07-06 07:00:00,2024-07-17 00:00:00,3.1,191.67,0.0,0.0,16.0,10.0,13.0
39536,2023-07-06 08:00:00,2024-07-17 00:00:00,3.1,169.89,0.0,0.0,21.0,10.0,13.0
39537,2023-07-06 09:00:00,2024-07-17 00:00:00,3.1,143.75,0.0,0.0,28.0,11.0,13.0
39538,2023-07-06 10:00:00,2024-07-17 00:00:00,3.1,106.79,0.0,0.0,46.0,11.0,13.0
39539,2023-07-06 11:00:00,2024-07-17 00:00:00,3.1,104.55,0.0,0.0,52.0,11.0,14.0
39540,2023-07-06 12:00:00,2024-07-17 00:00:00,3.1,105.92,0.0,0.0,51.0,11.0,14.0
39541,2023-07-06 13:00:00,2024-07-17 00:00:00,3.1,123.85,0.0,0.0,40.0,11.0,14.0
39542,2023-07-06 14:00:00,2024-07-17 00:00:00,3.1,105.92,0.0,0.0,51.0,11.0,14.0
39543,2023-07-06 15:00:00,2024-07-17 00:00:00,3.1,96.99,0.0,0.0,58.0,11.0,14.0
39544,2023-07-06 16:00:00,2024-07-17 00:00:00,3.1,55.54,0.0,86.0,59.0,14.0,17.0
39545,2023-07-06 17:00:00,2024-07-17 00:00:00,3.1,24.21,0.0,304.0,47.0,13.0,16.0
39546,2023-07-06 18:00:00,2024-07-17 00:00:00,3.1,24.32,0.0,339.0,32.0,14.0,17.0
39547,2023-07-06 19:00:00,2024-07-17 00:00:00,3.1,23.89,0.0,306.0,28.0,12.0,15.0
39548,2023-07-06 20:00:00,2024-07-17 00:00:00,3.1,35.35,0.0,193.0,24.0,12.0,15.0
39549,2023-07-06 21:00:00,2024-07-17 00:00:00,3.1,38.68,0.0,173.0,23.0,12.0,15.0
39550,2023-07-06 22:00:00,2024-07-17 00:00:00,3.1,93.44,0.0,36.0,20.0,11.0,13.0
39551,2023-07-06 23:00:00,2024-07-17 00:00:00,3.1,94.62,0.0,35.0,20.0,11.0,13.0
