Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
41880,2023-10-12 00:00:00,2024-07-17 00:00:00,3.1,104.93,0.0,0.0,96.0,15.0,12.0
41881,2023-10-12 01:00:00,2024-07-17 00:00:00,3.1,97.86,0.0,0.0,106.0,15.0,12.0
41882,2023-10-12 02:00:00,2024-07-17 00:00:00,3.1,104.26,0.0,0.0,111.0,16.0,14.0
41883,2023-10-12 03:00:00,2024-07-17 00:00:00,3.1,81.21,0.0,46.0,111.0,16.0,13.0
41884,2023-10-12 04:00:00,2024-07-17 00:00:00,3.1,53.36,0.0,243.0,112.0,16.0,14.0
41885,2023-10-12 05:00:00,2024-07-17 00:00:00,3.1,48.89,0.0,321.0,111.0,17.0,14.0
41886,2023-10-12 06:00:00,2024-07-17 00:00:00,3.1,50.65,0.0,323.0,110.0,18.0,15.0
41887,2023-10-12 07:00:00,2024-07-17 00:00:00,3.1,54.75,0.0,268.0,109.0,19.0,15.0
41888,2023-10-12 08:00:00,2024-07-17 00:00:00,3.1,61.28,0.0,196.0,109.0,19.0,15.0
41889,2023-10-12 09:00:00,2024-07-17 00:00:00,3.1,72.18,0.0,103.0,109.0,18.0,14.0
41890,2023-10-12 10:00:00,2024-07-17 00:00:00,3.1,72.59,0.0,97.0,107.0,16.0,14.0
41891,2023-10-12 11:00:00,2024-07-17 00:00:00,3.1,110.7,0.0,0.0,109.0,17.0,15.0
41892,2023-10-12 12:00:00,2024-07-17 00:00:00,3.1,70.0,0.0,93.0,107.0,15.0,13.0
41893,2023-10-12 13:00:00,2024-07-17 00:00:00,3.1,55.08,0.0,161.0,103.0,14.0,11.0
41894,2023-10-12 14:00:00,2024-07-17 00:00:00,3.1,52.37,0.0,253.0,103.0,17.0,13.0
41895,2023-10-12 15:00:00,2024-07-17 00:00:00,3.1,53.39,0.0,269.0,102.0,18.0,14.0
41896,2023-10-12 16:00:00,2024-07-17 00:00:00,3.1,47.68,0.0,360.0,106.0,18.0,14.0
41897,2023-10-12 17:00:00,2024-07-17 00:00:00,3.1,50.3,0.0,306.0,109.0,18.0,14.0
41898,2023-10-12 18:00:00,2024-07-17 00:00:00,3.1,51.53,0.0,256.0,109.0,17.0,13.0
41899,2023-10-12 19:00:00,2024-07-17 00:00:00,3.1,67.5,0.0,115.0,103.0,16.0,13.0
41900,2023-10-12 20:00:00,2024-07-17 00:00:00,3.1,99.08,0.0,1.0,95.0,14.0,11.0
41901,2023-10-12 21:00:00,2024-07-17 00:00:00,3.1,111.46,0.0,0.0,88.0,15.0,12.0
41902,2023-10-12 22:00:00,2024-07-17 00:00:00,3.1,81.6,0.0,78.0,73.0,15.0,12.0
41903,2023-10-12 23:00:00,2024-07-17 00:00:00,3.1,90.87,0.0,92.0,50.0,16.0,13.0
