Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
39528,2023-07-06 00:00:00,2024-07-17 00:00:00,3.1,394.56,0.0,3.0,2.0,9.0,11.0
39529,2023-07-06 01:00:00,2024-07-17 00:00:00,3.1,352.07,0.0,0.0,8.0,9.0,11.0
39530,2023-07-06 02:00:00,2024-07-17 00:00:00,3.1,279.15,0.0,0.0,17.0,10.0,12.0
39531,2023-07-06 03:00:00,2024-07-17 00:00:00,3.1,278.89,0.0,0.0,20.0,11.0,14.0
39532,2023-07-06 04:00:00,2024-07-17 00:00:00,3.1,283.76,0.0,0.0,19.0,12.0,14.0
39533,2023-07-06 05:00:00,2024-07-17 00:00:00,3.1,336.81,0.0,0.0,12.0,11.0,14.0
39534,2023-07-06 06:00:00,2024-07-17 00:00:00,3.1,365.56,0.0,0.0,9.0,11.0,14.0
39535,2023-07-06 07:00:00,2024-07-17 00:00:00,3.1,296.82,0.0,0.0,16.0,10.0,13.0
39536,2023-07-06 08:00:00,2024-07-17 00:00:00,3.1,264.34,0.0,0.0,21.0,10.0,13.0
39537,2023-07-06 09:00:00,2024-07-17 00:00:00,3.1,229.58,0.0,0.0,28.0,11.0,13.0
39538,2023-07-06 10:00:00,2024-07-17 00:00:00,3.1,173.37,0.0,0.0,46.0,11.0,13.0
39539,2023-07-06 11:00:00,2024-07-17 00:00:00,3.1,167.56,0.0,0.0,52.0,11.0,14.0
39540,2023-07-06 12:00:00,2024-07-17 00:00:00,3.1,169.62,0.0,0.0,51.0,11.0,14.0
39541,2023-07-06 13:00:00,2024-07-17 00:00:00,3.1,196.46,0.0,0.0,40.0,11.0,14.0
39542,2023-07-06 14:00:00,2024-07-17 00:00:00,3.1,169.62,0.0,0.0,51.0,11.0,14.0
39543,2023-07-06 15:00:00,2024-07-17 00:00:00,3.1,156.24,0.0,0.0,58.0,11.0,14.0
39544,2023-07-06 16:00:00,2024-07-17 00:00:00,3.1,101.32,0.0,86.0,59.0,14.0,17.0
39545,2023-07-06 17:00:00,2024-07-17 00:00:00,3.1,57.9,0.0,304.0,47.0,13.0,16.0
39546,2023-07-06 18:00:00,2024-07-17 00:00:00,3.1,58.73,0.0,339.0,32.0,14.0,17.0
39547,2023-07-06 19:00:00,2024-07-17 00:00:00,3.1,57.93,0.0,306.0,28.0,12.0,15.0
39548,2023-07-06 20:00:00,2024-07-17 00:00:00,3.1,74.41,0.0,193.0,24.0,12.0,15.0
39549,2023-07-06 21:00:00,2024-07-17 00:00:00,3.1,79.22,0.0,173.0,23.0,12.0,15.0
39550,2023-07-06 22:00:00,2024-07-17 00:00:00,3.1,158.93,0.0,36.0,20.0,11.0,13.0
39551,2023-07-06 23:00:00,2024-07-17 00:00:00,3.1,160.63,0.0,35.0,20.0,11.0,13.0
