Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
38232,2023-05-13 00:00:00,2024-07-17 00:00:00,3.1,26.93,0.0,323.0,4.0,19.0,17.0
38233,2023-05-13 01:00:00,2024-07-17 00:00:00,3.1,26.93,0.0,323.0,4.0,19.0,17.0
38234,2023-05-13 02:00:00,2024-07-17 00:00:00,3.1,26.0,0.0,332.0,8.0,19.0,17.0
38235,2023-05-13 03:00:00,2024-07-17 00:00:00,3.1,27.18,0.0,354.0,9.0,20.0,19.0
38236,2023-05-13 04:00:00,2024-07-17 00:00:00,3.1,21.42,0.0,462.0,8.0,21.0,19.0
38237,2023-05-13 05:00:00,2024-07-17 00:00:00,3.1,31.57,0.0,449.0,5.0,28.0,28.0
38238,2023-05-13 06:00:00,2024-07-17 00:00:00,3.1,28.37,0.0,475.0,0.0,26.0,26.0
38239,2023-05-13 07:00:00,2024-07-17 00:00:00,3.1,25.59,0.0,387.0,0.0,21.0,19.0
38240,2023-05-13 08:00:00,2024-07-17 00:00:00,3.1,31.94,0.0,335.0,0.0,22.0,21.0
38241,2023-05-13 09:00:00,2024-07-17 00:00:00,3.1,22.72,0.0,367.0,4.0,18.0,16.0
38242,2023-05-13 10:00:00,2024-07-17 00:00:00,3.1,42.11,0.0,334.0,5.0,28.0,29.0
38243,2023-05-13 11:00:00,2024-07-17 00:00:00,3.1,34.0,0.0,334.0,8.0,24.0,23.0
38244,2023-05-13 12:00:00,2024-07-17 00:00:00,3.1,23.65,0.0,349.0,6.0,18.0,16.0
38245,2023-05-13 13:00:00,2024-07-17 00:00:00,3.1,22.12,0.0,354.0,4.0,17.0,15.0
38246,2023-05-13 14:00:00,2024-07-17 00:00:00,3.1,35.85,0.0,373.0,6.0,27.0,27.0
38247,2023-05-13 15:00:00,2024-07-17 00:00:00,3.1,23.85,0.0,391.0,6.0,19.0,18.0
38248,2023-05-13 16:00:00,2024-07-17 00:00:00,3.1,19.25,0.0,440.0,4.0,18.0,16.0
38249,2023-05-13 17:00:00,2024-07-17 00:00:00,3.1,18.78,0.0,451.0,5.0,18.0,16.0
38250,2023-05-13 18:00:00,2024-07-17 00:00:00,3.1,20.32,0.0,439.0,7.0,18.0,17.0
38251,2023-05-13 19:00:00,2024-07-17 00:00:00,3.1,23.09,0.0,449.0,8.0,21.0,20.0
38252,2023-05-13 20:00:00,2024-07-17 00:00:00,3.1,23.96,0.0,454.0,7.0,22.0,21.0
38253,2023-05-13 21:00:00,2024-07-17 00:00:00,3.1,24.22,0.0,492.0,8.0,23.0,23.0
38254,2023-05-13 22:00:00,2024-07-17 00:00:00,3.1,49.57,0.0,281.0,8.0,29.0,30.0
38255,2023-05-13 23:00:00,2024-07-17 00:00:00,3.1,57.73,0.0,184.0,15.0,25.0,25.0
