Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
36816,2023-03-15 00:00:00,2024-07-17 00:00:00,3.1,391.35,316.0,90.0
36817,2023-03-15 01:00:00,2024-07-17 00:00:00,3.1,456.99,337.0,27.0
36818,2023-03-15 02:00:00,2024-07-17 00:00:00,3.1,488.8,369.0,1.0
36819,2023-03-15 03:00:00,2024-07-17 00:00:00,3.1,490.0,373.0,0.0
36820,2023-03-15 04:00:00,2024-07-17 00:00:00,3.1,490.0,354.0,0.0
36821,2023-03-15 05:00:00,2024-07-17 00:00:00,3.1,490.0,307.0,0.0
36822,2023-03-15 06:00:00,2024-07-17 00:00:00,3.1,490.0,306.0,0.0
36823,2023-03-15 07:00:00,2024-07-17 00:00:00,3.1,490.0,290.0,0.0
36824,2023-03-15 08:00:00,2024-07-17 00:00:00,3.1,490.0,216.0,0.0
36825,2023-03-15 09:00:00,2024-07-17 00:00:00,3.1,490.0,204.0,0.0
36826,2023-03-15 10:00:00,2024-07-17 00:00:00,3.1,490.0,207.0,0.0
36827,2023-03-15 11:00:00,2024-07-17 00:00:00,3.1,490.0,215.0,0.0
36828,2023-03-15 12:00:00,2024-07-17 00:00:00,3.1,490.0,227.0,0.0
36829,2023-03-15 13:00:00,2024-07-17 00:00:00,3.1,490.0,250.0,0.0
36830,2023-03-15 14:00:00,2024-07-17 00:00:00,3.1,478.03,217.0,6.0
36831,2023-03-15 15:00:00,2024-07-17 00:00:00,3.1,387.81,208.0,62.0
36832,2023-03-15 16:00:00,2024-07-17 00:00:00,3.1,330.16,157.0,88.0
36833,2023-03-15 17:00:00,2024-07-17 00:00:00,3.1,349.33,225.0,104.0
36834,2023-03-15 18:00:00,2024-07-17 00:00:00,3.1,384.77,268.0,83.0
36835,2023-03-15 19:00:00,2024-07-17 00:00:00,3.1,376.3,271.0,93.0
36836,2023-03-15 20:00:00,2024-07-17 00:00:00,3.1,350.52,230.0,105.0
36837,2023-03-15 21:00:00,2024-07-17 00:00:00,3.1,352.74,213.0,95.0
36838,2023-03-15 22:00:00,2024-07-17 00:00:00,3.1,393.89,265.0,73.0
36839,2023-03-15 23:00:00,2024-07-17 00:00:00,3.1,436.65,323.0,44.0
