UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-01-07 00:00:00,5050.0,5147.0,1944.0,0.0,8.0,15582.0,1884.0,17519.0
2023-01-07 01:00:00,4923.0,5051.0,1944.0,0.0,8.0,16210.0,1856.0,17433.0
2023-01-07 02:00:00,4877.0,4945.0,1944.0,0.0,8.0,16358.0,1875.0,17649.0
2023-01-07 03:00:00,4894.0,4833.0,1944.0,0.0,8.0,16016.0,1878.0,17316.0
2023-01-07 04:00:00,4903.0,4998.0,1944.0,0.0,8.0,16044.0,1856.0,17678.0
2023-01-07 05:00:00,4907.0,5113.0,1941.0,0.0,8.0,16143.0,1890.0,17631.0
2023-01-07 06:00:00,4925.0,5269.0,1940.0,0.0,8.0,16276.0,1904.0,17685.0
2023-01-07 07:00:00,4905.0,5586.0,1940.0,0.0,8.0,16579.0,1911.0,18192.0
2023-01-07 08:00:00,4909.0,5185.0,1940.0,0.0,74.0,17347.0,1907.0,19127.0
2023-01-07 09:00:00,4934.0,5277.0,1940.0,0.0,216.0,17902.0,1908.0,21003.0
2023-01-07 10:00:00,5063.0,5362.0,1940.0,0.0,231.0,17483.0,1897.0,21231.0
2023-01-07 11:00:00,5071.0,5204.0,1940.0,0.0,223.0,17550.0,1888.0,23021.0
2023-01-07 12:00:00,5019.0,4814.0,1944.0,0.0,281.0,18003.0,1823.0,23620.0
2023-01-07 13:00:00,5004.0,5033.0,1944.0,0.0,250.0,18379.0,1863.0,23133.0
2023-01-07 14:00:00,4939.0,5138.0,1944.0,0.0,109.0,18658.0,1838.0,21732.0
2023-01-07 15:00:00,4800.0,5252.0,1944.0,0.0,11.0,18411.0,1859.0,21758.0
2023-01-07 16:00:00,4799.0,5262.0,1944.0,0.0,4.0,18816.0,1737.0,23214.0
2023-01-07 17:00:00,5178.0,5342.0,1944.0,0.0,4.0,18880.0,1718.0,24001.0
2023-01-07 18:00:00,5241.0,5187.0,1944.0,0.0,4.0,18925.0,1715.0,24086.0
2023-01-07 19:00:00,5058.0,4952.0,1944.0,0.0,4.0,18842.0,1724.0,21913.0
2023-01-07 20:00:00,4983.0,4976.0,1942.0,0.0,4.0,18723.0,1720.0,21093.0
2023-01-07 21:00:00,4992.0,5297.0,1942.0,0.0,4.0,17963.0,1707.0,20738.0
2023-01-07 22:00:00,4964.0,5160.0,1944.0,0.0,4.0,17594.0,1731.0,19847.0
2023-01-07 23:00:00,4911.0,5196.0,1944.0,0.0,4.0,15796.0,1721.0,19863.0
