UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-05-16 00:00:00,4436.0,7621.0,1928.0,0.0,4.0,9773.0,1552.0,11291.0
2023-05-16 01:00:00,4401.0,7581.0,1928.0,0.0,4.0,9685.0,1577.0,10621.0
2023-05-16 02:00:00,4406.0,7299.0,1929.0,0.0,4.0,9590.0,1567.0,10459.0
2023-05-16 03:00:00,4385.0,8120.0,1928.0,0.0,8.0,9488.0,1471.0,11095.0
2023-05-16 04:00:00,4482.0,10554.0,1928.0,0.0,86.0,9420.0,1417.0,14207.0
2023-05-16 05:00:00,4964.0,11106.0,1928.0,0.0,301.0,9003.0,1390.0,20242.0
2023-05-16 06:00:00,4858.0,11187.0,1925.0,0.0,689.0,8881.0,1325.0,29319.0
2023-05-16 07:00:00,4486.0,10660.0,1924.0,0.0,902.0,7869.0,1311.0,36502.0
2023-05-16 08:00:00,4388.0,8445.0,1937.0,0.0,1163.0,6586.0,1370.0,42641.0
2023-05-16 09:00:00,4290.0,6538.0,1932.0,0.0,1078.0,6515.0,1366.0,46302.0
2023-05-16 10:00:00,3985.0,5564.0,1928.0,0.0,1131.0,6057.0,1310.0,46911.0
2023-05-16 11:00:00,3884.0,5350.0,1926.0,0.0,1186.0,6105.0,1290.0,46055.0
2023-05-16 12:00:00,3836.0,5450.0,1928.0,0.0,973.0,6267.0,1298.0,42463.0
2023-05-16 13:00:00,3976.0,5552.0,1928.0,0.0,840.0,5904.0,1245.0,38500.0
2023-05-16 14:00:00,4193.0,6594.0,1928.0,0.0,580.0,6401.0,1321.0,32825.0
2023-05-16 15:00:00,4408.0,7347.0,1928.0,0.0,422.0,6629.0,1446.0,27548.0
2023-05-16 16:00:00,4808.0,11508.0,1928.0,0.0,239.0,6661.0,1606.0,22248.0
2023-05-16 17:00:00,4790.0,15814.0,1928.0,0.0,173.0,6497.0,1590.0,17544.0
2023-05-16 18:00:00,4956.0,16979.0,1929.0,0.0,45.0,5190.0,1622.0,14026.0
2023-05-16 19:00:00,5031.0,17581.0,1928.0,0.0,5.0,4947.0,1620.0,12730.0
2023-05-16 20:00:00,4925.0,17392.0,1928.0,0.0,4.0,5130.0,1611.0,11887.0
2023-05-16 21:00:00,4571.0,16461.0,1928.0,0.0,4.0,4845.0,1617.0,10683.0
2023-05-16 22:00:00,3872.0,10729.0,1928.0,0.0,4.0,5427.0,1616.0,10044.0
2023-05-16 23:00:00,3478.0,8102.0,1930.0,0.0,4.0,5442.0,1596.0,10109.0
