UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-01-19 00:00:00,8422.0,8360.0,1948.0,0.0,4.0,14082.0,1367.0,18700.0
2023-01-19 01:00:00,7326.0,8587.0,1948.0,0.0,4.0,12399.0,1346.0,19128.0
2023-01-19 02:00:00,7858.0,8051.0,1948.0,0.0,4.0,12939.0,1356.0,18146.0
2023-01-19 03:00:00,9062.0,8829.0,1945.0,0.0,4.0,12660.0,1357.0,16887.0
2023-01-19 04:00:00,10725.0,9546.0,1944.0,0.0,4.0,13048.0,1335.0,15695.0
2023-01-19 05:00:00,11572.0,13050.0,1944.0,0.0,4.0,11848.0,1339.0,16208.0
2023-01-19 06:00:00,12212.0,17991.0,1944.0,0.0,4.0,11570.0,1372.0,19944.0
2023-01-19 07:00:00,12471.0,21611.0,1944.0,0.0,6.0,10830.0,1289.0,23535.0
2023-01-19 08:00:00,12488.0,23346.0,1944.0,0.0,47.0,9009.0,1291.0,24932.0
2023-01-19 09:00:00,12531.0,23337.0,1944.0,0.0,222.0,8073.0,1310.0,24132.0
2023-01-19 10:00:00,12403.0,22419.0,1944.0,0.0,424.0,7698.0,1296.0,22087.0
2023-01-19 11:00:00,12427.0,21273.0,1944.0,0.0,508.0,7746.0,1234.0,22514.0
2023-01-19 12:00:00,12271.0,23652.0,1945.0,0.0,378.0,7034.0,1287.0,23409.0
2023-01-19 13:00:00,12371.0,27245.0,1944.0,0.0,306.0,6503.0,1270.0,24037.0
2023-01-19 14:00:00,12413.0,29369.0,1944.0,0.0,169.0,6020.0,1267.0,23030.0
2023-01-19 15:00:00,12539.0,28520.0,1944.0,0.0,33.0,5031.0,1285.0,24057.0
2023-01-19 16:00:00,12528.0,28404.0,1943.0,0.0,5.0,5633.0,1256.0,25068.0
2023-01-19 17:00:00,12494.0,30027.0,1944.0,0.0,4.0,6203.0,1298.0,25053.0
2023-01-19 18:00:00,12519.0,29752.0,1944.0,0.0,4.0,5863.0,1316.0,24581.0
2023-01-19 19:00:00,12441.0,29740.0,1944.0,0.0,4.0,6377.0,1301.0,23525.0
2023-01-19 20:00:00,12242.0,28556.0,1944.0,0.0,4.0,4916.0,1290.0,23293.0
2023-01-19 21:00:00,12226.0,25986.0,1945.0,0.0,4.0,5037.0,1300.0,22264.0
2023-01-19 22:00:00,12409.0,22720.0,1947.0,0.0,4.0,4896.0,1337.0,18706.0
2023-01-19 23:00:00,11657.0,21105.0,1945.0,0.0,4.0,4804.0,1370.0,16363.0
