Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
35832,2023-02-02 00:00:00,169.75,0.0,2219.0,2575.0,0.0,2321.0,347.0,23.0
35833,2023-02-02 01:00:00,168.21,0.0,2070.0,2268.0,0.0,2369.0,343.0,23.0
35834,2023-02-02 02:00:00,164.69,0.0,1987.0,2261.0,0.0,2361.0,341.0,23.0
35835,2023-02-02 03:00:00,169.09,0.0,1985.0,2246.0,0.0,2179.0,347.0,23.0
35836,2023-02-02 04:00:00,180.27,0.0,2132.0,2154.0,0.0,2085.0,346.0,23.0
35837,2023-02-02 05:00:00,198.93,0.0,2606.0,2244.0,0.0,2063.0,344.0,22.0
35838,2023-02-02 06:00:00,194.12,0.0,2740.0,2638.0,0.0,2108.0,348.0,23.0
35839,2023-02-02 07:00:00,186.96,0.0,2739.0,2948.0,11.0,2138.0,356.0,25.0
35840,2023-02-02 08:00:00,181.24,0.0,2718.0,3036.0,307.0,2058.0,357.0,25.0
35841,2023-02-02 09:00:00,178.56,0.0,2558.0,2718.0,840.0,1775.0,359.0,28.0
35842,2023-02-02 10:00:00,189.42,0.0,2585.0,2431.0,1172.0,1314.0,359.0,28.0
35843,2023-02-02 11:00:00,199.13,0.0,2607.0,2383.0,1307.0,855.0,351.0,21.0
35844,2023-02-02 12:00:00,204.09,0.0,2601.0,2431.0,1345.0,582.0,352.0,23.0
35845,2023-02-02 13:00:00,212.08,0.0,2633.0,2381.0,1329.0,403.0,361.0,26.0
35846,2023-02-02 14:00:00,219.31,0.0,2584.0,2209.0,1234.0,335.0,363.0,27.0
35847,2023-02-02 15:00:00,225.24,0.0,2603.0,2328.0,1014.0,247.0,360.0,28.0
35848,2023-02-02 16:00:00,231.31,0.0,2735.0,2779.0,585.0,159.0,361.0,28.0
35849,2023-02-02 17:00:00,234.75,0.0,2906.0,3250.0,103.0,221.0,369.0,30.0
35850,2023-02-02 18:00:00,228.14,0.0,2886.0,3314.0,0.0,431.0,366.0,29.0
35851,2023-02-02 19:00:00,220.54,0.0,2889.0,3346.0,0.0,657.0,360.0,28.0
35852,2023-02-02 20:00:00,215.69,0.0,2880.0,3329.0,0.0,831.0,358.0,27.0
35853,2023-02-02 21:00:00,214.98,0.0,2784.0,2946.0,0.0,1076.0,351.0,23.0
35854,2023-02-02 22:00:00,203.51,0.0,2611.0,2753.0,0.0,1420.0,345.0,21.0
35855,2023-02-02 23:00:00,198.63,0.0,2491.0,2515.0,0.0,1639.0,348.0,20.0
