Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
42048,2023-10-19 00:00:00,37.89,0.0,126.0,507.0,0.0,4326.0,325.0,6.0
42049,2023-10-19 01:00:00,38.1,0.0,125.0,508.0,0.0,4239.0,321.0,6.0
42050,2023-10-19 02:00:00,38.4,0.0,124.0,510.0,0.0,4163.0,324.0,5.0
42051,2023-10-19 03:00:00,39.52,0.0,126.0,512.0,0.0,3971.0,321.0,5.0
42052,2023-10-19 04:00:00,37.79,0.0,125.0,749.0,0.0,4186.0,326.0,5.0
42053,2023-10-19 05:00:00,37.98,0.0,133.0,894.0,0.0,4261.0,330.0,6.0
42054,2023-10-19 06:00:00,40.38,0.0,173.0,993.0,0.0,4352.0,329.0,6.0
42055,2023-10-19 07:00:00,39.66,0.0,180.0,1344.0,26.0,4392.0,328.0,5.0
42056,2023-10-19 08:00:00,40.59,0.0,183.0,1019.0,101.0,4358.0,316.0,5.0
42057,2023-10-19 09:00:00,41.83,0.0,182.0,1159.0,187.0,4024.0,315.0,5.0
42058,2023-10-19 10:00:00,43.68,0.0,187.0,1215.0,206.0,3727.0,315.0,5.0
42059,2023-10-19 11:00:00,43.25,0.0,186.0,1429.0,206.0,3695.0,321.0,5.0
42060,2023-10-19 12:00:00,43.0,0.0,184.0,1016.0,182.0,3886.0,309.0,5.0
42061,2023-10-19 13:00:00,42.03,0.0,182.0,934.0,207.0,4103.0,309.0,6.0
42062,2023-10-19 14:00:00,41.67,0.0,189.0,990.0,223.0,4298.0,318.0,6.0
42063,2023-10-19 15:00:00,39.78,0.0,185.0,972.0,281.0,4503.0,299.0,5.0
42064,2023-10-19 16:00:00,38.83,0.0,185.0,985.0,145.0,4556.0,281.0,5.0
42065,2023-10-19 17:00:00,38.72,0.0,186.0,1169.0,28.0,4564.0,291.0,6.0
42066,2023-10-19 18:00:00,37.45,0.0,186.0,1433.0,0.0,4679.0,285.0,6.0
42067,2023-10-19 19:00:00,37.28,0.0,184.0,1337.0,0.0,4703.0,284.0,5.0
42068,2023-10-19 20:00:00,37.71,0.0,182.0,1227.0,0.0,4688.0,290.0,6.0
42069,2023-10-19 21:00:00,37.21,0.0,176.0,1139.0,0.0,4789.0,295.0,6.0
42070,2023-10-19 22:00:00,37.22,0.0,169.0,994.0,0.0,4723.0,293.0,6.0
42071,2023-10-19 23:00:00,32.73,0.0,109.0,836.0,0.0,4789.0,295.0,5.0
