UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2019-01-01 00:00:00,1672.0,1684.0,8204.0,0.0,4751.0,0.0,0.0,11.0
2019-01-01 01:00:00,1689.0,1383.0,8210.0,0.0,4730.0,0.0,0.0,14.0
2019-01-01 02:00:00,1725.0,1033.0,8212.0,0.0,4381.0,0.0,0.0,11.0
2019-01-01 03:00:00,1747.0,1459.0,8212.0,0.0,3352.0,0.0,0.0,14.0
2019-01-01 04:00:00,1712.0,1292.0,8234.0,0.0,3000.0,0.0,0.0,14.0
2019-01-01 05:00:00,1726.0,1109.0,8238.0,0.0,2600.0,0.0,0.0,14.0
2019-01-01 06:00:00,1715.0,1228.0,8236.0,0.0,2212.0,0.0,0.0,11.0
2019-01-01 07:00:00,1723.0,1267.0,8239.0,0.0,2004.0,0.0,0.0,14.0
2019-01-01 08:00:00,1714.0,1263.0,8239.0,0.0,1657.0,0.0,0.0,14.0
2019-01-01 09:00:00,1734.0,1101.0,8246.0,0.0,1642.0,0.0,0.0,14.0
2019-01-01 10:00:00,1720.0,1132.0,8253.0,0.0,1624.0,0.0,0.0,11.0
2019-01-01 11:00:00,1721.0,1353.0,8257.0,0.0,1627.0,0.0,0.0,14.0
2019-01-01 12:00:00,1734.0,1330.0,8250.0,0.0,1686.0,0.0,0.0,14.0
2019-01-01 13:00:00,1726.0,1362.0,8253.0,0.0,1984.0,0.0,0.0,12.0
2019-01-01 14:00:00,1739.0,1271.0,8252.0,0.0,2461.0,5.0,0.0,11.0
2019-01-01 15:00:00,1736.0,1155.0,8256.0,0.0,3053.0,24.0,0.0,14.0
2019-01-01 16:00:00,1734.0,1572.0,8257.0,0.0,3224.0,51.0,0.0,14.0
2019-01-01 17:00:00,1746.0,1639.0,8253.0,0.0,3605.0,62.0,0.0,11.0
2019-01-01 18:00:00,1753.0,1773.0,8272.0,0.0,3642.0,52.0,0.0,11.0
2019-01-01 19:00:00,1742.0,1418.0,8251.0,0.0,3855.0,54.0,0.0,14.0
2019-01-01 20:00:00,1735.0,1178.0,8249.0,0.0,4141.0,38.0,0.0,11.0
2019-01-01 21:00:00,1697.0,1420.0,8248.0,0.0,4321.0,26.0,0.0,14.0
