UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-05-23 00:00:00,4355.94,5896.36,7054.0,0.0,2989.58,226.74,0.0,22.72
2023-05-23 01:00:00,4218.84,5829.68,7052.0,0.0,2602.27,41.58,0.0,25.5
2023-05-23 02:00:00,3854.43,6279.36,7060.0,0.0,2026.62,0.0,0.0,31.56
2023-05-23 03:00:00,3635.6,6080.52,7070.0,0.0,920.01,0.0,1.0,39.53
2023-05-23 04:00:00,2976.6,5599.36,7064.0,0.0,675.04,0.0,0.0,40.45
2023-05-23 05:00:00,2546.87,5067.36,7065.0,0.0,607.44,0.0,0.0,45.57
2023-05-23 06:00:00,2464.0,4678.52,7070.0,0.0,236.06,0.0,1.0,45.58
2023-05-23 07:00:00,2482.8,4782.52,7080.0,0.0,0.0,0.0,0.0,46.69
2023-05-23 08:00:00,2473.29,4526.36,7087.0,0.0,0.0,0.0,0.0,46.44
2023-05-23 09:00:00,2483.09,4356.36,7233.0,0.0,0.0,0.0,0.0,47.44
2023-05-23 10:00:00,2487.08,4483.36,7331.0,0.0,0.0,0.0,0.0,46.38
2023-05-23 11:00:00,2736.56,4949.52,7480.0,0.0,0.0,0.0,0.0,43.96
2023-05-23 12:00:00,3141.38,4667.52,7478.0,0.0,0.0,74.33,0.0,38.86
2023-05-23 13:00:00,3217.92,5108.36,7469.0,0.0,0.0,182.44,0.0,37.37
2023-05-23 14:00:00,3289.28,5482.52,7469.0,0.0,0.0,343.39,0.0,36.48
2023-05-23 15:00:00,3301.97,5942.36,7454.0,0.0,0.0,479.84,0.0,29.89
2023-05-23 16:00:00,3299.25,6458.04,7434.0,0.0,0.0,528.17,0.0,31.01
2023-05-23 17:00:00,3345.01,6453.68,7468.0,3.0,621.95,507.45,0.0,41.62
2023-05-23 18:00:00,3349.27,6275.36,7574.0,3.0,1195.26,587.2,1.0,37.86
2023-05-23 19:00:00,3353.69,5790.36,7557.0,0.0,2172.89,551.99,1.0,41.86
2023-05-23 20:00:00,3332.74,6405.52,7505.0,0.0,2500.17,611.97,0.0,43.47
2023-05-23 21:00:00,3296.2,6428.52,7525.0,0.0,2714.84,638.59,0.0,42.08
2023-05-23 22:00:00,3250.68,6140.52,7841.0,0.0,3074.16,584.63,0.0,40.31
2023-05-23 23:00:00,3222.72,5788.36,8026.0,0.0,3082.4,557.25,0.0,39.78
