Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
42504,2023-11-07 00:00:00,2024-07-17 00:00:00,3.1,104.3,756.0,3941.0,0.0,43.0,0.0,2938.0,342.0,515.0
42505,2023-11-07 01:00:00,2024-07-17 00:00:00,3.1,108.41,757.0,3939.0,0.0,43.0,0.0,2703.0,340.0,535.0
42506,2023-11-07 02:00:00,2024-07-17 00:00:00,3.1,108.65,750.0,3939.0,0.0,43.0,0.0,2638.0,336.0,533.0
42507,2023-11-07 03:00:00,2024-07-17 00:00:00,3.1,114.83,776.0,3830.0,0.0,43.0,0.0,2323.0,337.0,528.0
42508,2023-11-07 04:00:00,2024-07-17 00:00:00,3.1,118.1,792.0,3733.0,0.0,43.0,0.0,2347.0,340.0,548.0
42509,2023-11-07 05:00:00,2024-07-17 00:00:00,3.1,126.76,913.0,3725.0,0.0,43.0,0.0,2494.0,342.0,617.0
42510,2023-11-07 06:00:00,2024-07-17 00:00:00,3.1,143.03,1026.0,3724.0,0.0,44.0,0.0,2403.0,339.0,763.0
42511,2023-11-07 07:00:00,2024-07-17 00:00:00,3.1,142.85,1114.0,3734.0,0.0,44.0,399.0,2436.0,337.0,786.0
42512,2023-11-07 08:00:00,2024-07-17 00:00:00,3.1,130.97,1014.0,3722.0,0.0,39.0,1226.0,2402.0,324.0,781.0
42513,2023-11-07 09:00:00,2024-07-17 00:00:00,3.1,114.85,864.0,3737.0,0.0,37.0,1980.0,2565.0,321.0,737.0
42514,2023-11-07 10:00:00,2024-07-17 00:00:00,3.1,107.79,805.0,3735.0,0.0,41.0,2106.0,2898.0,321.0,721.0
42515,2023-11-07 11:00:00,2024-07-17 00:00:00,3.1,105.76,774.0,3739.0,0.0,40.0,2131.0,3020.0,323.0,727.0
42516,2023-11-07 12:00:00,2024-07-17 00:00:00,3.1,114.2,857.0,3739.0,0.0,40.0,1775.0,2944.0,339.0,770.0
42517,2023-11-07 13:00:00,2024-07-17 00:00:00,3.1,125.95,1086.0,3738.0,0.0,30.0,1442.0,2886.0,341.0,778.0
42518,2023-11-07 14:00:00,2024-07-17 00:00:00,3.1,140.05,1338.0,3735.0,0.0,26.0,994.0,2863.0,342.0,797.0
42519,2023-11-07 15:00:00,2024-07-17 00:00:00,3.1,154.88,1439.0,3736.0,0.0,26.0,256.0,2775.0,347.0,837.0
42520,2023-11-07 16:00:00,2024-07-17 00:00:00,3.1,155.45,1471.0,3730.0,0.0,33.0,1.0,2924.0,348.0,815.0
42521,2023-11-07 17:00:00,2024-07-17 00:00:00,3.1,158.14,1518.0,3727.0,0.0,38.0,0.0,3117.0,342.0,886.0
42522,2023-11-07 18:00:00,2024-07-17 00:00:00,3.1,150.09,1442.0,3718.0,0.0,38.0,0.0,3342.0,339.0,847.0
42523,2023-11-07 19:00:00,2024-07-17 00:00:00,3.1,131.95,1138.0,3722.0,0.0,39.0,0.0,3472.0,344.0,756.0
42524,2023-11-07 20:00:00,2024-07-17 00:00:00,3.1,130.68,1043.0,3735.0,0.0,39.0,0.0,3231.0,343.0,747.0
42525,2023-11-07 21:00:00,2024-07-17 00:00:00,3.1,126.61,1059.0,3813.0,0.0,39.0,0.0,3099.0,348.0,660.0
42526,2023-11-07 22:00:00,2024-07-17 00:00:00,3.1,117.9,884.0,3849.0,0.0,39.0,0.0,3081.0,344.0,641.0
42527,2023-11-07 23:00:00,2024-07-17 00:00:00,3.1,121.97,1003.0,3918.0,0.0,38.0,0.0,2642.0,345.0,556.0
