Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
39720,2023-07-14 00:00:00,2024-07-17 00:00:00,3.1,195.16,2298.0,3836.0,0.0,2.0,0.0,1197.0,332.0,464.0
39721,2023-07-14 01:00:00,2024-07-17 00:00:00,3.1,195.62,2216.0,3837.0,0.0,2.0,0.0,1001.0,331.0,448.0
39722,2023-07-14 02:00:00,2024-07-17 00:00:00,3.1,205.1,2307.0,3838.0,0.0,2.0,0.0,751.0,331.0,448.0
39723,2023-07-14 03:00:00,2024-07-17 00:00:00,3.1,212.28,2329.0,3841.0,0.0,2.0,0.0,529.0,336.0,458.0
39724,2023-07-14 04:00:00,2024-07-17 00:00:00,3.1,208.94,2252.0,3840.0,0.0,2.0,187.0,409.0,331.0,465.0
39725,2023-07-14 05:00:00,2024-07-17 00:00:00,3.1,206.76,2280.0,3837.0,0.0,3.0,630.0,406.0,331.0,559.0
39726,2023-07-14 06:00:00,2024-07-17 00:00:00,3.1,200.32,2196.0,3832.0,0.0,3.0,1192.0,337.0,326.0,651.0
39727,2023-07-14 07:00:00,2024-07-17 00:00:00,3.1,184.31,2101.0,3829.0,0.0,2.0,2030.0,217.0,326.0,627.0
39728,2023-07-14 08:00:00,2024-07-17 00:00:00,3.1,144.91,1401.0,3821.0,0.0,2.0,2836.0,253.0,319.0,567.0
39729,2023-07-14 09:00:00,2024-07-17 00:00:00,3.1,131.05,1080.0,3818.0,0.0,2.0,3319.0,189.0,326.0,603.0
39730,2023-07-14 10:00:00,2024-07-17 00:00:00,3.1,113.37,932.0,3819.0,0.0,2.0,3805.0,312.0,316.0,497.0
39731,2023-07-14 11:00:00,2024-07-17 00:00:00,3.1,111.99,986.0,3816.0,0.0,2.0,3800.0,443.0,311.0,462.0
39732,2023-07-14 12:00:00,2024-07-17 00:00:00,3.1,113.82,1040.0,3814.0,0.0,2.0,3446.0,657.0,319.0,452.0
39733,2023-07-14 13:00:00,2024-07-17 00:00:00,3.1,122.7,1066.0,3812.0,4.0,2.0,2588.0,751.0,323.0,483.0
39734,2023-07-14 14:00:00,2024-07-17 00:00:00,3.1,116.95,891.0,3806.0,0.0,2.0,2626.0,721.0,317.0,509.0
39735,2023-07-14 15:00:00,2024-07-17 00:00:00,3.1,109.55,916.0,3796.0,0.0,2.0,2875.0,1243.0,314.0,495.0
39736,2023-07-14 16:00:00,2024-07-17 00:00:00,3.1,125.07,1050.0,3789.0,0.0,2.0,2055.0,1304.0,318.0,566.0
39737,2023-07-14 17:00:00,2024-07-17 00:00:00,3.1,154.91,1475.0,3785.0,0.0,3.0,785.0,1489.0,325.0,593.0
39738,2023-07-14 18:00:00,2024-07-17 00:00:00,3.1,187.56,2059.0,3785.0,5.0,3.0,265.0,1359.0,325.0,593.0
39739,2023-07-14 19:00:00,2024-07-17 00:00:00,3.1,196.44,2146.0,3790.0,0.0,2.0,35.0,1286.0,328.0,600.0
39740,2023-07-14 20:00:00,2024-07-17 00:00:00,3.1,181.44,1841.0,3798.0,0.0,2.0,0.0,1587.0,328.0,637.0
39741,2023-07-14 21:00:00,2024-07-17 00:00:00,3.1,157.24,1463.0,3800.0,0.0,2.0,0.0,1978.0,323.0,610.0
39742,2023-07-14 22:00:00,2024-07-17 00:00:00,3.1,117.72,851.0,3804.0,0.0,2.0,0.0,2334.0,325.0,512.0
39743,2023-07-14 23:00:00,2024-07-17 00:00:00,3.1,122.29,806.0,3810.0,0.0,2.0,0.0,2012.0,329.0,541.0
