Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
37320,2023-04-05 00:00:00,2024-07-17 00:00:00,3.1,585.07,1227.0,514.0,0.0,170.0,7.0,54.0
37321,2023-04-05 01:00:00,2024-07-17 00:00:00,3.1,619.83,1308.0,407.0,0.0,128.0,0.0,52.0
37322,2023-04-05 02:00:00,2024-07-17 00:00:00,3.1,639.75,1337.0,381.0,0.0,85.0,0.0,56.0
37323,2023-04-05 03:00:00,2024-07-17 00:00:00,3.1,636.45,1228.0,428.0,0.0,54.0,0.0,54.0
37324,2023-04-05 04:00:00,2024-07-17 00:00:00,3.1,644.5,1068.0,431.0,0.0,2.0,0.0,54.0
37325,2023-04-05 05:00:00,2024-07-17 00:00:00,3.1,632.32,925.0,436.0,0.0,1.0,0.0,54.0
37326,2023-04-05 06:00:00,2024-07-17 00:00:00,3.1,635.4,956.0,432.0,0.0,2.0,0.0,53.0
37327,2023-04-05 07:00:00,2024-07-17 00:00:00,3.1,628.02,877.0,432.0,0.0,2.0,0.0,57.0
37328,2023-04-05 08:00:00,2024-07-17 00:00:00,3.1,627.51,876.0,434.0,0.0,2.0,0.0,58.0
37329,2023-04-05 09:00:00,2024-07-17 00:00:00,3.1,594.79,754.0,544.0,0.0,2.0,0.0,55.0
37330,2023-04-05 10:00:00,2024-07-17 00:00:00,3.1,592.9,804.0,593.0,0.0,2.0,0.0,55.0
37331,2023-04-05 11:00:00,2024-07-17 00:00:00,3.1,615.5,998.0,566.0,0.0,5.0,0.0,54.0
37332,2023-04-05 12:00:00,2024-07-17 00:00:00,3.1,607.61,1248.0,637.0,0.0,56.0,5.0,54.0
37333,2023-04-05 13:00:00,2024-07-17 00:00:00,3.1,631.39,1400.0,563.0,0.0,2.0,45.0,57.0
37334,2023-04-05 14:00:00,2024-07-17 00:00:00,3.1,614.2,1457.0,539.0,0.0,2.0,126.0,56.0
37335,2023-04-05 15:00:00,2024-07-17 00:00:00,3.1,607.87,1493.0,551.0,0.0,2.0,153.0,56.0
37336,2023-04-05 16:00:00,2024-07-17 00:00:00,3.1,613.79,1604.0,545.0,0.0,1.0,161.0,57.0
37337,2023-04-05 17:00:00,2024-07-17 00:00:00,3.1,613.74,1644.0,567.0,0.0,2.0,161.0,57.0
37338,2023-04-05 18:00:00,2024-07-17 00:00:00,3.1,596.51,1644.0,644.0,0.0,56.0,148.0,56.0
37339,2023-04-05 19:00:00,2024-07-17 00:00:00,3.1,581.51,1638.0,685.0,0.0,100.0,153.0,57.0
37340,2023-04-05 20:00:00,2024-07-17 00:00:00,3.1,575.3,1633.0,634.0,0.0,156.0,142.0,56.0
37341,2023-04-05 21:00:00,2024-07-17 00:00:00,3.1,570.15,1560.0,655.0,0.0,156.0,134.0,57.0
37342,2023-04-05 22:00:00,2024-07-17 00:00:00,3.1,551.81,1441.0,841.0,0.0,153.0,116.0,58.0
37343,2023-04-05 23:00:00,2024-07-17 00:00:00,3.1,551.71,1321.0,881.0,0.0,157.0,54.0,58.0
