Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
40824,2023-08-29 00:00:00,2024-07-17 00:00:00,3.1,732.21,2545.0,356.0,0.0,181.0,10.0,66.0
40825,2023-08-29 01:00:00,2024-07-17 00:00:00,3.1,727.68,2441.0,485.0,0.0,154.0,0.0,62.0
40826,2023-08-29 02:00:00,2024-07-17 00:00:00,3.1,735.52,2346.0,456.0,0.0,118.0,0.0,64.0
40827,2023-08-29 03:00:00,2024-07-17 00:00:00,3.1,778.5,2439.0,314.0,0.0,7.0,0.0,68.0
40828,2023-08-29 04:00:00,2024-07-17 00:00:00,3.1,790.35,2302.0,202.0,0.0,2.0,0.0,67.0
40829,2023-08-29 05:00:00,2024-07-17 00:00:00,3.1,787.55,2012.0,198.0,0.0,1.0,0.0,64.0
40830,2023-08-29 06:00:00,2024-07-17 00:00:00,3.1,783.8,1805.0,199.0,0.0,2.0,0.0,64.0
40831,2023-08-29 07:00:00,2024-07-17 00:00:00,3.1,781.06,1688.0,204.0,0.0,1.0,0.0,69.0
40832,2023-08-29 08:00:00,2024-07-17 00:00:00,3.1,780.93,1654.0,198.0,0.0,2.0,0.0,68.0
40833,2023-08-29 09:00:00,2024-07-17 00:00:00,3.1,778.28,1594.0,207.0,0.0,2.0,0.0,68.0
40834,2023-08-29 10:00:00,2024-07-17 00:00:00,3.1,774.55,1537.0,224.0,0.0,2.0,0.0,62.0
40835,2023-08-29 11:00:00,2024-07-17 00:00:00,3.1,777.44,1738.0,237.0,0.0,2.0,0.0,56.0
40836,2023-08-29 12:00:00,2024-07-17 00:00:00,3.1,769.79,1785.0,249.0,0.0,2.0,20.0,57.0
40837,2023-08-29 13:00:00,2024-07-17 00:00:00,3.1,751.91,1892.0,221.0,0.0,1.0,95.0,59.0
40838,2023-08-29 14:00:00,2024-07-17 00:00:00,3.1,765.39,2148.0,208.0,0.0,2.0,76.0,58.0
40839,2023-08-29 15:00:00,2024-07-17 00:00:00,3.1,753.29,2249.0,276.0,0.0,1.0,104.0,56.0
40840,2023-08-29 16:00:00,2024-07-17 00:00:00,3.1,748.94,2383.0,290.0,0.0,2.0,128.0,55.0
40841,2023-08-29 17:00:00,2024-07-17 00:00:00,3.1,751.81,2515.0,291.0,0.0,27.0,103.0,55.0
40842,2023-08-29 18:00:00,2024-07-17 00:00:00,3.1,735.19,2563.0,290.0,0.0,100.0,106.0,56.0
40843,2023-08-29 19:00:00,2024-07-17 00:00:00,3.1,709.31,2505.0,316.0,0.0,169.0,138.0,51.0
40844,2023-08-29 20:00:00,2024-07-17 00:00:00,3.1,695.44,2420.0,352.0,0.0,203.0,143.0,41.0
40845,2023-08-29 21:00:00,2024-07-17 00:00:00,3.1,700.84,2501.0,413.0,0.0,205.0,110.0,44.0
40846,2023-08-29 22:00:00,2024-07-17 00:00:00,3.1,712.32,2543.0,445.0,0.0,202.0,53.0,41.0
40847,2023-08-29 23:00:00,2024-07-17 00:00:00,3.1,722.17,2471.0,389.0,0.0,201.0,15.0,42.0
