,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-09-09 00:00:00,2023-09-11 16:15:59,3.0,722.81,2144.0,598.0,0.0,93.0,4.0,64.0
1,2023-09-09 01:00:00,2023-09-11 16:15:59,3.0,722.78,2130.0,601.0,0.0,94.0,0.0,66.0
2,2023-09-09 02:00:00,2023-09-11 16:15:59,3.0,717.89,1907.0,615.0,0.0,77.0,0.0,64.0
3,2023-09-09 03:00:00,2023-09-11 16:15:59,3.0,710.01,1653.0,602.0,0.0,71.0,0.0,66.0
4,2023-09-09 04:00:00,2023-09-11 16:15:59,3.0,714.8,1501.0,575.0,0.0,40.0,0.0,68.0
5,2023-09-09 05:00:00,2023-09-11 16:15:59,3.0,730.36,1420.0,515.0,0.0,2.0,0.0,69.0
6,2023-09-09 06:00:00,2023-09-11 16:15:59,3.0,724.96,1308.0,516.0,0.0,2.0,0.0,67.0
7,2023-09-09 07:00:00,2023-09-11 16:15:59,3.0,720.82,1232.0,517.0,0.0,2.0,0.0,70.0
8,2023-09-09 08:00:00,2023-09-11 16:15:59,3.0,720.89,1233.0,517.0,0.0,2.0,0.0,69.0
9,2023-09-09 09:00:00,2023-09-11 16:15:59,3.0,716.15,1150.0,517.0,0.0,2.0,0.0,70.0
10,2023-09-09 10:00:00,2023-09-11 16:15:59,3.0,717.57,1136.0,503.0,0.0,1.0,0.0,68.0
11,2023-09-09 11:00:00,2023-09-11 16:15:59,3.0,721.45,1187.0,496.0,0.0,1.0,0.0,69.0
12,2023-09-09 12:00:00,2023-09-11 16:15:59,3.0,724.09,1253.0,489.0,0.0,2.0,4.0,66.0
13,2023-09-09 13:00:00,2023-09-11 16:15:59,3.0,718.37,1246.0,484.0,0.0,1.0,21.0,69.0
14,2023-09-09 14:00:00,2023-09-11 16:15:59,3.0,708.65,1292.0,485.0,0.0,2.0,54.0,70.0
15,2023-09-09 15:00:00,2023-09-11 16:15:59,3.0,718.78,1537.0,483.0,0.0,1.0,64.0,67.0
16,2023-09-09 16:00:00,2023-09-11 16:15:59,3.0,712.78,1643.0,493.0,0.0,2.0,96.0,66.0
17,2023-09-09 17:00:00,2023-09-11 16:15:59,3.0,698.33,1767.0,491.0,0.0,52.0,119.0,67.0
18,2023-09-09 18:00:00,2023-09-11 16:15:59,3.0,701.56,1924.0,492.0,0.0,74.0,112.0,67.0
19,2023-09-09 19:00:00,2023-09-11 16:15:59,3.0,708.37,1958.0,484.0,0.0,73.0,94.0,67.0
20,2023-09-09 20:00:00,2023-09-11 16:15:59,3.0,709.66,1971.0,496.0,0.0,73.0,87.0,66.0
21,2023-09-09 21:00:00,2023-09-11 16:15:59,3.0,712.73,2000.0,488.0,0.0,73.0,82.0,65.0
22,2023-09-09 22:00:00,2023-09-11 16:15:59,3.0,714.31,1982.0,478.0,0.0,73.0,76.0,69.0
23,2023-09-09 23:00:00,2023-09-11 16:15:59,3.0,722.39,1996.0,493.0,0.0,73.0,41.0,67.0
