,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-08-06 00:00:00,2023-08-07 21:51:59,3.0,719.08,2279.0,665.0,0.0,73.0,38.0,68.0
1,2023-08-06 01:00:00,2023-08-07 21:51:59,3.0,723.99,2195.0,678.0,0.0,72.0,0.0,71.0
2,2023-08-06 02:00:00,2023-08-07 21:51:59,3.0,731.42,2166.0,657.0,0.0,44.0,0.0,68.0
3,2023-08-06 03:00:00,2023-08-07 21:51:59,3.0,734.76,2034.0,693.0,0.0,2.0,0.0,67.0
4,2023-08-06 04:00:00,2023-08-07 21:51:59,3.0,725.45,1737.0,687.0,0.0,1.0,0.0,70.0
5,2023-08-06 05:00:00,2023-08-07 21:51:59,3.0,713.94,1487.0,694.0,0.0,2.0,0.0,66.0
6,2023-08-06 06:00:00,2023-08-07 21:51:59,3.0,711.9,1373.0,659.0,0.0,2.0,0.0,68.0
7,2023-08-06 07:00:00,2023-08-07 21:51:59,3.0,703.17,1203.0,652.0,0.0,2.0,0.0,66.0
8,2023-08-06 08:00:00,2023-08-07 21:51:59,3.0,690.71,1066.0,683.0,0.0,2.0,0.0,64.0
9,2023-08-06 09:00:00,2023-08-07 21:51:59,3.0,687.08,1023.0,691.0,0.0,1.0,0.0,67.0
10,2023-08-06 10:00:00,2023-08-07 21:51:59,3.0,688.61,993.0,654.0,0.0,2.0,0.0,66.0
11,2023-08-06 11:00:00,2023-08-07 21:51:59,3.0,681.78,957.0,686.0,0.0,2.0,1.0,68.0
12,2023-08-06 12:00:00,2023-08-07 21:51:59,3.0,676.28,1019.0,713.0,0.0,2.0,22.0,66.0
13,2023-08-06 13:00:00,2023-08-07 21:51:59,3.0,668.74,1227.0,708.0,0.0,1.0,97.0,67.0
14,2023-08-06 14:00:00,2023-08-07 21:51:59,3.0,667.04,1529.0,701.0,0.0,2.0,178.0,68.0
15,2023-08-06 15:00:00,2023-08-07 21:51:59,3.0,677.77,1814.0,701.0,0.0,2.0,200.0,67.0
16,2023-08-06 16:00:00,2023-08-07 21:51:59,3.0,688.0,2035.0,711.0,0.0,2.0,198.0,67.0
17,2023-08-06 17:00:00,2023-08-07 21:51:59,3.0,685.16,2064.0,707.0,0.0,24.0,196.0,67.0
18,2023-08-06 18:00:00,2023-08-07 21:51:59,3.0,669.95,2068.0,803.0,0.0,73.0,193.0,65.0
19,2023-08-06 19:00:00,2023-08-07 21:51:59,3.0,674.63,2202.0,831.0,0.0,72.0,193.0,66.0
20,2023-08-06 20:00:00,2023-08-07 21:51:59,3.0,675.47,2189.0,831.0,0.0,83.0,174.0,62.0
21,2023-08-06 21:00:00,2023-08-07 21:51:59,3.0,676.51,2033.0,838.0,0.0,118.0,95.0,67.0
22,2023-08-06 22:00:00,2023-08-07 21:51:59,3.0,697.68,2045.0,856.0,0.0,97.0,11.0,66.0
23,2023-08-06 23:00:00,2023-08-07 21:51:59,3.0,699.48,2058.0,859.0,0.0,96.0,5.0,64.0
