Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
36432,2023-02-27 00:00:00,2024-07-17 00:00:00,3.1,39.74,0.0,221.0,371.0,0.0,1506.0,350.0,29.0
36433,2023-02-27 01:00:00,2024-07-17 00:00:00,3.1,37.62,0.0,225.0,356.0,0.0,1700.0,346.0,29.0
36434,2023-02-27 02:00:00,2024-07-17 00:00:00,3.1,41.27,0.0,267.0,324.0,0.0,1849.0,342.0,30.0
36435,2023-02-27 03:00:00,2024-07-17 00:00:00,3.1,53.95,0.0,378.0,343.0,0.0,1818.0,343.0,30.0
36436,2023-02-27 04:00:00,2024-07-17 00:00:00,3.1,64.23,0.0,504.0,465.0,0.0,1827.0,346.0,30.0
36437,2023-02-27 05:00:00,2024-07-17 00:00:00,3.1,82.95,0.0,738.0,512.0,0.0,1873.0,347.0,30.0
36438,2023-02-27 06:00:00,2024-07-17 00:00:00,3.1,103.06,0.0,1011.0,445.0,0.0,1965.0,346.0,30.0
36439,2023-02-27 07:00:00,2024-07-17 00:00:00,3.1,106.92,0.0,1186.0,831.0,75.0,1790.0,349.0,29.0
36440,2023-02-27 08:00:00,2024-07-17 00:00:00,3.1,108.81,0.0,1128.0,628.0,419.0,1441.0,344.0,29.0
36441,2023-02-27 09:00:00,2024-07-17 00:00:00,3.1,96.55,0.0,1011.0,593.0,782.0,1291.0,341.0,29.0
36442,2023-02-27 10:00:00,2024-07-17 00:00:00,3.1,101.71,0.0,1028.0,559.0,924.0,1019.0,340.0,28.0
36443,2023-02-27 11:00:00,2024-07-17 00:00:00,3.1,125.16,0.0,1196.0,576.0,889.0,640.0,339.0,29.0
36444,2023-02-27 12:00:00,2024-07-17 00:00:00,3.1,130.95,0.0,1120.0,446.0,950.0,406.0,341.0,29.0
36445,2023-02-27 13:00:00,2024-07-17 00:00:00,3.1,122.68,0.0,1014.0,424.0,1072.0,312.0,343.0,29.0
36446,2023-02-27 14:00:00,2024-07-17 00:00:00,3.1,134.33,0.0,1124.0,336.0,1011.0,380.0,340.0,29.0
36447,2023-02-27 15:00:00,2024-07-17 00:00:00,3.1,137.87,0.0,1157.0,352.0,843.0,499.0,346.0,29.0
36448,2023-02-27 16:00:00,2024-07-17 00:00:00,3.1,143.04,0.0,1245.0,436.0,581.0,701.0,348.0,30.0
36449,2023-02-27 17:00:00,2024-07-17 00:00:00,3.1,157.02,0.0,1495.0,707.0,203.0,849.0,346.0,29.0
36450,2023-02-27 18:00:00,2024-07-17 00:00:00,3.1,120.37,0.0,1658.0,2211.0,4.0,991.0,342.0,29.0
36451,2023-02-27 19:00:00,2024-07-17 00:00:00,3.1,107.88,0.0,1667.0,2824.0,0.0,1017.0,335.0,29.0
36452,2023-02-27 20:00:00,2024-07-17 00:00:00,3.1,114.59,0.0,1623.0,2473.0,0.0,921.0,340.0,29.0
36453,2023-02-27 21:00:00,2024-07-17 00:00:00,3.1,135.96,0.0,1589.0,1525.0,0.0,967.0,337.0,29.0
36454,2023-02-27 22:00:00,2024-07-17 00:00:00,3.1,141.03,0.0,1528.0,916.0,0.0,1321.0,336.0,30.0
36455,2023-02-27 23:00:00,2024-07-17 00:00:00,3.1,117.43,0.0,1235.0,829.0,0.0,1602.0,342.0,30.0
