UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-03-30 00:00:00,0.0,280.0,745.0,0.0,2387.0,366.0,30.0
2023-03-30 01:00:00,0.0,273.0,452.0,0.0,2255.0,368.0,30.0
2023-03-30 02:00:00,0.0,273.0,445.0,0.0,2168.0,373.0,30.0
2023-03-30 03:00:00,0.0,273.0,416.0,0.0,2051.0,375.0,29.0
2023-03-30 04:00:00,0.0,273.0,693.0,0.0,1975.0,373.0,29.0
2023-03-30 05:00:00,0.0,275.0,1168.0,0.0,2073.0,372.0,29.0
2023-03-30 06:00:00,0.0,295.0,1506.0,14.0,2031.0,367.0,29.0
2023-03-30 07:00:00,0.0,313.0,932.0,139.0,2025.0,368.0,30.0
2023-03-30 08:00:00,0.0,309.0,554.0,444.0,2011.0,359.0,29.0
2023-03-30 09:00:00,0.0,269.0,447.0,920.0,2057.0,351.0,29.0
2023-03-30 10:00:00,0.0,267.0,402.0,1268.0,2052.0,355.0,30.0
2023-03-30 11:00:00,0.0,265.0,328.0,1446.0,2232.0,364.0,30.0
2023-03-30 12:00:00,0.0,256.0,317.0,1493.0,2430.0,365.0,30.0
2023-03-30 13:00:00,0.0,254.0,295.0,1454.0,2834.0,362.0,30.0
2023-03-30 14:00:00,0.0,257.0,325.0,1313.0,2925.0,377.0,30.0
2023-03-30 15:00:00,0.0,258.0,772.0,1021.0,2943.0,386.0,30.0
2023-03-30 16:00:00,0.0,259.0,705.0,747.0,2994.0,386.0,30.0
2023-03-30 17:00:00,0.0,253.0,563.0,360.0,2853.0,385.0,30.0
2023-03-30 18:00:00,0.0,254.0,767.0,50.0,2854.0,384.0,29.0
2023-03-30 19:00:00,0.0,252.0,1099.0,0.0,2979.0,384.0,30.0
2023-03-30 20:00:00,0.0,246.0,835.0,0.0,3131.0,387.0,30.0
2023-03-30 21:00:00,0.0,247.0,434.0,0.0,3164.0,381.0,30.0
2023-03-30 22:00:00,0.0,236.0,337.0,0.0,3059.0,379.0,30.0
2023-03-30 23:00:00,0.0,203.0,322.0,0.0,2949.0,374.0,30.0
