Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
38304,2023-05-16 00:00:00,2024-07-17 00:00:00,3.1,31.44,0.0,187.0,122.0,0.0,1980.0,309.0,23.0
38305,2023-05-16 01:00:00,2024-07-17 00:00:00,3.1,29.74,0.0,186.0,119.0,0.0,2119.0,312.0,23.0
38306,2023-05-16 02:00:00,2024-07-17 00:00:00,3.1,29.8,0.0,187.0,111.0,0.0,2149.0,314.0,24.0
38307,2023-05-16 03:00:00,2024-07-17 00:00:00,3.1,29.92,0.0,190.0,85.0,0.0,2180.0,314.0,23.0
38308,2023-05-16 04:00:00,2024-07-17 00:00:00,3.1,29.88,0.0,186.0,94.0,0.0,2115.0,310.0,22.0
38309,2023-05-16 05:00:00,2024-07-17 00:00:00,3.1,29.43,0.0,190.0,127.0,20.0,2167.0,311.0,23.0
38310,2023-05-16 06:00:00,2024-07-17 00:00:00,3.1,34.34,0.0,239.0,135.0,222.0,2037.0,304.0,23.0
38311,2023-05-16 07:00:00,2024-07-17 00:00:00,3.1,32.03,0.0,245.0,328.0,630.0,1710.0,290.0,22.0
38312,2023-05-16 08:00:00,2024-07-17 00:00:00,3.1,32.25,0.0,250.0,334.0,1018.0,1346.0,290.0,22.0
38313,2023-05-16 09:00:00,2024-07-17 00:00:00,3.1,33.42,0.0,255.0,313.0,1267.0,1079.0,266.0,22.0
38314,2023-05-16 10:00:00,2024-07-17 00:00:00,3.1,34.94,0.0,253.0,223.0,1422.0,853.0,268.0,22.0
38315,2023-05-16 11:00:00,2024-07-17 00:00:00,3.1,35.01,0.0,255.0,335.0,1503.0,692.0,265.0,23.0
38316,2023-05-16 12:00:00,2024-07-17 00:00:00,3.1,38.2,0.0,256.0,197.0,1489.0,584.0,263.0,22.0
38317,2023-05-16 13:00:00,2024-07-17 00:00:00,3.1,38.84,0.0,253.0,207.0,1474.0,530.0,250.0,22.0
38318,2023-05-16 14:00:00,2024-07-17 00:00:00,3.1,39.31,0.0,250.0,239.0,1336.0,563.0,251.0,21.0
38319,2023-05-16 15:00:00,2024-07-17 00:00:00,3.1,41.45,0.0,250.0,244.0,1094.0,658.0,256.0,21.0
38320,2023-05-16 16:00:00,2024-07-17 00:00:00,3.1,41.93,0.0,249.0,320.0,877.0,773.0,258.0,22.0
38321,2023-05-16 17:00:00,2024-07-17 00:00:00,3.1,47.92,0.0,251.0,190.0,528.0,949.0,262.0,22.0
38322,2023-05-16 18:00:00,2024-07-17 00:00:00,3.1,42.38,0.0,247.0,633.0,169.0,1113.0,271.0,22.0
38323,2023-05-16 19:00:00,2024-07-17 00:00:00,3.1,37.14,0.0,250.0,957.0,15.0,1313.0,274.0,22.0
38324,2023-05-16 20:00:00,2024-07-17 00:00:00,3.1,33.3,0.0,248.0,725.0,1.0,1853.0,286.0,22.0
38325,2023-05-16 21:00:00,2024-07-17 00:00:00,3.1,30.23,0.0,241.0,378.0,0.0,2439.0,288.0,22.0
38326,2023-05-16 22:00:00,2024-07-17 00:00:00,3.1,28.63,0.0,239.0,64.0,0.0,2922.0,284.0,22.0
38327,2023-05-16 23:00:00,2024-07-17 00:00:00,3.1,22.14,0.0,185.0,54.0,0.0,3179.0,298.0,25.0
