Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
38376,2023-05-19 00:00:00,2024-07-17 00:00:00,3.1,57.58,0.0,177.0,55.0,0.0,3188.0,320.0,29.0
38377,2023-05-19 01:00:00,2024-07-17 00:00:00,3.1,56.16,0.0,178.0,52.0,0.0,3318.0,320.0,29.0
38378,2023-05-19 02:00:00,2024-07-17 00:00:00,3.1,56.66,0.0,180.0,51.0,0.0,3318.0,326.0,29.0
38379,2023-05-19 03:00:00,2024-07-17 00:00:00,3.1,56.88,0.0,183.0,48.0,0.0,3311.0,321.0,29.0
38380,2023-05-19 04:00:00,2024-07-17 00:00:00,3.1,56.81,0.0,184.0,66.0,0.0,3340.0,328.0,29.0
38381,2023-05-19 05:00:00,2024-07-17 00:00:00,3.1,56.64,0.0,190.0,107.0,16.0,3371.0,326.0,29.0
38382,2023-05-19 06:00:00,2024-07-17 00:00:00,3.1,64.91,0.0,239.0,50.0,178.0,3106.0,325.0,28.0
38383,2023-05-19 07:00:00,2024-07-17 00:00:00,3.1,65.88,0.0,251.0,56.0,536.0,3012.0,329.0,29.0
38384,2023-05-19 08:00:00,2024-07-17 00:00:00,3.1,64.59,0.0,256.0,69.0,908.0,3001.0,327.0,29.0
38385,2023-05-19 09:00:00,2024-07-17 00:00:00,3.1,65.89,0.0,257.0,78.0,1169.0,2779.0,322.0,29.0
38386,2023-05-19 10:00:00,2024-07-17 00:00:00,3.1,69.24,0.0,255.0,119.0,1339.0,2398.0,323.0,29.0
38387,2023-05-19 11:00:00,2024-07-17 00:00:00,3.1,75.58,0.0,268.0,75.0,1378.0,2079.0,331.0,29.0
38388,2023-05-19 12:00:00,2024-07-17 00:00:00,3.1,75.97,0.0,249.0,198.0,1360.0,1841.0,330.0,29.0
38389,2023-05-19 13:00:00,2024-07-17 00:00:00,3.1,75.28,0.0,244.0,298.0,1361.0,1786.0,332.0,30.0
38390,2023-05-19 14:00:00,2024-07-17 00:00:00,3.1,80.08,0.0,268.0,215.0,1323.0,1718.0,329.0,29.0
38391,2023-05-19 15:00:00,2024-07-17 00:00:00,3.1,83.66,0.0,261.0,112.0,1139.0,1660.0,324.0,29.0
38392,2023-05-19 16:00:00,2024-07-17 00:00:00,3.1,86.56,0.0,256.0,184.0,859.0,1581.0,318.0,29.0
38393,2023-05-19 17:00:00,2024-07-17 00:00:00,3.1,95.02,0.0,268.0,164.0,518.0,1534.0,319.0,29.0
38394,2023-05-19 18:00:00,2024-07-17 00:00:00,3.1,99.05,0.0,269.0,341.0,175.0,1470.0,320.0,29.0
38395,2023-05-19 19:00:00,2024-07-17 00:00:00,3.1,91.43,0.0,267.0,598.0,16.0,1597.0,328.0,29.0
38396,2023-05-19 20:00:00,2024-07-17 00:00:00,3.1,81.4,0.0,236.0,578.0,1.0,1841.0,326.0,29.0
38397,2023-05-19 21:00:00,2024-07-17 00:00:00,3.1,79.56,0.0,233.0,348.0,0.0,2082.0,322.0,29.0
38398,2023-05-19 22:00:00,2024-07-17 00:00:00,3.1,74.18,0.0,232.0,306.0,0.0,2363.0,321.0,29.0
38399,2023-05-19 23:00:00,2024-07-17 00:00:00,3.1,62.48,0.0,175.0,223.0,0.0,2674.0,316.0,29.0
