Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
42264,2023-10-28 00:00:00,2024-07-17 00:00:00,3.1,394.26,1348.0,187.0,1080.0,39.0,0.0,419.0,24.0
42265,2023-10-28 01:00:00,2024-07-17 00:00:00,3.1,391.63,1358.0,190.0,1079.0,39.0,0.0,453.0,25.0
42266,2023-10-28 02:00:00,2024-07-17 00:00:00,3.1,394.12,1364.0,193.0,1079.0,39.0,0.0,440.0,25.0
42267,2023-10-28 03:00:00,2024-07-17 00:00:00,3.1,389.53,1329.0,192.0,1079.0,40.0,0.0,437.0,25.0
42268,2023-10-28 04:00:00,2024-07-17 00:00:00,3.1,382.89,1348.0,194.0,1080.0,100.0,11.0,446.0,26.0
42269,2023-10-28 05:00:00,2024-07-17 00:00:00,3.1,358.58,1350.0,194.0,1081.0,144.0,231.0,431.0,26.0
42270,2023-10-28 06:00:00,2024-07-17 00:00:00,3.1,319.08,1345.0,192.0,1080.0,123.0,819.0,363.0,26.0
42271,2023-10-28 07:00:00,2024-07-17 00:00:00,3.1,289.94,1309.0,191.0,1079.0,57.0,1316.0,334.0,25.0
42272,2023-10-28 08:00:00,2024-07-17 00:00:00,3.1,280.49,1294.0,182.0,1080.0,42.0,1479.0,319.0,25.0
42273,2023-10-28 09:00:00,2024-07-17 00:00:00,3.1,277.17,1303.0,182.0,1080.0,40.0,1618.0,273.0,26.0
42274,2023-10-28 10:00:00,2024-07-17 00:00:00,3.1,279.5,1295.0,182.0,1080.0,39.0,1605.0,230.0,26.0
42275,2023-10-28 11:00:00,2024-07-17 00:00:00,3.1,288.0,1288.0,181.0,1079.0,42.0,1464.0,201.0,25.0
42276,2023-10-28 12:00:00,2024-07-17 00:00:00,3.1,322.05,1307.0,181.0,1079.0,42.0,1062.0,121.0,25.0
42277,2023-10-28 13:00:00,2024-07-17 00:00:00,3.1,381.44,1366.0,177.0,1079.0,49.0,511.0,71.0,26.0
42278,2023-10-28 14:00:00,2024-07-17 00:00:00,3.1,432.87,1408.0,181.0,1080.0,68.0,128.0,44.0,24.0
42279,2023-10-28 15:00:00,2024-07-17 00:00:00,3.1,394.46,1532.0,188.0,1079.0,660.0,2.0,21.0,24.0
42280,2023-10-28 16:00:00,2024-07-17 00:00:00,3.1,389.27,1659.0,192.0,1079.0,872.0,1.0,11.0,24.0
42281,2023-10-28 17:00:00,2024-07-17 00:00:00,3.1,398.48,1619.0,193.0,1080.0,720.0,1.0,22.0,25.0
42282,2023-10-28 18:00:00,2024-07-17 00:00:00,3.1,436.86,1577.0,191.0,1080.0,325.0,1.0,37.0,25.0
42283,2023-10-28 19:00:00,2024-07-17 00:00:00,3.1,421.39,1394.0,196.0,1080.0,88.0,0.0,213.0,24.0
42284,2023-10-28 20:00:00,2024-07-17 00:00:00,3.1,415.41,1357.0,196.0,1080.0,64.0,0.0,243.0,25.0
42285,2023-10-28 21:00:00,2024-07-17 00:00:00,3.1,438.61,1388.0,182.0,1079.0,43.0,0.0,130.0,24.0
42286,2023-10-28 22:00:00,2024-07-17 00:00:00,3.1,422.09,1337.0,180.0,1079.0,37.0,0.0,200.0,25.0
42287,2023-10-28 23:00:00,2024-07-17 00:00:00,3.1,424.17,1309.0,179.0,1079.0,35.0,0.0,161.0,24.0
