UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-05-26 00:00:00,1220.0,96.0,2782.0,10.0,168.0,0.0,58.0,293.0,326.0
2023-05-26 01:00:00,1240.0,97.0,2787.0,9.0,161.0,0.0,50.0,290.0,326.0
2023-05-26 02:00:00,1247.0,97.0,2791.0,10.0,162.0,16.0,46.0,290.0,323.0
2023-05-26 03:00:00,1292.0,97.0,2789.0,9.0,193.0,34.0,54.0,291.0,324.0
2023-05-26 04:00:00,1340.0,108.0,2790.0,10.0,208.0,133.0,50.0,288.0,345.0
2023-05-26 05:00:00,1396.0,118.0,2792.0,11.0,232.0,395.0,43.0,289.0,353.0
2023-05-26 06:00:00,1386.0,115.0,2785.0,7.0,256.0,741.0,37.0,297.0,352.0
2023-05-26 07:00:00,1333.0,112.0,2775.0,9.0,264.0,1063.0,40.0,292.0,342.0
2023-05-26 08:00:00,1278.0,101.0,2774.0,8.0,166.0,1206.0,47.0,291.0,327.0
2023-05-26 09:00:00,1277.0,100.0,2772.0,6.0,158.0,1214.0,44.0,291.0,329.0
2023-05-26 10:00:00,1284.0,99.0,2768.0,4.0,159.0,1224.0,49.0,295.0,329.0
2023-05-26 11:00:00,1314.0,100.0,2765.0,9.0,160.0,1195.0,50.0,294.0,331.0
2023-05-26 12:00:00,1341.0,100.0,2765.0,11.0,156.0,1127.0,54.0,295.0,334.0
2023-05-26 13:00:00,1357.0,101.0,2760.0,13.0,156.0,998.0,59.0,297.0,335.0
2023-05-26 14:00:00,1391.0,105.0,2757.0,8.0,154.0,792.0,64.0,297.0,337.0
2023-05-26 15:00:00,1378.0,108.0,2757.0,6.0,161.0,546.0,68.0,297.0,340.0
2023-05-26 16:00:00,1424.0,115.0,2756.0,6.0,204.0,289.0,79.0,298.0,354.0
2023-05-26 17:00:00,1445.0,125.0,2757.0,9.0,269.0,109.0,89.0,300.0,367.0
2023-05-26 18:00:00,1531.0,123.0,2760.0,11.0,230.0,33.0,90.0,293.0,372.0
2023-05-26 19:00:00,1542.0,118.0,2767.0,11.0,229.0,14.0,105.0,294.0,366.0
2023-05-26 20:00:00,1517.0,100.0,2767.0,10.0,252.0,0.0,117.0,292.0,337.0
2023-05-26 21:00:00,1450.0,100.0,2776.0,9.0,443.0,0.0,122.0,292.0,336.0
2023-05-26 22:00:00,1402.0,100.0,2783.0,8.0,199.0,0.0,119.0,288.0,335.0
2023-05-26 23:00:00,1381.0,100.0,2785.0,8.0,189.0,0.0,97.0,287.0,335.0
