,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-05 00:00:00,428.1,32764.0,47451.0,11642.0,2207.0,997.0,4428.0,910.0
1,2023-08-05 01:00:00,435.41,32399.0,44789.0,11640.0,1246.0,246.0,4570.0,865.0
2,2023-08-05 02:00:00,436.36,31310.0,42966.0,11644.0,644.0,5.0,4652.0,812.0
3,2023-08-05 03:00:00,434.58,30433.0,40428.0,11641.0,500.0,1.0,4897.0,798.0
4,2023-08-05 04:00:00,427.66,28601.0,36157.0,11643.0,450.0,1.0,5533.0,799.0
5,2023-08-05 05:00:00,422.31,27143.0,33726.0,11656.0,423.0,1.0,5737.0,802.0
6,2023-08-05 06:00:00,416.31,25568.0,31163.0,11663.0,413.0,1.0,5869.0,799.0
7,2023-08-05 07:00:00,404.78,22742.0,29425.0,11664.0,451.0,1.0,5650.0,800.0
8,2023-08-05 08:00:00,394.16,20514.0,28453.0,11660.0,490.0,1.0,5513.0,803.0
9,2023-08-05 09:00:00,383.21,18821.0,27696.0,11660.0,557.0,1.0,5732.0,798.0
10,2023-08-05 10:00:00,378.93,18187.0,27578.0,11659.0,571.0,1.0,5823.0,801.0
11,2023-08-05 11:00:00,376.02,18220.0,27471.0,11660.0,561.0,1.0,6370.0,804.0
12,2023-08-05 12:00:00,375.14,18754.0,27575.0,11666.0,563.0,96.0,6965.0,802.0
13,2023-08-05 13:00:00,377.73,19795.0,28287.0,11669.0,540.0,542.0,7124.0,807.0
14,2023-08-05 14:00:00,392.25,22064.0,29725.0,11663.0,528.0,1300.0,5882.0,803.0
15,2023-08-05 15:00:00,399.55,24046.0,31506.0,11659.0,597.0,1774.0,5674.0,777.0
16,2023-08-05 16:00:00,407.65,26361.0,33694.0,11658.0,587.0,2001.0,5745.0,776.0
17,2023-08-05 17:00:00,415.35,28522.0,35832.0,11649.0,543.0,2194.0,5667.0,777.0
18,2023-08-05 18:00:00,410.56,29189.0,36944.0,11644.0,1194.0,2074.0,6594.0,777.0
19,2023-08-05 19:00:00,406.92,29675.0,38121.0,11657.0,1864.0,1953.0,7138.0,779.0
20,2023-08-05 20:00:00,402.06,29954.0,38598.0,11657.0,2023.0,1940.0,8314.0,801.0
21,2023-08-05 21:00:00,398.49,29924.0,38776.0,11651.0,2595.0,1887.0,8605.0,819.0
22,2023-08-05 22:00:00,399.52,30184.0,39098.0,11652.0,2783.0,1719.0,8560.0,841.0
23,2023-08-05 23:00:00,405.62,30860.0,39530.0,11650.0,2679.0,1359.0,8150.0,832.0
