Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
37008,2023-03-23 00:00:00,266.79,154.0,65.0,1.0,0.0,269.0,41.0,1.0
37009,2023-03-23 01:00:00,271.47,155.0,66.0,1.0,0.0,263.0,40.0,1.0
37010,2023-03-23 02:00:00,281.65,156.0,67.0,1.0,0.0,246.0,40.0,1.0
37011,2023-03-23 03:00:00,292.61,155.0,66.0,1.0,0.0,231.0,34.0,1.0
37012,2023-03-23 04:00:00,300.32,156.0,66.0,1.0,1.0,225.0,28.0,1.0
37013,2023-03-23 05:00:00,299.55,157.0,67.0,1.0,17.0,216.0,24.0,1.0
37014,2023-03-23 06:00:00,291.76,162.0,71.0,1.0,53.0,202.0,24.0,1.0
37015,2023-03-23 07:00:00,259.71,160.0,72.0,1.0,104.0,210.0,25.0,1.0
37016,2023-03-23 08:00:00,240.86,167.0,74.0,1.0,168.0,208.0,24.0,1.0
37017,2023-03-23 09:00:00,224.32,165.0,73.0,1.0,212.0,206.0,24.0,1.0
37018,2023-03-23 10:00:00,223.3,163.0,71.0,1.0,216.0,198.0,25.0,1.0
37019,2023-03-23 11:00:00,229.9,167.0,68.0,1.0,207.0,195.0,25.0,1.0
37020,2023-03-23 12:00:00,246.38,160.0,64.0,1.0,158.0,180.0,28.0,1.0
37021,2023-03-23 13:00:00,280.23,160.0,50.0,1.0,108.0,145.0,37.0,1.0
37022,2023-03-23 14:00:00,336.97,166.0,50.0,1.0,52.0,115.0,46.0,1.0
37023,2023-03-23 15:00:00,391.94,176.0,49.0,1.0,16.0,95.0,51.0,1.0
37024,2023-03-23 16:00:00,394.17,161.0,47.0,1.0,2.0,84.0,60.0,1.0
37025,2023-03-23 17:00:00,386.73,158.0,46.0,1.0,0.0,75.0,75.0,1.0
37026,2023-03-23 18:00:00,400.8,168.0,39.0,1.0,0.0,71.0,76.0,1.0
37027,2023-03-23 19:00:00,406.6,166.0,41.0,1.0,0.0,67.0,73.0,1.0
37028,2023-03-23 20:00:00,440.26,166.0,43.0,1.0,0.0,67.0,46.0,1.0
37029,2023-03-23 21:00:00,453.5,155.0,49.0,1.0,0.0,62.0,33.0,1.0
37030,2023-03-23 22:00:00,471.63,155.0,51.0,1.0,0.0,50.0,33.0,1.0
37031,2023-03-23 23:00:00,509.98,159.0,44.0,1.0,0.0,34.0,31.0,1.0
