UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-10-24 00:00:00,792.0,2634.0,2645.0,36.0,290.0,52.0,0.0
2023-10-24 01:00:00,1027.0,2782.0,2647.0,44.0,251.0,32.0,0.0
2023-10-24 02:00:00,1151.0,2850.0,2651.0,44.0,282.0,19.0,9.0
2023-10-24 03:00:00,1156.0,2848.0,2648.0,54.0,286.0,11.0,2.0
2023-10-24 04:00:00,1199.0,2817.0,2653.0,127.0,235.0,2.0,22.0
2023-10-24 05:00:00,1183.0,2766.0,2652.0,21.0,160.0,1.0,25.0
2023-10-24 06:00:00,1133.0,2761.0,2655.0,21.0,36.0,0.0,19.0
2023-10-24 07:00:00,902.0,2751.0,2656.0,21.0,0.0,0.0,1.0
2023-10-24 08:00:00,700.0,2402.0,2659.0,20.0,35.0,3.0,0.0
2023-10-24 09:00:00,528.0,2193.0,2658.0,21.0,3.0,0.0,0.0
2023-10-24 10:00:00,533.0,2128.0,2660.0,21.0,0.0,0.0,0.0
2023-10-24 11:00:00,488.0,2153.0,2656.0,20.0,0.0,7.0,0.0
2023-10-24 12:00:00,512.0,2220.0,2658.0,21.0,0.0,21.0,0.0
2023-10-24 13:00:00,702.0,2271.0,2660.0,19.0,37.0,2.0,0.0
2023-10-24 14:00:00,928.0,2268.0,2664.0,1.0,5.0,1.0,13.0
2023-10-24 15:00:00,1045.0,2263.0,2662.0,0.0,105.0,2.0,0.0
2023-10-24 16:00:00,811.0,2085.0,2659.0,1.0,269.0,1.0,0.0
2023-10-24 17:00:00,695.0,1763.0,2652.0,0.0,322.0,1.0,0.0
2023-10-24 18:00:00,588.0,1980.0,2650.0,1.0,219.0,0.0,0.0
2023-10-24 19:00:00,514.0,2279.0,2648.0,0.0,171.0,0.0,0.0
2023-10-24 20:00:00,500.0,2225.0,2648.0,53.0,302.0,0.0,7.0
2023-10-24 21:00:00,516.0,2383.0,2648.0,53.0,261.0,0.0,0.0
2023-10-24 22:00:00,504.0,2379.0,2649.0,57.0,346.0,0.0,0.0
2023-10-24 23:00:00,641.0,2519.0,2648.0,139.0,209.0,0.0,0.0
