Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
35160,2023-01-05 00:00:00,207.87,297.0,2241.0,4004.0,0.0,183.0,0.0,0.0
35161,2023-01-05 01:00:00,227.27,371.0,2450.0,4004.0,0.0,9.0,0.0,0.0
35162,2023-01-05 02:00:00,230.76,378.0,2523.0,4008.0,0.0,0.0,0.0,0.0
35163,2023-01-05 03:00:00,237.76,379.0,2720.0,4007.0,0.0,10.0,1.0,0.0
35164,2023-01-05 04:00:00,236.7,377.0,2701.0,4011.0,0.0,10.0,4.0,0.0
35165,2023-01-05 05:00:00,235.13,378.0,2651.0,4013.0,0.0,0.0,6.0,0.0
35166,2023-01-05 06:00:00,229.1,379.0,2491.0,4019.0,0.0,0.0,6.0,0.0
35167,2023-01-05 07:00:00,219.93,378.0,2256.0,4017.0,0.0,0.0,4.0,0.0
35168,2023-01-05 08:00:00,207.52,314.0,2096.0,4010.0,0.0,0.0,2.0,0.0
35169,2023-01-05 09:00:00,193.12,300.0,1816.0,4014.0,0.0,0.0,1.0,0.0
35170,2023-01-05 10:00:00,194.24,348.0,1747.0,4015.0,0.0,0.0,15.0,0.0
35171,2023-01-05 11:00:00,197.15,377.0,1745.0,4015.0,0.0,0.0,16.0,1.0
35172,2023-01-05 12:00:00,203.74,378.0,1887.0,4016.0,0.0,0.0,16.0,0.0
35173,2023-01-05 13:00:00,210.88,379.0,2048.0,4022.0,0.0,0.0,13.0,0.0
35174,2023-01-05 14:00:00,217.91,378.0,2219.0,4019.0,0.0,10.0,10.0,0.0
35175,2023-01-05 15:00:00,220.46,378.0,2281.0,4022.0,0.0,16.0,1.0,0.0
35176,2023-01-05 16:00:00,220.81,378.0,2303.0,4018.0,0.0,41.0,1.0,0.0
35177,2023-01-05 17:00:00,219.03,378.0,2285.0,4011.0,0.0,81.0,9.0,0.0
35178,2023-01-05 18:00:00,206.48,314.0,2137.0,4007.0,0.0,95.0,20.0,0.0
35179,2023-01-05 19:00:00,192.68,244.0,2022.0,4007.0,0.0,151.0,44.0,0.0
35180,2023-01-05 20:00:00,189.43,235.0,1981.0,4010.0,0.0,153.0,56.0,0.0
35181,2023-01-05 21:00:00,186.64,235.0,1919.0,4005.0,0.0,141.0,66.0,0.0
35182,2023-01-05 22:00:00,194.11,236.0,2071.0,4013.0,0.0,69.0,106.0,0.0
35183,2023-01-05 23:00:00,199.11,236.0,2160.0,4006.0,0.0,42.0,100.0,0.0
