UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-11-19 00:00:00,738.0,2031.0,3970.0,0.0,124.0,0.0,7.0
2023-11-19 01:00:00,776.0,2320.0,3971.0,0.0,145.0,1.0,10.0
2023-11-19 02:00:00,820.0,2306.0,3967.0,0.0,158.0,3.0,10.0
2023-11-19 03:00:00,711.0,2308.0,3967.0,0.0,118.0,7.0,10.0
2023-11-19 04:00:00,710.0,2296.0,3970.0,9.0,3.0,38.0,10.0
2023-11-19 05:00:00,710.0,2288.0,3977.0,10.0,0.0,45.0,10.0
2023-11-19 06:00:00,768.0,2188.0,3978.0,37.0,0.0,65.0,10.0
2023-11-19 07:00:00,871.0,2145.0,3990.0,38.0,0.0,64.0,1.0
2023-11-19 08:00:00,877.0,1946.0,3986.0,28.0,0.0,46.0,0.0
2023-11-19 09:00:00,872.0,1523.0,3988.0,0.0,0.0,35.0,0.0
2023-11-19 10:00:00,874.0,1414.0,3988.0,0.0,0.0,17.0,0.0
2023-11-19 11:00:00,820.0,1328.0,3992.0,0.0,0.0,25.0,0.0
2023-11-19 12:00:00,744.0,1261.0,3990.0,0.0,0.0,12.0,0.0
2023-11-19 13:00:00,865.0,1107.0,3996.0,0.0,0.0,15.0,0.0
2023-11-19 14:00:00,844.0,1094.0,3998.0,0.0,6.0,25.0,0.0
2023-11-19 15:00:00,766.0,937.0,3996.0,0.0,62.0,12.0,0.0
2023-11-19 16:00:00,688.0,768.0,4001.0,0.0,309.0,22.0,0.0
2023-11-19 17:00:00,674.0,856.0,3997.0,0.0,365.0,84.0,0.0
2023-11-19 18:00:00,587.0,814.0,3989.0,0.0,344.0,113.0,0.0
2023-11-19 19:00:00,598.0,897.0,3986.0,0.0,334.0,97.0,0.0
2023-11-19 20:00:00,699.0,907.0,3989.0,0.0,304.0,97.0,0.0
2023-11-19 21:00:00,694.0,909.0,3985.0,0.0,320.0,104.0,0.0
2023-11-19 22:00:00,704.0,897.0,3987.0,0.0,368.0,88.0,0.0
2023-11-19 23:00:00,675.0,922.0,3986.0,0.0,429.0,64.0,0.0
