UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-08-06 00:00:00,2023-08-07 21:51:59,3.0,10534.0,43860.0,4932.0,237.0,8720.0,13486.0,179.0
2023-08-06 01:00:00,2023-08-07 21:51:59,3.0,10727.0,44146.0,4931.0,236.0,3974.0,15091.0,453.0
2023-08-06 02:00:00,2023-08-07 21:51:59,3.0,10576.0,43523.0,4932.0,234.0,309.0,16601.0,333.0
2023-08-06 03:00:00,2023-08-07 21:51:59,3.0,9956.0,39850.0,4932.0,60.0,0.0,19137.0,236.0
2023-08-06 04:00:00,2023-08-07 21:51:59,3.0,9794.0,34851.0,4935.0,6.0,0.0,21231.0,160.0
2023-08-06 05:00:00,2023-08-07 21:51:59,3.0,9255.0,31028.0,4937.0,5.0,0.0,22267.0,104.0
2023-08-06 06:00:00,2023-08-07 21:51:59,3.0,7720.0,28494.0,4938.0,39.0,0.0,22832.0,70.0
2023-08-06 07:00:00,2023-08-07 21:51:59,3.0,6330.0,26936.0,4939.0,41.0,0.0,22817.0,74.0
2023-08-06 08:00:00,2023-08-07 21:51:59,3.0,5408.0,25613.0,4940.0,41.0,0.0,22376.0,77.0
2023-08-06 09:00:00,2023-08-07 21:51:59,3.0,4984.0,25241.0,4941.0,41.0,0.0,21010.0,82.0
2023-08-06 10:00:00,2023-08-07 21:51:59,3.0,5525.0,26553.0,4941.0,5.0,0.0,17835.0,97.0
2023-08-06 11:00:00,2023-08-07 21:51:59,3.0,5701.0,26665.0,4942.0,4.0,0.0,16169.0,59.0
2023-08-06 12:00:00,2023-08-07 21:51:59,3.0,5578.0,26950.0,4944.0,4.0,1.0,15155.0,82.0
2023-08-06 13:00:00,2023-08-07 21:51:59,3.0,5341.0,26802.0,4945.0,5.0,1428.0,13940.0,153.0
2023-08-06 14:00:00,2023-08-07 21:51:59,3.0,4829.0,24953.0,4946.0,6.0,7641.0,12950.0,101.0
2023-08-06 15:00:00,2023-08-07 21:51:59,3.0,4779.0,23982.0,4946.0,5.0,10961.0,14735.0,178.0
2023-08-06 16:00:00,2023-08-07 21:51:59,3.0,5697.0,27379.0,4945.0,5.0,12009.0,13502.0,112.0
2023-08-06 17:00:00,2023-08-07 21:51:59,3.0,7152.0,31200.0,4944.0,5.0,12824.0,11698.0,107.0
2023-08-06 18:00:00,2023-08-07 21:51:59,3.0,9116.0,35039.0,4945.0,5.0,12865.0,9792.0,101.0
2023-08-06 19:00:00,2023-08-07 21:51:59,3.0,9941.0,38171.0,4943.0,33.0,12974.0,9254.0,106.0
2023-08-06 20:00:00,2023-08-07 21:51:59,3.0,10018.0,40547.0,4939.0,111.0,12817.0,9893.0,152.0
2023-08-06 21:00:00,2023-08-07 21:51:59,3.0,10182.0,41627.0,4936.0,142.0,12594.0,10562.0,179.0
2023-08-06 22:00:00,2023-08-07 21:51:59,3.0,10075.0,43234.0,4935.0,181.0,12463.0,10684.0,168.0
2023-08-06 23:00:00,2023-08-07 21:51:59,3.0,10049.0,43818.0,4935.0,189.0,11813.0,10942.0,175.0
