,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,368.69,10998.0,41806.0,4929.0,171.0,7785.0,16114.0,198.0
1,2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,384.22,10940.0,42441.0,4929.0,190.0,3088.0,17168.0,320.0
2,2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,404.69,10883.0,43433.0,4933.0,162.0,115.0,16030.0,426.0
3,2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,408.88,10566.0,42169.0,4934.0,88.0,0.0,14639.0,178.0
4,2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,410.93,10534.0,39019.0,4935.0,8.0,0.0,13639.0,112.0
5,2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,414.07,10657.0,35593.0,4936.0,7.0,0.0,12567.0,84.0
6,2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,418.32,10806.0,32631.0,4938.0,7.0,0.0,11525.0,86.0
7,2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,423.96,10689.0,30970.0,4940.0,7.0,0.0,10315.0,69.0
8,2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,427.03,9989.0,30576.0,4942.0,8.0,0.0,9174.0,74.0
9,2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,432.05,9607.0,30319.0,4943.0,25.0,0.0,8116.0,73.0
10,2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,444.89,9828.0,30787.0,4945.0,7.0,0.0,6811.0,92.0
11,2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,456.92,10290.0,31790.0,4947.0,7.0,0.0,5842.0,88.0
12,2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,466.36,10479.0,33625.0,4948.0,7.0,1.0,4992.0,103.0
13,2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,462.43,10368.0,33363.0,4950.0,8.0,1131.0,4336.0,149.0
14,2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,426.12,9856.0,31591.0,4951.0,7.0,6715.0,3152.0,75.0
15,2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,390.55,9137.0,30970.0,4951.0,8.0,10638.0,3891.0,84.0
16,2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,391.17,9877.0,32642.0,4952.0,8.0,12233.0,3632.0,112.0
17,2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,401.87,10243.0,36132.0,4951.0,27.0,12873.0,2453.0,88.0
18,2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,409.04,10530.0,39552.0,4951.0,30.0,13409.0,1760.0,103.0
19,2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,417.68,10830.0,43243.0,4951.0,75.0,13170.0,1446.0,176.0
20,2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,420.35,10966.0,45565.0,4949.0,102.0,13078.0,1577.0,212.0
21,2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,422.39,11385.0,46194.0,4946.0,120.0,12774.0,1971.0,213.0
22,2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,421.79,11672.0,46525.0,4941.0,129.0,12197.0,2926.0,187.0
23,2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,414.51,11365.0,46289.0,4936.0,168.0,11785.0,4375.0,243.0
