UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-01-18 00:00:00,6103.0,588.0,9817.0,5084.0,259.0,22797.0,8.0
2023-01-18 01:00:00,6470.0,2.0,10303.0,5084.0,226.0,23308.0,9.0
2023-01-18 02:00:00,6251.0,0.0,11199.0,5083.0,179.0,22171.0,8.0
2023-01-18 03:00:00,5783.0,0.0,13036.0,5082.0,135.0,20567.0,7.0
2023-01-18 04:00:00,5781.0,0.0,13880.0,5082.0,304.0,18299.0,7.0
2023-01-18 05:00:00,5684.0,0.0,15969.0,5082.0,208.0,13943.0,7.0
2023-01-18 06:00:00,5401.0,0.0,16385.0,5082.0,204.0,11392.0,7.0
2023-01-18 07:00:00,5361.0,0.0,16538.0,5083.0,128.0,9763.0,7.0
2023-01-18 08:00:00,4725.0,0.0,17842.0,5083.0,85.0,8309.0,7.0
2023-01-18 09:00:00,3872.0,0.0,20319.0,5084.0,151.0,6503.0,6.0
2023-01-18 10:00:00,3594.0,0.0,20724.0,5084.0,139.0,6302.0,7.0
2023-01-18 11:00:00,3612.0,0.0,20737.0,5084.0,143.0,6835.0,6.0
2023-01-18 12:00:00,4024.0,0.0,20119.0,5084.0,137.0,8423.0,6.0
2023-01-18 13:00:00,4279.0,0.0,20758.0,5084.0,207.0,10080.0,7.0
2023-01-18 14:00:00,4930.0,28.0,20525.0,5084.0,268.0,11062.0,72.0
2023-01-18 15:00:00,4994.0,1691.0,20017.0,5084.0,204.0,10310.0,71.0
2023-01-18 16:00:00,4944.0,3707.0,19361.0,5085.0,188.0,9758.0,20.0
2023-01-18 17:00:00,4826.0,3825.0,20018.0,5085.0,243.0,9597.0,7.0
2023-01-18 18:00:00,4766.0,4003.0,20054.0,5088.0,217.0,9638.0,7.0
2023-01-18 19:00:00,4857.0,4207.0,19977.0,5091.0,176.0,9675.0,0.0
2023-01-18 20:00:00,4822.0,4260.0,20805.0,5086.0,156.0,9250.0,2.0
2023-01-18 21:00:00,4483.0,4100.0,21392.0,5084.0,229.0,8631.0,0.0
2023-01-18 22:00:00,4209.0,4183.0,21109.0,5083.0,183.0,9152.0,45.0
2023-01-18 23:00:00,4262.0,3497.0,20766.0,5084.0,250.0,10243.0,54.0
