Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
35136,2023-01-04 00:00:00,2024-07-17 00:00:00,3.1,59.43,1001.0,4960.0,0.0,51.0,0.0,4477.0,385.0,535.0
35137,2023-01-04 01:00:00,2024-07-17 00:00:00,3.1,58.93,998.0,4958.0,0.0,51.0,0.0,4425.0,396.0,521.0
35138,2023-01-04 02:00:00,2024-07-17 00:00:00,3.1,59.54,1013.0,4956.0,0.0,51.0,0.0,4441.0,396.0,527.0
35139,2023-01-04 03:00:00,2024-07-17 00:00:00,3.1,61.54,979.0,4955.0,0.0,52.0,0.0,4441.0,399.0,592.0
35140,2023-01-04 04:00:00,2024-07-17 00:00:00,3.1,59.25,967.0,4953.0,0.0,52.0,0.0,4411.0,400.0,545.0
35141,2023-01-04 05:00:00,2024-07-17 00:00:00,3.1,59.65,948.0,4952.0,0.0,53.0,0.0,4431.0,438.0,572.0
35142,2023-01-04 06:00:00,2024-07-17 00:00:00,3.1,60.88,965.0,4949.0,0.0,52.0,0.0,4478.0,504.0,602.0
35143,2023-01-04 07:00:00,2024-07-17 00:00:00,3.1,65.47,1012.0,4951.0,0.0,50.0,0.0,4450.0,510.0,675.0
35144,2023-01-04 08:00:00,2024-07-17 00:00:00,3.1,66.13,1023.0,4948.0,0.0,49.0,20.0,4443.0,497.0,683.0
35145,2023-01-04 09:00:00,2024-07-17 00:00:00,3.1,68.38,1000.0,4945.0,0.0,49.0,92.0,4462.0,493.0,760.0
35146,2023-01-04 10:00:00,2024-07-17 00:00:00,3.1,66.45,963.0,4944.0,0.0,48.0,189.0,4470.0,495.0,751.0
35147,2023-01-04 11:00:00,2024-07-17 00:00:00,3.1,66.77,984.0,4940.0,0.0,49.0,236.0,4426.0,503.0,747.0
35148,2023-01-04 12:00:00,2024-07-17 00:00:00,3.1,66.77,1015.0,4939.0,0.0,51.0,231.0,4344.0,495.0,716.0
35149,2023-01-04 13:00:00,2024-07-17 00:00:00,3.1,70.99,1053.0,4939.0,0.0,51.0,206.0,4289.0,502.0,782.0
35150,2023-01-04 14:00:00,2024-07-17 00:00:00,3.1,68.99,1012.0,4937.0,0.0,52.0,97.0,4213.0,508.0,735.0
35151,2023-01-04 15:00:00,2024-07-17 00:00:00,3.1,67.88,997.0,4937.0,0.0,52.0,11.0,4297.0,489.0,716.0
35152,2023-01-04 16:00:00,2024-07-17 00:00:00,3.1,66.2,1050.0,4934.0,0.0,52.0,0.0,4380.0,503.0,657.0
35153,2023-01-04 17:00:00,2024-07-17 00:00:00,3.1,71.26,1123.0,4936.0,0.0,52.0,0.0,4373.0,514.0,731.0
35154,2023-01-04 18:00:00,2024-07-17 00:00:00,3.1,73.92,1247.0,4935.0,0.0,51.0,0.0,4297.0,497.0,706.0
35155,2023-01-04 19:00:00,2024-07-17 00:00:00,3.1,72.38,1137.0,4935.0,0.0,51.0,0.0,4229.0,481.0,723.0
35156,2023-01-04 20:00:00,2024-07-17 00:00:00,3.1,67.95,1031.0,4938.0,0.0,49.0,0.0,4211.0,496.0,685.0
35157,2023-01-04 21:00:00,2024-07-17 00:00:00,3.1,65.23,1024.0,4936.0,0.0,49.0,0.0,4094.0,496.0,613.0
35158,2023-01-04 22:00:00,2024-07-17 00:00:00,3.1,70.05,1067.0,4942.0,0.0,48.0,0.0,3959.0,485.0,675.0
35159,2023-01-04 23:00:00,2024-07-17 00:00:00,3.1,61.02,988.0,4945.0,0.0,49.0,0.0,4011.0,479.0,532.0
