Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
43368,2023-12-13 00:00:00,2024-07-17 00:00:00,3.1,93.83,932.0,3953.0,0.0,40.0,0.0,1824.0,326.0,663.0
43369,2023-12-13 01:00:00,2024-07-17 00:00:00,3.1,99.74,984.0,3952.0,0.0,41.0,0.0,1511.0,326.0,664.0
43370,2023-12-13 02:00:00,2024-07-17 00:00:00,3.1,98.07,935.0,3953.0,0.0,41.0,0.0,1497.0,331.0,664.0
43371,2023-12-13 03:00:00,2024-07-17 00:00:00,3.1,102.79,923.0,3955.0,0.0,41.0,0.0,1358.0,330.0,715.0
43372,2023-12-13 04:00:00,2024-07-17 00:00:00,3.1,113.0,1084.0,3955.0,0.0,40.0,0.0,1214.0,327.0,751.0
43373,2023-12-13 05:00:00,2024-07-17 00:00:00,3.1,137.25,1638.0,3953.0,0.0,41.0,0.0,979.0,331.0,792.0
43374,2023-12-13 06:00:00,2024-07-17 00:00:00,3.1,145.74,1747.0,3953.0,0.0,42.0,0.0,853.0,323.0,843.0
43375,2023-12-13 07:00:00,2024-07-17 00:00:00,3.1,155.89,1830.0,3955.0,0.0,43.0,4.0,593.0,314.0,891.0
43376,2023-12-13 08:00:00,2024-07-17 00:00:00,3.1,153.6,1776.0,3958.0,0.0,43.0,133.0,495.0,315.0,890.0
43377,2023-12-13 09:00:00,2024-07-17 00:00:00,3.1,148.17,1746.0,3955.0,0.0,44.0,375.0,577.0,313.0,920.0
43378,2023-12-13 10:00:00,2024-07-17 00:00:00,3.1,141.53,1736.0,3953.0,0.0,43.0,552.0,750.0,313.0,917.0
43379,2023-12-13 11:00:00,2024-07-17 00:00:00,3.1,137.54,1745.0,3951.0,0.0,42.0,570.0,902.0,312.0,889.0
43380,2023-12-13 12:00:00,2024-07-17 00:00:00,3.1,129.87,1662.0,3952.0,0.0,43.0,484.0,1221.0,307.0,856.0
43381,2023-12-13 13:00:00,2024-07-17 00:00:00,3.1,140.98,1799.0,3954.0,0.0,43.0,316.0,1101.0,307.0,909.0
43382,2023-12-13 14:00:00,2024-07-17 00:00:00,3.1,151.82,1883.0,3955.0,0.0,43.0,133.0,790.0,319.0,909.0
43383,2023-12-13 15:00:00,2024-07-17 00:00:00,3.1,157.99,1878.0,3953.0,0.0,42.0,11.0,581.0,322.0,905.0
43384,2023-12-13 16:00:00,2024-07-17 00:00:00,3.1,169.56,2102.0,3955.0,0.0,42.0,0.0,392.0,317.0,929.0
43385,2023-12-13 17:00:00,2024-07-17 00:00:00,3.1,170.18,2157.0,3956.0,0.0,43.0,0.0,423.0,311.0,925.0
43386,2023-12-13 18:00:00,2024-07-17 00:00:00,3.1,165.26,2103.0,3954.0,0.0,43.0,0.0,609.0,315.0,934.0
43387,2023-12-13 19:00:00,2024-07-17 00:00:00,3.1,157.43,2057.0,3953.0,0.0,43.0,0.0,689.0,310.0,836.0
43388,2023-12-13 20:00:00,2024-07-17 00:00:00,3.1,141.1,1626.0,3954.0,0.0,43.0,0.0,949.0,315.0,853.0
43389,2023-12-13 21:00:00,2024-07-17 00:00:00,3.1,122.45,1437.0,3954.0,0.0,43.0,0.0,1573.0,310.0,805.0
43390,2023-12-13 22:00:00,2024-07-17 00:00:00,3.1,101.84,1089.0,3952.0,0.0,44.0,0.0,1797.0,313.0,697.0
43391,2023-12-13 23:00:00,2024-07-17 00:00:00,3.1,95.0,960.0,3951.0,0.0,44.0,0.0,1765.0,313.0,652.0
