Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
41064,2023-09-08 00:00:00,2024-07-17 00:00:00,3.1,515.13,1041.0,1444.0,88.0
41065,2023-09-08 01:00:00,2024-07-17 00:00:00,3.1,524.39,1041.0,1361.0,67.0
41066,2023-09-08 02:00:00,2024-07-17 00:00:00,3.1,512.25,1037.0,1248.0,155.0
41067,2023-09-08 03:00:00,2024-07-17 00:00:00,3.1,509.33,1037.0,1215.0,178.0
41068,2023-09-08 04:00:00,2024-07-17 00:00:00,3.1,515.07,1042.0,1067.0,195.0
41069,2023-09-08 05:00:00,2024-07-17 00:00:00,3.1,519.79,1006.0,947.0,192.0
41070,2023-09-08 06:00:00,2024-07-17 00:00:00,3.1,486.19,926.0,1023.0,277.0
41071,2023-09-08 07:00:00,2024-07-17 00:00:00,3.1,489.71,925.0,1074.0,248.0
41072,2023-09-08 08:00:00,2024-07-17 00:00:00,3.1,501.71,921.0,1010.0,209.0
41073,2023-09-08 09:00:00,2024-07-17 00:00:00,3.1,465.62,924.0,926.0,394.0
41074,2023-09-08 10:00:00,2024-07-17 00:00:00,3.1,488.88,925.0,1028.0,263.0
41075,2023-09-08 11:00:00,2024-07-17 00:00:00,3.1,512.42,1008.0,986.0,213.0
41076,2023-09-08 12:00:00,2024-07-17 00:00:00,3.1,509.69,1071.0,912.0,276.0
41077,2023-09-08 13:00:00,2024-07-17 00:00:00,3.1,495.19,947.0,1038.0,244.0
41078,2023-09-08 14:00:00,2024-07-17 00:00:00,3.1,517.22,928.0,1172.0,102.0
41079,2023-09-08 15:00:00,2024-07-17 00:00:00,3.1,532.23,953.0,1151.0,57.0
41080,2023-09-08 16:00:00,2024-07-17 00:00:00,3.1,520.3,922.0,1280.0,55.0
41081,2023-09-08 17:00:00,2024-07-17 00:00:00,3.1,511.8,889.0,1437.0,33.0
41082,2023-09-08 18:00:00,2024-07-17 00:00:00,3.1,524.27,943.0,1322.0,35.0
41083,2023-09-08 19:00:00,2024-07-17 00:00:00,3.1,535.62,993.0,1258.0,27.0
41084,2023-09-08 20:00:00,2024-07-17 00:00:00,3.1,533.51,1007.0,1310.0,26.0
41085,2023-09-08 21:00:00,2024-07-17 00:00:00,3.1,526.67,1006.0,1357.0,42.0
41086,2023-09-08 22:00:00,2024-07-17 00:00:00,3.1,526.14,1007.0,1360.0,44.0
41087,2023-09-08 23:00:00,2024-07-17 00:00:00,3.1,524.9,1007.0,1386.0,42.0
