UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-06-19 00:00:00,12.0,2372.0,29722.0,134.0,6705.0,0.0,3016.0,397.0
2023-06-19 01:00:00,12.0,2381.0,29270.0,134.0,6571.0,0.0,2964.5,414.0
2023-06-19 02:00:00,12.0,2346.0,29949.0,134.0,6508.0,0.0,2885.75,410.0
2023-06-19 03:00:00,13.0,2332.0,30446.0,134.0,6658.0,0.0,2766.375,409.0
2023-06-19 04:00:00,13.0,2478.0,30716.0,136.0,7245.0,412.0,2656.6875,409.0
2023-06-19 05:00:00,14.0,2660.0,30786.0,137.0,7607.0,1235.0,2472.34375,412.0
2023-06-19 06:00:00,16.0,2702.0,30788.0,137.0,7783.0,2703.0,2185.171875,395.0
2023-06-19 07:00:00,17.0,2742.0,30870.0,137.0,7961.0,4325.0,1896.0859375,399.0
2023-06-19 08:00:00,20.0,2686.0,30781.0,137.0,7342.0,5964.0,1685.04296875,398.0
2023-06-19 09:00:00,21.0,2653.0,30769.0,137.0,7007.0,7409.0,1691.521484375,396.0
2023-06-19 10:00:00,22.0,2492.0,30650.0,137.0,6780.0,8514.0,1816.7607421875,399.0
2023-06-19 11:00:00,24.0,2569.0,30737.0,137.0,6675.0,8808.0,2081.88037109375,398.0
2023-06-19 12:00:00,24.0,2286.0,30738.0,137.0,6245.0,8530.0,2629.440185546875,386.0
2023-06-19 13:00:00,24.0,2279.0,30836.0,136.0,6601.0,7045.0,3026.220092773437,378.0
2023-06-19 14:00:00,24.0,2353.0,30862.0,136.0,7332.0,5698.0,2753.740030924479,379.0
2023-06-19 15:00:00,23.0,2617.0,30801.0,136.0,7606.0,4395.0,1509.0,393.0
2023-06-19 16:00:00,22.0,2648.0,30806.0,136.0,8298.0,3521.0,1735.0,396.0
2023-06-19 17:00:00,20.0,3055.0,30885.0,136.0,8924.0,1968.0,1757.0,398.0
2023-06-19 18:00:00,18.0,3095.0,31144.0,136.0,8966.0,781.0,2669.5,403.0
2023-06-19 19:00:00,17.0,3087.0,31361.0,136.0,8808.0,308.0,2870.25,403.0
2023-06-19 20:00:00,17.0,3007.0,31591.0,136.0,8665.0,222.0,3110.625,408.0
2023-06-19 21:00:00,17.0,2964.0,31458.0,136.0,8268.0,0.0,3422.3125,408.0
2023-06-19 22:00:00,24.0,3043.0,30858.0,135.0,7720.0,0.0,2819.770833333333,410.0
2023-06-19 23:00:00,23.0,3087.0,30319.0,134.0,7108.0,0.0,2445.590277777778,418.0
