Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
39840,2023-07-19 00:00:00,34.07,10.0,4167.0,34111.0,123.0,4734.0,210.0,3152.0,434.0
39841,2023-07-19 01:00:00,33.8,10.0,4100.0,34205.0,123.0,4434.0,210.0,3074.0,432.0
39842,2023-07-19 02:00:00,35.16,10.0,4198.0,34028.0,123.0,4088.0,210.0,2721.0,438.0
39843,2023-07-19 03:00:00,34.52,10.0,4102.0,34227.0,123.0,3716.0,211.0,2802.0,443.0
39844,2023-07-19 04:00:00,32.9,10.0,3917.0,34238.0,123.0,3632.0,212.0,3251.0,420.0
39845,2023-07-19 05:00:00,33.3,10.0,4067.0,34335.0,123.0,4167.0,349.0,3458.0,408.0
39846,2023-07-19 06:00:00,33.95,10.0,4272.0,34457.0,123.0,4886.0,1094.0,2992.0,414.0
39847,2023-07-19 07:00:00,36.22,10.0,4603.0,34425.0,263.0,5075.0,2908.0,2486.0,416.0
39848,2023-07-19 08:00:00,36.24,10.0,4735.0,34474.0,416.0,4993.0,5287.0,2878.0,413.0
39849,2023-07-19 09:00:00,32.55,10.0,4410.0,34456.0,350.0,4337.0,7540.0,3215.0,410.0
39850,2023-07-19 10:00:00,27.41,8.0,3970.0,34445.0,123.0,4247.0,8936.0,3497.0,403.0
39851,2023-07-19 11:00:00,24.16,6.0,3547.0,34369.0,123.0,4242.0,9673.0,4225.0,401.0
39852,2023-07-19 12:00:00,22.38,6.0,3303.0,34304.0,123.0,4097.0,10057.0,4757.0,399.0
39853,2023-07-19 13:00:00,19.86,6.0,2905.0,34206.0,123.0,3738.0,10128.0,5346.0,416.0
39854,2023-07-19 14:00:00,19.23,6.0,2807.0,34198.0,122.0,3807.0,9603.0,5842.0,422.0
39855,2023-07-19 15:00:00,17.15,6.0,2455.0,34173.0,122.0,3845.0,8793.0,6334.0,392.0
39856,2023-07-19 16:00:00,22.03,6.0,3183.0,34269.0,122.0,4212.0,7373.0,6335.0,405.0
39857,2023-07-19 17:00:00,22.83,6.0,3216.0,34308.0,122.0,4898.0,5316.0,6194.0,423.0
39858,2023-07-19 18:00:00,25.35,6.0,3464.0,34287.0,122.0,5920.0,2825.0,5646.0,426.0
39859,2023-07-19 19:00:00,29.89,6.0,3960.0,34241.0,122.0,6475.0,930.0,4652.0,436.0
39860,2023-07-19 20:00:00,32.97,6.0,4249.0,34146.0,123.0,6413.0,285.0,3681.0,441.0
39861,2023-07-19 21:00:00,31.75,6.0,4005.0,34113.0,123.0,6212.0,209.0,3287.0,441.0
39862,2023-07-19 22:00:00,31.56,6.0,3950.0,34103.0,122.0,5889.0,209.0,3295.0,444.0
39863,2023-07-19 23:00:00,31.33,6.0,3862.0,34210.0,123.0,5420.0,208.0,3079.0,445.0
