Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
36456,2023-02-28 00:00:00,2024-07-17 00:00:00,3.1,226.6,2902.0,3944.0,0.0,13.0,0.0,1316.0,564.0,774.0
36457,2023-02-28 01:00:00,2024-07-17 00:00:00,3.1,226.76,2918.0,3946.0,0.0,15.0,0.0,1311.0,555.0,768.0
36458,2023-02-28 02:00:00,2024-07-17 00:00:00,3.1,231.11,2924.0,3946.0,0.0,18.0,0.0,1155.0,561.0,781.0
36459,2023-02-28 03:00:00,2024-07-17 00:00:00,3.1,239.81,3022.0,3945.0,0.0,23.0,0.0,990.0,563.0,825.0
36460,2023-02-28 04:00:00,2024-07-17 00:00:00,3.1,254.3,3433.0,3944.0,0.0,25.0,0.0,886.0,547.0,855.0
36461,2023-02-28 05:00:00,2024-07-17 00:00:00,3.1,269.07,4091.0,3943.0,0.0,25.0,0.0,937.0,550.0,880.0
36462,2023-02-28 06:00:00,2024-07-17 00:00:00,3.1,283.49,4636.0,3943.0,0.0,25.0,23.0,846.0,554.0,925.0
36463,2023-02-28 07:00:00,2024-07-17 00:00:00,3.1,277.2,4645.0,3945.0,0.0,23.0,482.0,717.0,551.0,928.0
36464,2023-02-28 08:00:00,2024-07-17 00:00:00,3.1,260.49,4401.0,3945.0,0.0,22.0,1342.0,428.0,548.0,883.0
36465,2023-02-28 09:00:00,2024-07-17 00:00:00,3.1,226.53,3729.0,3945.0,0.0,16.0,2274.0,584.0,538.0,853.0
36466,2023-02-28 10:00:00,2024-07-17 00:00:00,3.1,192.66,3024.0,3945.0,0.0,13.0,3126.0,834.0,507.0,808.0
36467,2023-02-28 11:00:00,2024-07-17 00:00:00,3.1,171.91,2676.0,3945.0,0.0,10.0,3933.0,995.0,507.0,778.0
36468,2023-02-28 12:00:00,2024-07-17 00:00:00,3.1,166.79,2574.0,3944.0,0.0,8.0,4210.0,936.0,506.0,762.0
36469,2023-02-28 13:00:00,2024-07-17 00:00:00,3.1,171.96,2650.0,3940.0,0.0,7.0,3825.0,966.0,505.0,758.0
36470,2023-02-28 14:00:00,2024-07-17 00:00:00,3.1,188.74,3012.0,3937.0,0.0,6.0,2965.0,1080.0,499.0,757.0
36471,2023-02-28 15:00:00,2024-07-17 00:00:00,3.1,228.95,3950.0,3939.0,0.0,9.0,1618.0,1131.0,532.0,783.0
36472,2023-02-28 16:00:00,2024-07-17 00:00:00,3.1,272.06,4763.0,3939.0,0.0,10.0,405.0,1073.0,535.0,896.0
36473,2023-02-28 17:00:00,2024-07-17 00:00:00,3.1,294.15,5262.0,3937.0,0.0,11.0,12.0,962.0,546.0,970.0
36474,2023-02-28 18:00:00,2024-07-17 00:00:00,3.1,291.99,5284.0,3939.0,0.0,11.0,0.0,1089.0,547.0,979.0
36475,2023-02-28 19:00:00,2024-07-17 00:00:00,3.1,289.12,5228.0,3942.0,0.0,14.0,0.0,1154.0,550.0,972.0
36476,2023-02-28 20:00:00,2024-07-17 00:00:00,3.1,289.82,5113.0,3943.0,0.0,15.0,0.0,1014.0,547.0,954.0
36477,2023-02-28 21:00:00,2024-07-17 00:00:00,3.1,286.61,4814.0,3944.0,0.0,16.0,0.0,906.0,550.0,941.0
36478,2023-02-28 22:00:00,2024-07-17 00:00:00,3.1,277.0,4269.0,3944.0,0.0,17.0,0.0,819.0,537.0,906.0
36479,2023-02-28 23:00:00,2024-07-17 00:00:00,3.1,258.73,3693.0,3944.0,0.0,17.0,0.0,844.0,528.0,787.0
