Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
43320,2023-12-11 00:00:00,2024-07-17 00:00:00,3.1,87.06,875.0,3941.0,0.0,39.0,0.0,2848.333333333333,337.0,771.0
43321,2023-12-11 01:00:00,2024-07-17 00:00:00,3.1,79.12,859.0,3942.0,0.0,39.0,0.0,3562.166666666667,340.0,754.0
43322,2023-12-11 02:00:00,2024-07-17 00:00:00,3.1,76.73,847.0,3943.0,0.0,39.0,0.0,3935.5833333333335,333.0,772.0
43323,2023-12-11 03:00:00,2024-07-17 00:00:00,3.1,77.22,829.0,3942.0,0.0,40.0,0.0,4118.791666666667,341.0,822.0
43324,2023-12-11 04:00:00,2024-07-17 00:00:00,3.1,77.26,853.0,3941.0,0.0,40.0,0.0,4223.895833333334,336.0,824.0
43325,2023-12-11 05:00:00,2024-07-17 00:00:00,3.1,80.98,891.0,3940.0,0.0,40.0,0.0,4274.947916666667,312.0,883.0
43326,2023-12-11 06:00:00,2024-07-17 00:00:00,3.1,88.38,1076.0,3942.0,0.0,41.0,0.0,4265.973958333334,328.0,935.0
43327,2023-12-11 07:00:00,2024-07-17 00:00:00,3.1,98.49,1235.0,3943.0,0.0,40.0,1.0,4174.486979166667,331.0,1051.0
43328,2023-12-11 08:00:00,2024-07-17 00:00:00,3.1,103.14,1367.0,3942.0,0.0,38.0,64.0,4063.2434895833335,329.0,1071.0
43329,2023-12-11 09:00:00,2024-07-17 00:00:00,3.1,105.06,1391.0,3937.0,0.0,39.0,185.0,3822.621744791667,315.0,1071.0
43330,2023-12-11 10:00:00,2024-07-17 00:00:00,3.1,106.2,1366.0,3940.0,0.0,40.0,417.0,3318.310872395833,313.0,1050.0
43331,2023-12-11 11:00:00,2024-07-17 00:00:00,3.1,103.79,1354.0,3942.0,0.0,41.0,742.0,3167.155436197917,311.0,1042.0
43332,2023-12-11 12:00:00,2024-07-17 00:00:00,3.1,100.62,1334.0,3944.0,0.0,41.0,764.0,3392.5777180989585,314.0,1036.0
43333,2023-12-11 13:00:00,2024-07-17 00:00:00,3.1,105.62,1460.0,3942.0,0.0,40.0,414.0,3615.78885904948,318.0,1052.0
43334,2023-12-11 14:00:00,2024-07-17 00:00:00,3.1,107.32,1446.0,3941.0,0.0,40.0,152.0,3703.89442952474,317.0,1059.0
43335,2023-12-11 15:00:00,2024-07-17 00:00:00,3.1,109.89,1570.0,3940.0,0.0,40.0,8.0,3865.94721476237,311.0,1051.0
43336,2023-12-11 16:00:00,2024-07-17 00:00:00,3.1,113.15,1806.0,3941.0,0.0,40.0,0.0,4027.473607381185,320.0,1036.0
43337,2023-12-11 17:00:00,2024-07-17 00:00:00,3.1,112.97,1898.0,3941.0,0.0,40.0,0.0,4183.736803690593,333.0,1022.0
43338,2023-12-11 18:00:00,2024-07-17 00:00:00,3.1,119.96,2245.0,3942.0,0.0,41.0,0.0,4226.368401845297,339.0,1020.0
43339,2023-12-11 19:00:00,2024-07-17 00:00:00,3.1,110.05,1880.0,3943.0,0.0,41.0,0.0,4195.184200922648,343.0,966.0
43340,2023-12-11 20:00:00,2024-07-17 00:00:00,3.1,108.05,1809.0,3944.0,0.0,42.0,0.0,4095.092100461324,337.0,933.0
43341,2023-12-11 21:00:00,2024-07-17 00:00:00,3.1,100.39,1476.0,3944.0,0.0,41.0,0.0,4051.5460502306623,329.0,931.0
43342,2023-12-11 22:00:00,2024-07-17 00:00:00,3.1,107.47,1365.0,3942.0,0.0,40.0,0.0,2835.515350076888,332.0,877.0
43343,2023-12-11 23:00:00,2024-07-17 00:00:00,3.1,129.88,1250.0,3944.0,0.0,40.0,0.0,643.0,333.0,773.0
