Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
35160,2023-01-05 00:00:00,2024-07-17 00:00:00,3.1,227.48,199.0,220.0,0.0,407.0,0.0,156.0,79.0,6.0,29.0
35161,2023-01-05 01:00:00,2024-07-17 00:00:00,3.1,229.78,199.0,220.0,0.0,397.0,0.0,155.0,79.0,6.0,29.0
35162,2023-01-05 02:00:00,2024-07-17 00:00:00,3.1,230.42,199.0,220.0,0.0,402.0,0.0,147.0,79.0,6.0,29.0
35163,2023-01-05 03:00:00,2024-07-17 00:00:00,3.1,226.16,198.0,220.0,0.0,420.0,0.0,147.0,79.0,6.0,29.0
35164,2023-01-05 04:00:00,2024-07-17 00:00:00,3.1,222.47,199.0,219.0,0.0,420.0,0.0,167.0,79.0,6.0,29.0
35165,2023-01-05 05:00:00,2024-07-17 00:00:00,3.1,219.62,200.0,219.0,0.0,448.0,0.0,156.0,79.0,6.0,29.0
35166,2023-01-05 06:00:00,2024-07-17 00:00:00,3.1,179.48,199.0,219.0,0.0,703.0,1.0,151.0,79.0,6.0,29.0
35167,2023-01-05 07:00:00,2024-07-17 00:00:00,3.1,165.72,197.0,219.0,0.0,809.0,2.0,154.0,77.0,6.0,29.0
35168,2023-01-05 08:00:00,2024-07-17 00:00:00,3.1,161.64,196.0,219.0,0.0,838.0,6.0,154.0,78.0,6.0,29.0
35169,2023-01-05 09:00:00,2024-07-17 00:00:00,3.1,163.04,198.0,218.0,0.0,828.0,10.0,153.0,78.0,6.0,29.0
35170,2023-01-05 10:00:00,2024-07-17 00:00:00,3.1,173.39,197.0,217.0,0.0,728.0,12.0,159.0,78.0,5.0,30.0
35171,2023-01-05 11:00:00,2024-07-17 00:00:00,3.1,174.73,197.0,216.0,0.0,714.0,12.0,161.0,78.0,5.0,30.0
35172,2023-01-05 12:00:00,2024-07-17 00:00:00,3.1,175.79,197.0,217.0,0.0,715.0,10.0,150.0,78.0,5.0,28.0
35173,2023-01-05 13:00:00,2024-07-17 00:00:00,3.1,164.24,197.0,217.0,0.0,820.0,6.0,149.0,79.0,5.0,29.0
35174,2023-01-05 14:00:00,2024-07-17 00:00:00,3.1,164.31,198.0,217.0,0.0,832.0,2.0,144.0,79.0,5.0,29.0
35175,2023-01-05 15:00:00,2024-07-17 00:00:00,3.1,155.97,199.0,216.0,0.0,938.0,0.0,123.0,79.0,5.0,29.0
35176,2023-01-05 16:00:00,2024-07-17 00:00:00,3.1,155.78,198.0,216.0,0.0,960.0,0.0,99.0,79.0,5.0,29.0
35177,2023-01-05 17:00:00,2024-07-17 00:00:00,3.1,156.38,198.0,216.0,0.0,956.0,0.0,97.0,79.0,5.0,29.0
35178,2023-01-05 18:00:00,2024-07-17 00:00:00,3.1,159.31,199.0,217.0,0.0,934.0,0.0,95.0,79.0,5.0,29.0
35179,2023-01-05 19:00:00,2024-07-17 00:00:00,3.1,175.11,198.0,216.0,0.0,806.0,0.0,78.0,79.0,5.0,29.0
35180,2023-01-05 20:00:00,2024-07-17 00:00:00,3.1,193.31,199.0,217.0,0.0,681.0,0.0,73.0,79.0,6.0,29.0
35181,2023-01-05 21:00:00,2024-07-17 00:00:00,3.1,196.05,199.0,217.0,0.0,680.0,0.0,56.0,79.0,6.0,29.0
35182,2023-01-05 22:00:00,2024-07-17 00:00:00,3.1,224.88,198.0,218.0,0.0,534.0,0.0,38.0,79.0,6.0,29.0
35183,2023-01-05 23:00:00,2024-07-17 00:00:00,3.1,246.95,198.0,219.0,0.0,448.0,0.0,26.0,79.0,6.0,29.0
