Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
42864,2023-11-22 00:00:00,2024-07-17 00:00:00,3.1,178.48,147.0,447.0,0.0,712.0,0.0,844.0,82.0,0.0,26.0
42865,2023-11-22 01:00:00,2024-07-17 00:00:00,3.1,177.94,147.0,448.0,0.0,725.0,0.0,838.0,82.0,0.0,25.0
42866,2023-11-22 02:00:00,2024-07-17 00:00:00,3.1,177.98,147.0,446.0,0.0,729.0,0.0,830.0,82.0,0.0,25.0
42867,2023-11-22 03:00:00,2024-07-17 00:00:00,3.1,173.79,147.0,417.0,0.0,744.0,0.0,818.0,82.0,0.0,25.0
42868,2023-11-22 04:00:00,2024-07-17 00:00:00,3.1,148.93,147.0,286.0,0.0,843.0,0.0,807.0,82.0,0.0,25.0
42869,2023-11-22 05:00:00,2024-07-17 00:00:00,3.1,137.09,152.0,288.0,0.0,1130.0,1.0,796.0,82.0,0.0,27.0
42870,2023-11-22 06:00:00,2024-07-17 00:00:00,3.1,137.71,167.0,290.0,0.0,1216.0,2.0,788.0,82.0,0.0,26.0
42871,2023-11-22 07:00:00,2024-07-17 00:00:00,3.1,136.39,168.0,290.0,0.0,1322.0,8.0,721.0,82.0,0.0,26.0
42872,2023-11-22 08:00:00,2024-07-17 00:00:00,3.1,136.32,169.0,302.0,0.0,1355.0,16.0,722.0,82.0,0.0,25.0
42873,2023-11-22 09:00:00,2024-07-17 00:00:00,3.1,135.7,168.0,321.0,0.0,1363.0,23.0,767.0,82.0,0.0,24.0
42874,2023-11-22 10:00:00,2024-07-17 00:00:00,3.1,140.21,168.0,337.0,0.0,1345.0,25.0,724.0,81.0,0.0,23.0
42875,2023-11-22 11:00:00,2024-07-17 00:00:00,3.1,143.85,171.0,349.0,0.0,1317.0,25.0,726.0,81.0,0.0,24.0
42876,2023-11-22 12:00:00,2024-07-17 00:00:00,3.1,148.12,184.0,349.0,0.0,1303.0,23.0,716.0,81.0,0.0,23.0
42877,2023-11-22 13:00:00,2024-07-17 00:00:00,3.1,151.87,192.0,349.0,0.0,1274.0,15.0,715.0,81.0,0.0,23.0
42878,2023-11-22 14:00:00,2024-07-17 00:00:00,3.1,149.03,192.0,350.0,0.0,1296.0,7.0,758.0,81.0,0.0,23.0
42879,2023-11-22 15:00:00,2024-07-17 00:00:00,3.1,149.96,193.0,350.0,0.0,1269.0,2.0,773.0,81.0,0.0,23.0
42880,2023-11-22 16:00:00,2024-07-17 00:00:00,3.1,148.41,193.0,350.0,0.0,1342.0,1.0,746.0,81.0,0.0,25.0
42881,2023-11-22 17:00:00,2024-07-17 00:00:00,3.1,150.93,195.0,350.0,0.0,1318.0,1.0,732.0,81.0,0.0,26.0
42882,2023-11-22 18:00:00,2024-07-17 00:00:00,3.1,150.86,196.0,349.0,0.0,1305.0,0.0,756.0,81.0,0.0,28.0
42883,2023-11-22 19:00:00,2024-07-17 00:00:00,3.1,154.03,195.0,350.0,0.0,1232.0,0.0,760.0,81.0,0.0,28.0
42884,2023-11-22 20:00:00,2024-07-17 00:00:00,3.1,152.12,195.0,346.0,0.0,1219.0,0.0,798.0,81.0,0.0,28.0
42885,2023-11-22 21:00:00,2024-07-17 00:00:00,3.1,156.98,194.0,311.0,0.0,1004.0,0.0,817.0,81.0,0.0,27.0
42886,2023-11-22 22:00:00,2024-07-17 00:00:00,3.1,154.72,194.0,310.0,0.0,1025.0,0.0,830.0,81.0,0.0,26.0
42887,2023-11-22 23:00:00,2024-07-17 00:00:00,3.1,145.0,149.0,311.0,0.0,1025.0,0.0,786.0,83.0,0.0,26.0
