Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
37224,2023-04-01 00:00:00,316.61,110.0,42.0,1.0,0.0,192.0,47.0,1.0
37225,2023-04-01 01:00:00,309.27,110.0,43.0,1.0,0.0,202.0,48.0,1.0
37226,2023-04-01 02:00:00,313.69,109.0,44.0,1.0,0.0,195.0,48.0,1.0
37227,2023-04-01 03:00:00,309.16,108.0,43.0,1.0,0.0,199.0,47.0,1.0
37228,2023-04-01 04:00:00,302.47,107.0,44.0,1.0,2.0,205.0,48.0,1.0
37229,2023-04-01 05:00:00,298.11,111.0,41.0,1.0,15.0,205.0,48.0,1.0
37230,2023-04-01 06:00:00,287.3,121.0,41.0,1.0,41.0,218.0,48.0,1.0
37231,2023-04-01 07:00:00,294.99,145.0,40.0,1.0,75.0,219.0,48.0,1.0
37232,2023-04-01 08:00:00,270.38,135.0,41.0,1.0,122.0,208.0,48.0,1.0
37233,2023-04-01 09:00:00,231.7,112.0,41.0,1.0,160.0,212.0,48.0,1.0
37234,2023-04-01 10:00:00,223.4,113.0,42.0,1.0,188.0,215.0,48.0,1.0
37235,2023-04-01 11:00:00,240.51,130.0,41.0,1.0,198.0,203.0,48.0,1.0
37236,2023-04-01 12:00:00,254.44,139.0,43.0,1.0,204.0,185.0,49.0,1.0
37237,2023-04-01 13:00:00,245.28,107.0,43.0,1.0,176.0,155.0,45.0,1.0
37238,2023-04-01 14:00:00,283.29,106.0,44.0,1.0,124.0,125.0,48.0,1.0
37239,2023-04-01 15:00:00,354.72,109.0,44.0,1.0,52.0,101.0,47.0,1.0
37240,2023-04-01 16:00:00,431.41,108.0,42.0,1.0,8.0,75.0,48.0,1.0
37241,2023-04-01 17:00:00,462.89,133.0,42.0,1.0,1.0,81.0,49.0,1.0
37242,2023-04-01 18:00:00,408.0,129.0,43.0,1.0,0.0,121.0,48.0,1.0
37243,2023-04-01 19:00:00,375.68,118.0,43.0,1.0,0.0,138.0,48.0,1.0
37244,2023-04-01 20:00:00,395.54,143.0,43.0,1.0,0.0,148.0,47.0,1.0
37245,2023-04-01 21:00:00,332.45,115.0,45.0,1.0,0.0,182.0,46.0,1.0
37246,2023-04-01 22:00:00,313.85,107.0,44.0,1.0,0.0,192.0,46.0,1.0
37247,2023-04-01 23:00:00,328.27,109.0,42.0,1.0,0.0,176.0,47.0,1.0
