Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
37704,2023-04-21 00:00:00,475.87,107.0,45.0,1.0,0.0,51.0,55.0,1.0
37705,2023-04-21 01:00:00,480.2,107.0,45.0,1.0,0.0,39.0,73.0,1.0
37706,2023-04-21 02:00:00,505.57,110.0,45.0,1.0,1.0,28.0,70.0,1.0
37707,2023-04-21 03:00:00,553.31,183.0,46.0,1.0,13.0,30.0,70.0,1.0
37708,2023-04-21 04:00:00,550.87,267.0,45.0,1.0,55.0,33.0,72.0,1.0
37709,2023-04-21 05:00:00,474.93,268.0,45.0,1.0,146.0,27.0,72.0,1.0
37710,2023-04-21 06:00:00,393.36,268.0,47.0,1.0,270.0,34.0,72.0,1.0
37711,2023-04-21 07:00:00,340.29,260.0,47.0,1.0,376.0,43.0,60.0,1.0
37712,2023-04-21 08:00:00,270.47,189.0,48.0,1.0,440.0,51.0,53.0,1.0
37713,2023-04-21 09:00:00,198.51,104.0,47.0,1.0,451.0,59.0,52.0,1.0
37714,2023-04-21 10:00:00,211.62,111.0,48.0,1.0,413.0,66.0,47.0,1.0
37715,2023-04-21 11:00:00,223.69,111.0,49.0,1.0,355.0,77.0,47.0,1.0
37716,2023-04-21 12:00:00,242.4,111.0,45.0,1.0,288.0,78.0,48.0,1.0
37717,2023-04-21 13:00:00,261.41,109.0,46.0,1.0,240.0,72.0,52.0,1.0
37718,2023-04-21 14:00:00,291.21,111.0,48.0,1.0,184.0,71.0,52.0,1.0
37719,2023-04-21 15:00:00,426.4,185.0,49.0,1.0,97.0,66.0,58.0,1.0
37720,2023-04-21 16:00:00,543.69,252.0,48.0,1.0,29.0,58.0,68.0,1.0
37721,2023-04-21 17:00:00,609.26,267.0,49.0,1.0,5.0,35.0,69.0,1.0
37722,2023-04-21 18:00:00,606.04,249.0,47.0,1.0,1.0,35.0,69.0,1.0
37723,2023-04-21 19:00:00,556.33,182.0,46.0,1.0,0.0,41.0,68.0,1.0
37724,2023-04-21 20:00:00,527.1,142.0,47.0,1.0,0.0,38.0,67.0,1.0
37725,2023-04-21 21:00:00,497.57,108.0,46.0,1.0,0.0,34.0,66.0,1.0
37726,2023-04-21 22:00:00,519.76,107.0,45.0,1.0,0.0,28.0,56.0,1.0
37727,2023-04-21 23:00:00,522.16,105.0,45.0,1.0,0.0,28.0,52.0,1.0
