Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
43488,2024-01-03 00:00:00,2024-07-17 00:00:00,3.1,332.12,8552.0,3782.0,0.0,0.0,3838.0
43489,2024-01-03 01:00:00,2024-07-17 00:00:00,3.1,329.83,8487.0,3781.0,0.0,0.0,3696.0
43490,2024-01-03 02:00:00,2024-07-17 00:00:00,3.1,329.16,8135.0,3780.0,0.0,0.0,3710.0
43491,2024-01-03 03:00:00,2024-07-17 00:00:00,3.1,325.47,7503.0,3781.0,0.0,0.0,3593.0
43492,2024-01-03 04:00:00,2024-07-17 00:00:00,3.1,320.5,6771.0,3782.0,0.0,0.0,3446.0
43493,2024-01-03 05:00:00,2024-07-17 00:00:00,3.1,314.38,6022.0,3782.0,0.0,0.0,3277.0
43494,2024-01-03 06:00:00,2024-07-17 00:00:00,3.1,312.43,5517.0,3780.0,0.0,0.0,3288.0
43495,2024-01-03 07:00:00,2024-07-17 00:00:00,3.1,301.3,5743.0,3782.0,0.0,0.0,2722.0
43496,2024-01-03 08:00:00,2024-07-17 00:00:00,3.1,302.64,5542.0,3783.0,0.0,0.0,2833.0
43497,2024-01-03 09:00:00,2024-07-17 00:00:00,3.1,307.17,5337.0,3785.0,0.0,0.0,3089.0
43498,2024-01-03 10:00:00,2024-07-17 00:00:00,3.1,310.73,5517.0,3785.0,0.0,0.0,3213.0
43499,2024-01-03 11:00:00,2024-07-17 00:00:00,3.1,315.36,6241.0,3785.0,0.0,0.0,3284.0
43500,2024-01-03 12:00:00,2024-07-17 00:00:00,3.1,326.75,7200.0,3784.0,0.0,0.0,3726.0
43501,2024-01-03 13:00:00,2024-07-17 00:00:00,3.1,333.01,7985.0,3783.0,0.0,60.0,4068.0
43502,2024-01-03 14:00:00,2024-07-17 00:00:00,3.1,326.82,8456.0,3683.0,0.0,565.0,4123.0
43503,2024-01-03 15:00:00,2024-07-17 00:00:00,3.1,304.35,7954.0,3440.0,0.0,1632.0,3774.0
43504,2024-01-03 16:00:00,2024-07-17 00:00:00,3.1,292.77,7381.0,3182.0,0.0,2160.0,3522.0
43505,2024-01-03 17:00:00,2024-07-17 00:00:00,3.1,288.48,6804.0,2905.0,0.0,2493.0,3499.0
43506,2024-01-03 18:00:00,2024-07-17 00:00:00,3.1,290.96,6583.0,2770.0,0.0,2519.0,3586.0
43507,2024-01-03 19:00:00,2024-07-17 00:00:00,3.1,299.39,6696.0,2770.0,0.0,2128.0,3605.0
43508,2024-01-03 20:00:00,2024-07-17 00:00:00,3.1,307.6,6990.0,2768.0,0.0,1769.0,3588.0
43509,2024-01-03 21:00:00,2024-07-17 00:00:00,3.1,324.89,7673.0,2767.0,0.0,1039.0,3560.0
43510,2024-01-03 22:00:00,2024-07-17 00:00:00,3.1,340.68,8140.0,2769.0,0.0,501.0,3736.0
43511,2024-01-03 23:00:00,2024-07-17 00:00:00,3.1,354.22,8983.0,2767.0,0.0,67.0,3905.0
