Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
38808,2023-06-22 00:00:00,2024-07-17 00:00:00,3.1,325.74,14047.0,3708.0,0.0,214.0,2631.0
38809,2023-06-22 01:00:00,2024-07-17 00:00:00,3.1,322.48,13837.0,3708.0,0.0,20.0,2157.0
38810,2023-06-22 02:00:00,2024-07-17 00:00:00,3.1,319.03,12967.0,3707.0,0.0,0.0,2038.0
38811,2023-06-22 03:00:00,2024-07-17 00:00:00,3.1,312.81,11885.0,3711.0,0.0,0.0,1835.0
38812,2023-06-22 04:00:00,2024-07-17 00:00:00,3.1,309.06,10321.0,3712.0,0.0,0.0,1949.0
38813,2023-06-22 05:00:00,2024-07-17 00:00:00,3.1,300.38,9026.0,3712.0,0.0,0.0,1772.0
38814,2023-06-22 06:00:00,2024-07-17 00:00:00,3.1,293.42,7995.0,3716.0,0.0,0.0,1698.0
38815,2023-06-22 07:00:00,2024-07-17 00:00:00,3.1,287.54,7335.0,3717.0,0.0,0.0,1614.0
38816,2023-06-22 08:00:00,2024-07-17 00:00:00,3.1,282.56,7035.0,3718.0,0.0,0.0,1489.0
38817,2023-06-22 09:00:00,2024-07-17 00:00:00,3.1,281.07,6938.0,3718.0,0.0,0.0,1456.0
38818,2023-06-22 10:00:00,2024-07-17 00:00:00,3.1,285.55,7143.0,3718.0,0.0,0.0,1584.0
38819,2023-06-22 11:00:00,2024-07-17 00:00:00,3.1,290.59,7753.0,3716.0,0.0,0.0,1632.0
38820,2023-06-22 12:00:00,2024-07-17 00:00:00,3.1,290.2,8447.0,3714.0,0.0,325.0,1749.0
38821,2023-06-22 13:00:00,2024-07-17 00:00:00,3.1,281.18,8778.0,3714.0,0.0,1246.0,2093.0
38822,2023-06-22 14:00:00,2024-07-17 00:00:00,3.1,277.68,9723.0,3715.0,0.0,1866.0,2193.0
38823,2023-06-22 15:00:00,2024-07-17 00:00:00,3.1,272.92,10788.0,3714.0,0.0,2650.0,2283.0
38824,2023-06-22 16:00:00,2024-07-17 00:00:00,3.1,275.01,11857.0,3714.0,0.0,2959.0,2363.0
38825,2023-06-22 17:00:00,2024-07-17 00:00:00,3.1,278.59,12681.0,3714.0,0.0,3012.0,2411.0
38826,2023-06-22 18:00:00,2024-07-17 00:00:00,3.1,288.03,13712.0,3714.0,0.0,2704.0,2525.0
38827,2023-06-22 19:00:00,2024-07-17 00:00:00,3.1,292.39,14340.0,3713.0,0.0,2588.0,2581.0
38828,2023-06-22 20:00:00,2024-07-17 00:00:00,3.1,301.31,14744.0,3713.0,0.0,2184.0,2792.0
38829,2023-06-22 21:00:00,2024-07-17 00:00:00,3.1,308.37,15189.0,3713.0,0.0,1745.0,2802.0
38830,2023-06-22 22:00:00,2024-07-17 00:00:00,3.1,306.2,15189.0,3714.0,0.0,1654.0,2510.0
38831,2023-06-22 23:00:00,2024-07-17 00:00:00,3.1,316.56,14690.0,3714.0,0.0,1185.0,2963.0
