Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
40296,2023-08-07 00:00:00,2024-07-17 00:00:00,3.1,515.76,1542.0,112.0,59.0,370.0,57.0,259.0
40297,2023-08-07 01:00:00,2024-07-17 00:00:00,3.1,558.49,1540.0,126.0,59.0,378.0,12.0,107.0
40298,2023-08-07 02:00:00,2024-07-17 00:00:00,3.1,580.61,1537.0,85.0,60.0,374.0,4.0,48.0
40299,2023-08-07 03:00:00,2024-07-17 00:00:00,3.1,575.36,1538.0,93.0,59.0,377.0,0.0,66.0
40300,2023-08-07 04:00:00,2024-07-17 00:00:00,3.1,583.8,1547.0,79.0,59.0,378.0,0.0,42.0
40301,2023-08-07 05:00:00,2024-07-17 00:00:00,3.1,585.22,1544.0,79.0,59.0,379.0,0.0,35.0
40302,2023-08-07 06:00:00,2024-07-17 00:00:00,3.1,593.16,1546.0,84.0,61.0,382.0,0.0,2.0
40303,2023-08-07 07:00:00,2024-07-17 00:00:00,3.1,595.65,1551.0,55.0,60.0,381.0,0.0,7.0
40304,2023-08-07 08:00:00,2024-07-17 00:00:00,3.1,597.19,1538.0,37.0,60.0,383.0,0.0,3.0
40305,2023-08-07 09:00:00,2024-07-17 00:00:00,3.1,597.02,1537.0,37.0,61.0,386.0,0.0,0.0
40306,2023-08-07 10:00:00,2024-07-17 00:00:00,3.1,595.32,1538.0,38.0,60.0,384.0,0.0,8.0
40307,2023-08-07 11:00:00,2024-07-17 00:00:00,3.1,593.31,1536.0,37.0,59.0,385.0,0.0,14.0
40308,2023-08-07 12:00:00,2024-07-17 00:00:00,3.1,594.58,1536.0,37.0,61.0,385.0,0.0,9.0
40309,2023-08-07 13:00:00,2024-07-17 00:00:00,3.1,595.79,1536.0,41.0,59.0,386.0,1.0,2.0
40310,2023-08-07 14:00:00,2024-07-17 00:00:00,3.1,594.51,1542.0,42.0,58.0,389.0,6.0,0.0
40311,2023-08-07 15:00:00,2024-07-17 00:00:00,3.1,589.83,1545.0,42.0,58.0,386.0,20.0,6.0
40312,2023-08-07 16:00:00,2024-07-17 00:00:00,3.1,585.03,1544.0,39.0,57.0,390.0,37.0,3.0
40313,2023-08-07 17:00:00,2024-07-17 00:00:00,3.1,575.45,1525.0,42.0,58.0,384.0,73.0,0.0
40314,2023-08-07 18:00:00,2024-07-17 00:00:00,3.1,567.8,1523.0,41.0,57.0,387.0,77.0,21.0
40315,2023-08-07 19:00:00,2024-07-17 00:00:00,3.1,551.42,1455.0,96.0,56.0,389.0,74.0,41.0
40316,2023-08-07 20:00:00,2024-07-17 00:00:00,3.1,557.22,1448.0,52.0,57.0,385.0,60.0,49.0
40317,2023-08-07 21:00:00,2024-07-17 00:00:00,3.1,548.93,1446.0,114.0,57.0,389.0,64.0,51.0
40318,2023-08-07 22:00:00,2024-07-17 00:00:00,3.1,539.88,1399.0,128.0,57.0,388.0,74.0,54.0
40319,2023-08-07 23:00:00,2024-07-17 00:00:00,3.1,550.97,1463.0,128.0,57.0,394.0,82.0,22.0
