Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
40512,2023-08-16 00:00:00,2024-07-17 00:00:00,3.1,503.65,1503.0,120.0,37.0,375.0,79.0,272.0
40513,2023-08-16 01:00:00,2024-07-17 00:00:00,3.1,507.85,1502.0,122.0,38.0,374.0,59.0,272.0
40514,2023-08-16 02:00:00,2024-07-17 00:00:00,3.1,523.96,1499.0,125.0,38.0,378.0,21.0,231.0
40515,2023-08-16 03:00:00,2024-07-17 00:00:00,3.1,533.54,1540.0,126.0,42.0,373.0,0.0,232.0
40516,2023-08-16 04:00:00,2024-07-17 00:00:00,3.1,529.11,1540.0,101.0,50.0,369.0,0.0,261.0
40517,2023-08-16 05:00:00,2024-07-17 00:00:00,3.1,533.98,1545.0,83.0,52.0,374.0,0.0,242.0
40518,2023-08-16 06:00:00,2024-07-17 00:00:00,3.1,534.65,1544.0,83.0,55.0,368.0,0.0,244.0
40519,2023-08-16 07:00:00,2024-07-17 00:00:00,3.1,540.24,1550.0,82.0,55.0,371.0,0.0,220.0
40520,2023-08-16 08:00:00,2024-07-17 00:00:00,3.1,526.81,1545.0,80.0,57.0,373.0,0.0,274.0
40521,2023-08-16 09:00:00,2024-07-17 00:00:00,3.1,495.9,1542.0,79.0,56.0,372.0,0.0,419.0
40522,2023-08-16 10:00:00,2024-07-17 00:00:00,3.1,466.62,1494.0,77.0,57.0,374.0,0.0,542.0
40523,2023-08-16 11:00:00,2024-07-17 00:00:00,3.1,471.54,1542.0,76.0,57.0,369.0,0.0,550.0
40524,2023-08-16 12:00:00,2024-07-17 00:00:00,3.1,471.46,1548.0,76.0,58.0,369.0,0.0,554.0
40525,2023-08-16 13:00:00,2024-07-17 00:00:00,3.1,477.2,1542.0,81.0,58.0,373.0,2.0,512.0
40526,2023-08-16 14:00:00,2024-07-17 00:00:00,3.1,453.05,1458.0,43.0,57.0,373.0,20.0,581.0
40527,2023-08-16 15:00:00,2024-07-17 00:00:00,3.1,448.69,1443.0,78.0,58.0,377.0,59.0,546.0
40528,2023-08-16 16:00:00,2024-07-17 00:00:00,3.1,465.29,1444.0,81.0,55.0,373.0,75.0,443.0
40529,2023-08-16 17:00:00,2024-07-17 00:00:00,3.1,482.44,1445.0,50.0,55.0,374.0,84.0,353.0
40530,2023-08-16 18:00:00,2024-07-17 00:00:00,3.1,488.86,1441.0,73.0,56.0,376.0,83.0,313.0
40531,2023-08-16 19:00:00,2024-07-17 00:00:00,3.1,502.57,1443.0,81.0,56.0,367.0,71.0,269.0
40532,2023-08-16 20:00:00,2024-07-17 00:00:00,3.1,510.06,1522.0,107.0,56.0,370.0,70.0,265.0
40533,2023-08-16 21:00:00,2024-07-17 00:00:00,3.1,503.46,1534.0,117.0,55.0,374.0,70.0,296.0
40534,2023-08-16 22:00:00,2024-07-17 00:00:00,3.1,492.39,1534.0,115.0,52.0,369.0,67.0,360.0
40535,2023-08-16 23:00:00,2024-07-17 00:00:00,3.1,479.22,1539.0,113.0,52.0,378.0,70.0,420.0
