Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
42768,2023-11-18 00:00:00,2024-07-17 00:00:00,3.1,483.69,303.0,65.0,1.0,0.0,33.0,124.0,1.0
42769,2023-11-18 01:00:00,2024-07-17 00:00:00,3.1,479.06,293.0,66.0,1.0,0.0,33.0,123.0,1.0
42770,2023-11-18 02:00:00,2024-07-17 00:00:00,3.1,477.04,288.0,67.0,1.0,0.0,33.0,122.0,1.0
42771,2023-11-18 03:00:00,2024-07-17 00:00:00,3.1,481.03,307.0,66.0,1.0,0.0,37.0,125.0,1.0
42772,2023-11-18 04:00:00,2024-07-17 00:00:00,3.1,483.35,308.0,66.0,1.0,0.0,37.0,123.0,1.0
42773,2023-11-18 05:00:00,2024-07-17 00:00:00,3.1,482.81,300.0,66.0,1.0,0.0,33.0,123.0,1.0
42774,2023-11-18 06:00:00,2024-07-17 00:00:00,3.1,480.14,295.0,66.0,1.0,3.0,31.0,122.0,1.0
42775,2023-11-18 07:00:00,2024-07-17 00:00:00,3.1,476.68,318.0,68.0,1.0,20.0,29.0,124.0,1.0
42776,2023-11-18 08:00:00,2024-07-17 00:00:00,3.1,457.85,327.0,68.0,1.0,49.0,28.0,125.0,1.0
42777,2023-11-18 09:00:00,2024-07-17 00:00:00,3.1,442.5,318.0,70.0,1.0,69.0,22.0,125.0,1.0
42778,2023-11-18 10:00:00,2024-07-17 00:00:00,3.1,437.95,304.0,70.0,1.0,71.0,19.0,122.0,1.0
42779,2023-11-18 11:00:00,2024-07-17 00:00:00,3.1,451.08,310.0,70.0,1.0,54.0,21.0,124.0,1.0
42780,2023-11-18 12:00:00,2024-07-17 00:00:00,3.1,472.66,301.0,70.0,1.0,26.0,18.0,123.0,1.0
42781,2023-11-18 13:00:00,2024-07-17 00:00:00,3.1,494.85,307.0,70.0,1.0,6.0,16.0,124.0,1.0
42782,2023-11-18 14:00:00,2024-07-17 00:00:00,3.1,510.18,329.0,70.0,1.0,2.0,14.0,125.0,1.0
42783,2023-11-18 15:00:00,2024-07-17 00:00:00,3.1,498.67,318.0,69.0,1.0,1.0,21.0,126.0,1.0
42784,2023-11-18 16:00:00,2024-07-17 00:00:00,3.1,487.24,316.0,71.0,1.0,0.0,33.0,126.0,1.0
42785,2023-11-18 17:00:00,2024-07-17 00:00:00,3.1,483.41,315.0,70.0,1.0,0.0,36.0,127.0,1.0
42786,2023-11-18 18:00:00,2024-07-17 00:00:00,3.1,485.0,316.0,69.0,1.0,0.0,35.0,127.0,1.0
42787,2023-11-18 19:00:00,2024-07-17 00:00:00,3.1,482.45,304.0,69.0,1.0,0.0,33.0,125.0,1.0
42788,2023-11-18 20:00:00,2024-07-17 00:00:00,3.1,476.21,299.0,69.0,1.0,0.0,38.0,124.0,1.0
42789,2023-11-18 21:00:00,2024-07-17 00:00:00,3.1,473.22,272.0,69.0,1.0,0.0,31.0,118.0,1.0
42790,2023-11-18 22:00:00,2024-07-17 00:00:00,3.1,467.17,273.0,69.0,1.0,0.0,37.0,119.0,1.0
42791,2023-11-18 23:00:00,2024-07-17 00:00:00,3.1,469.82,263.0,69.0,1.0,0.0,37.0,110.0,1.0
