Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
42480,2023-11-06 00:00:00,217.57,0.0,0.0,3.0,20.0,14.0
42481,2023-11-06 01:00:00,217.57,0.0,0.0,4.0,19.0,14.0
42482,2023-11-06 02:00:00,219.85,0.0,0.0,3.0,18.0,13.0
42483,2023-11-06 03:00:00,217.92,1.0,0.0,3.0,19.0,13.0
42484,2023-11-06 04:00:00,127.02,11.0,54.0,3.0,24.0,17.0
42485,2023-11-06 05:00:00,67.06,43.0,293.0,1.0,29.0,17.0
42486,2023-11-06 06:00:00,60.76,68.0,457.0,0.0,33.0,17.0
42487,2023-11-06 07:00:00,77.57,100.0,451.0,1.0,34.0,17.0
42488,2023-11-06 08:00:00,105.09,144.0,404.0,1.0,34.0,17.0
42489,2023-11-06 09:00:00,120.42,149.0,342.0,0.0,31.0,17.0
42490,2023-11-06 10:00:00,117.39,143.0,346.0,0.0,28.0,17.0
42491,2023-11-06 11:00:00,117.83,143.0,348.0,0.0,24.0,17.0
42492,2023-11-06 12:00:00,121.48,143.0,334.0,0.0,22.0,17.0
42493,2023-11-06 13:00:00,121.48,143.0,332.0,1.0,23.0,17.0
42494,2023-11-06 14:00:00,85.64,143.0,544.0,2.0,26.0,17.0
42495,2023-11-06 15:00:00,83.18,144.0,571.0,2.0,30.0,18.0
42496,2023-11-06 16:00:00,88.49,149.0,534.0,6.0,33.0,18.0
42497,2023-11-06 17:00:00,90.32,149.0,514.0,10.0,34.0,18.0
42498,2023-11-06 18:00:00,101.84,149.0,431.0,11.0,34.0,18.0
42499,2023-11-06 19:00:00,102.11,148.0,423.0,13.0,31.0,17.0
42500,2023-11-06 20:00:00,124.87,143.0,290.0,24.0,28.0,17.0
42501,2023-11-06 21:00:00,234.98,126.0,58.0,14.0,25.0,17.0
42502,2023-11-06 22:00:00,291.52,91.0,3.0,16.0,23.0,18.0
42503,2023-11-06 23:00:00,277.86,63.0,0.0,18.0,20.0,16.0
