,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-09-08 00:00:00,2023-09-09 16:53:36,3.0,607.13,1041.0,1444.0,88.0
1,2023-09-08 01:00:00,2023-09-09 16:53:36,3.0,616.14,1041.0,1361.0,67.0
2,2023-09-08 02:00:00,2023-09-09 16:53:36,3.0,599.82,1037.0,1248.0,155.0
3,2023-09-08 03:00:00,2023-09-09 16:53:36,3.0,595.74,1037.0,1215.0,178.0
4,2023-09-08 04:00:00,2023-09-09 16:53:36,3.0,598.7,1042.0,1067.0,195.0
5,2023-09-08 05:00:00,2023-09-09 16:53:36,3.0,601.89,1006.0,947.0,192.0
6,2023-09-08 06:00:00,2023-09-09 16:53:36,3.0,567.67,926.0,1023.0,277.0
7,2023-09-08 07:00:00,2023-09-09 16:53:36,3.0,572.98,925.0,1074.0,248.0
8,2023-09-08 08:00:00,2023-09-09 16:53:36,3.0,585.24,921.0,1010.0,209.0
9,2023-09-08 09:00:00,2023-09-09 16:53:36,3.0,541.78,924.0,926.0,394.0
10,2023-09-08 10:00:00,2023-09-09 16:53:36,3.0,570.9,925.0,1028.0,263.0
11,2023-09-08 11:00:00,2023-09-09 16:53:36,3.0,594.49,1008.0,986.0,213.0
12,2023-09-08 12:00:00,2023-09-09 16:53:36,3.0,587.93,1071.0,912.0,276.0
13,2023-09-08 13:00:00,2023-09-09 16:53:36,3.0,577.77,947.0,1038.0,244.0
14,2023-09-08 14:00:00,2023-09-09 16:53:36,3.0,606.89,928.0,1172.0,102.0
15,2023-09-08 15:00:00,2023-09-09 16:53:36,3.0,622.9,953.0,1151.0,57.0
16,2023-09-08 16:00:00,2023-09-09 16:53:36,3.0,613.13,922.0,1280.0,55.0
17,2023-09-08 17:00:00,2023-09-09 16:53:36,3.0,607.66,889.0,1437.0,33.0
18,2023-09-08 18:00:00,2023-09-09 16:53:36,3.0,618.01,943.0,1322.0,35.0
19,2023-09-08 19:00:00,2023-09-09 16:53:36,3.0,628.17,993.0,1258.0,27.0
20,2023-09-08 20:00:00,2023-09-09 16:53:36,3.0,626.52,1007.0,1310.0,26.0
21,2023-09-08 21:00:00,2023-09-09 16:53:36,3.0,619.67,1006.0,1357.0,42.0
22,2023-09-08 22:00:00,2023-09-09 16:53:36,3.0,619.09,1007.0,1360.0,44.0
23,2023-09-08 23:00:00,2023-09-09 16:53:36,3.0,618.21,1007.0,1386.0,42.0
