,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,609.46,874.0,1400.0,28.0
1,2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,614.03,887.0,1400.0,15.0
2,2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,618.05,930.0,1405.0,13.0
3,2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,617.31,895.0,1363.0,13.0
4,2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,607.7,802.0,1335.0,22.0
5,2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,624.12,915.0,1158.0,39.0
6,2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,630.9,973.0,1143.0,37.0
7,2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,614.96,817.0,1210.0,27.0
8,2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,611.87,736.0,1178.0,16.0
9,2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,613.45,741.0,1191.0,10.0
10,2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,614.11,739.0,1192.0,7.0
11,2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,616.67,738.0,1156.0,6.0
12,2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,619.43,751.0,1145.0,4.0
13,2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,616.8,841.0,1319.0,6.0
14,2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,624.15,909.0,1327.0,0.0
15,2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,622.67,915.0,1361.0,0.0
16,2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,618.08,914.0,1441.0,0.0
17,2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,618.13,964.0,1514.0,1.0
18,2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,618.55,963.0,1495.0,3.0
19,2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,618.21,966.0,1454.0,14.0
20,2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,608.61,968.0,1579.0,29.0
21,2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,604.18,968.0,1653.0,34.0
22,2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,605.03,968.0,1618.0,37.0
23,2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,600.19,971.0,1643.0,55.0
