,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-11 00:00:00,2023-08-13 18:27:37,3.0,593.24,961.0,1558.0,98.0
1,2023-08-11 01:00:00,2023-08-13 18:27:37,3.0,574.25,888.0,1594.0,149.0
2,2023-08-11 02:00:00,2023-08-13 18:27:37,3.0,541.7,773.0,1595.0,250.0
3,2023-08-11 03:00:00,2023-08-13 18:27:37,3.0,524.96,793.0,1400.0,360.0
4,2023-08-11 04:00:00,2023-08-13 18:27:37,3.0,505.53,778.0,1265.0,455.0
5,2023-08-11 05:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
6,2023-08-11 06:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
7,2023-08-11 07:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
8,2023-08-11 08:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
9,2023-08-11 09:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
10,2023-08-11 10:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
11,2023-08-11 11:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
12,2023-08-11 12:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
13,2023-08-11 13:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
14,2023-08-11 14:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
15,2023-08-11 15:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
16,2023-08-11 16:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
17,2023-08-11 17:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
18,2023-08-11 18:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
19,2023-08-11 19:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
20,2023-08-11 20:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
21,2023-08-11 21:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
22,2023-08-11 22:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
23,2023-08-11 23:00:00,2023-08-13 18:27:37,3.0,508.73,755.0,1280.0,424.0
