UTC time,creation_time (UTC),version,coal,nat_gas,wind
2023-08-16 00:00:00,2023-08-18 21:54:43,3.0,718.0,1638.0,0.0
2023-08-16 01:00:00,2023-08-18 21:54:43,3.0,718.0,1622.0,0.0
2023-08-16 02:00:00,2023-08-18 21:54:43,3.0,715.0,1663.0,0.0
2023-08-16 03:00:00,2023-08-18 21:54:43,3.0,715.0,1642.0,0.0
2023-08-16 04:00:00,2023-08-18 21:54:43,3.0,688.0,1433.0,30.0
2023-08-16 05:00:00,2023-08-18 21:54:43,3.0,591.0,1348.0,55.0
2023-08-16 06:00:00,2023-08-18 21:54:43,3.0,491.0,1160.0,63.0
2023-08-16 07:00:00,2023-08-18 21:54:43,3.0,490.0,1059.0,80.0
2023-08-16 08:00:00,2023-08-18 21:54:43,3.0,467.0,1048.0,131.0
2023-08-16 09:00:00,2023-08-18 21:54:43,3.0,429.0,1048.0,240.0
2023-08-16 10:00:00,2023-08-18 21:54:43,3.0,427.0,1034.0,354.0
2023-08-16 11:00:00,2023-08-18 21:54:43,3.0,427.0,1122.0,385.0
2023-08-16 12:00:00,2023-08-18 21:54:43,3.0,428.0,1144.0,400.0
2023-08-16 13:00:00,2023-08-18 21:54:43,3.0,429.0,1096.0,392.0
2023-08-16 14:00:00,2023-08-18 21:54:43,3.0,427.0,1187.0,298.0
2023-08-16 15:00:00,2023-08-18 21:54:43,3.0,450.0,1292.0,217.0
2023-08-16 16:00:00,2023-08-18 21:54:43,3.0,500.0,1256.0,234.0
2023-08-16 17:00:00,2023-08-18 21:54:43,3.0,533.0,1324.0,228.0
2023-08-16 18:00:00,2023-08-18 21:54:43,3.0,563.0,1328.0,281.0
2023-08-16 19:00:00,2023-08-18 21:54:43,3.0,720.0,1391.0,297.0
2023-08-16 20:00:00,2023-08-18 21:54:43,3.0,729.0,1358.0,370.0
2023-08-16 21:00:00,2023-08-18 21:54:43,3.0,695.0,1406.0,350.0
2023-08-16 22:00:00,2023-08-18 21:54:43,3.0,686.0,1396.0,343.0
2023-08-16 23:00:00,2023-08-18 21:54:43,3.0,685.0,1411.0,300.0
