Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
40680,2023-08-23 00:00:00,400.08,757.0,16538.0,159.0,3787.0,1.0,1361.0,930.0,583.0,1596.0
40681,2023-08-23 01:00:00,405.08,786.0,15944.0,149.0,3246.0,1.0,1351.0,933.0,583.0,1460.0
40682,2023-08-23 02:00:00,405.5,881.0,15391.0,164.0,3384.0,1.0,1297.0,929.0,583.0,1611.0
40683,2023-08-23 03:00:00,407.22,932.0,15831.0,195.0,3448.0,1.0,1273.0,922.0,583.0,1579.0
40684,2023-08-23 04:00:00,401.29,831.0,17021.0,208.0,4233.0,61.0,1270.0,914.0,583.0,1919.0
40685,2023-08-23 05:00:00,387.41,886.0,17037.0,234.0,5172.0,411.2911522633745,1212.0,910.0,583.0,2019.0
40686,2023-08-23 06:00:00,378.15,1013.0,16603.0,321.0,5072.0,1619.0411522633744,1113.0,878.0,583.0,2115.0
40687,2023-08-23 07:00:00,365.47,1071.0,16539.0,346.0,4351.0,3526.2183641975307,1151.0,868.0,577.0,2049.0
40688,2023-08-23 08:00:00,345.58,916.0,15693.0,377.0,3704.0,5641.458076131687,1087.0,877.0,572.0,2009.0
40689,2023-08-23 09:00:00,330.61,722.0,16221.0,313.0,3307.0,7623.653485082304,962.0,899.0,569.0,1941.0
40690,2023-08-23 10:00:00,318.88,832.0,16418.0,328.0,3400.0,9194.288966049382,965.0,910.0,571.0,1900.0
40691,2023-08-23 11:00:00,309.95,969.0,16353.0,360.0,3286.0,10345.625594778809,1259.0,922.0,571.0,1859.0
40692,2023-08-23 12:00:00,300.79,1069.0,16314.0,222.0,3678.0,10987.05335326646,1580.0,922.0,570.0,1959.0
40693,2023-08-23 13:00:00,304.51,1182.0,17586.0,219.0,4112.0,11109.39695457176,1723.0,897.0,569.0,2057.0
40694,2023-08-23 14:00:00,314.38,1210.0,19671.0,251.0,4535.0,10660.633616255143,1749.0,906.0,569.0,2080.0
40695,2023-08-23 15:00:00,319.05,1248.0,20658.0,249.0,5540.0,9552.034377612204,1695.0,930.0,569.0,2043.0
40696,2023-08-23 16:00:00,330.14,1334.0,21411.0,239.0,6718.0,7623.875973548418,1516.0,930.0,569.0,2220.0
40697,2023-08-23 17:00:00,365.84,1365.0,23281.0,240.0,7641.0,3223.260610014432,1136.0,923.0,570.0,2343.0
40698,2023-08-23 18:00:00,395.39,1302.0,24097.0,240.0,7826.0,1.0,908.0,936.0,572.0,2368.0
40699,2023-08-23 19:00:00,395.34,1248.0,22717.0,282.0,7409.0,1.0,717.0,945.0,573.0,2088.0
40700,2023-08-23 20:00:00,411.29,1218.0,20812.0,311.0,5497.0,1.0,655.0,951.0,574.0,1967.0
40701,2023-08-23 21:00:00,415.84,1190.0,18861.0,289.0,4705.0,1.0,594.0,942.0,574.0,1862.0
40702,2023-08-23 22:00:00,410.53,1164.0,16986.0,162.0,4495.0,1.0,607.0,943.0,574.0,1724.0
40703,2023-08-23 23:00:00,414.42,994.0,15996.0,213.0,3823.0,1.0,659.0,947.0,575.0,1707.0
