Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
40032,2023-07-27 00:00:00,2024-07-17 00:00:00,3.1,386.26,517.0,2573.0,983.0,199.0,150.0,0.0
40033,2023-07-27 01:00:00,2024-07-17 00:00:00,3.1,399.67,590.0,2462.0,982.0,235.0,4.0,0.0
40034,2023-07-27 02:00:00,2024-07-17 00:00:00,3.1,402.14,593.0,2345.0,982.0,187.0,0.0,0.0
40035,2023-07-27 03:00:00,2024-07-17 00:00:00,3.1,388.0,483.0,2163.0,982.0,165.0,0.0,0.0
40036,2023-07-27 04:00:00,2024-07-17 00:00:00,3.1,379.12,464.0,1935.0,983.0,164.0,0.0,0.0
40037,2023-07-27 05:00:00,2024-07-17 00:00:00,3.1,369.57,464.0,1651.0,983.0,163.0,0.0,0.0
40038,2023-07-27 06:00:00,2024-07-17 00:00:00,3.1,365.48,437.0,1508.0,983.0,114.0,0.0,0.0
40039,2023-07-27 07:00:00,2024-07-17 00:00:00,3.1,364.57,425.0,1440.0,984.0,80.0,0.0,0.0
40040,2023-07-27 08:00:00,2024-07-17 00:00:00,3.1,375.38,431.0,1515.0,983.0,23.0,0.0,0.0
40041,2023-07-27 09:00:00,2024-07-17 00:00:00,3.1,381.21,433.0,1665.0,982.0,24.0,0.0,0.0
40042,2023-07-27 10:00:00,2024-07-17 00:00:00,3.1,383.91,432.0,1738.0,983.0,20.0,0.0,0.0
40043,2023-07-27 11:00:00,2024-07-17 00:00:00,3.1,386.33,434.0,1831.0,984.0,23.0,4.0,0.0
40044,2023-07-27 12:00:00,2024-07-17 00:00:00,3.1,368.57,433.0,1829.0,983.0,19.0,187.0,0.0
40045,2023-07-27 13:00:00,2024-07-17 00:00:00,3.1,333.08,435.0,1753.0,984.0,20.0,572.0,0.0
40046,2023-07-27 14:00:00,2024-07-17 00:00:00,3.1,325.26,436.0,1847.0,984.0,19.0,735.0,0.0
40047,2023-07-27 15:00:00,2024-07-17 00:00:00,3.1,325.54,434.0,1898.0,982.0,15.0,764.0,0.0
40048,2023-07-27 16:00:00,2024-07-17 00:00:00,3.1,337.36,502.0,1999.0,984.0,19.0,757.0,0.0
40049,2023-07-27 17:00:00,2024-07-17 00:00:00,3.1,361.75,700.0,2015.0,983.0,17.0,725.0,0.0
40050,2023-07-27 18:00:00,2024-07-17 00:00:00,3.1,362.9,717.0,2094.0,983.0,18.0,764.0,0.0
40051,2023-07-27 19:00:00,2024-07-17 00:00:00,3.1,373.14,734.0,2271.0,981.0,26.0,701.0,0.0
40052,2023-07-27 20:00:00,2024-07-17 00:00:00,3.1,369.41,741.0,2285.0,982.0,89.0,702.0,0.0
40053,2023-07-27 21:00:00,2024-07-17 00:00:00,3.1,371.1,736.0,2340.0,982.0,140.0,636.0,0.0
40054,2023-07-27 22:00:00,2024-07-17 00:00:00,3.1,367.45,735.0,2340.0,980.0,163.0,667.0,0.0
40055,2023-07-27 23:00:00,2024-07-17 00:00:00,3.1,381.71,743.0,2390.0,981.0,203.0,443.0,0.0
