UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-12-24 00:00:00,455.0,1240.0,993.0,89.0,0.0,0.0
2023-12-24 01:00:00,460.0,1214.0,991.0,83.0,0.0,0.0
2023-12-24 02:00:00,457.0,1198.0,991.0,82.0,0.0,0.0
2023-12-24 03:00:00,459.0,1225.0,993.0,84.0,0.0,0.0
2023-12-24 04:00:00,458.0,1104.0,991.0,82.0,0.0,0.0
2023-12-24 05:00:00,459.0,1126.0,992.0,34.0,0.0,0.0
2023-12-24 06:00:00,457.0,1083.0,991.0,12.0,0.0,0.0
2023-12-24 07:00:00,460.0,1069.0,992.0,13.0,0.0,0.0
2023-12-24 08:00:00,453.0,1077.0,991.0,12.0,0.0,0.0
2023-12-24 09:00:00,456.0,1085.0,992.0,14.0,0.0,0.0
2023-12-24 10:00:00,459.0,1111.0,989.0,12.0,0.0,0.0
2023-12-24 11:00:00,459.0,1164.0,992.0,14.0,0.0,0.0
2023-12-24 12:00:00,460.0,1245.0,990.0,14.0,0.0,0.0
2023-12-24 13:00:00,457.0,1226.0,991.0,83.0,18.0,0.0
2023-12-24 14:00:00,456.0,1150.0,992.0,62.0,216.0,0.0
2023-12-24 15:00:00,458.0,860.0,990.0,14.0,457.0,0.0
2023-12-24 16:00:00,456.0,787.0,990.0,12.0,522.0,0.0
2023-12-24 17:00:00,456.0,794.0,992.0,14.0,483.0,0.0
2023-12-24 18:00:00,453.0,795.0,993.0,19.0,502.0,0.0
2023-12-24 19:00:00,452.0,866.0,991.0,17.0,399.0,0.0
2023-12-24 20:00:00,455.0,951.0,991.0,13.0,268.0,0.0
2023-12-24 21:00:00,456.0,942.0,993.0,13.0,187.0,0.0
2023-12-24 22:00:00,455.0,819.0,990.0,28.0,58.0,0.0
2023-12-24 23:00:00,451.0,902.0,992.0,87.0,1.0,0.0
